"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Fernandez Turienzo 2020",2020,"Preterm birth (< 37 weeks)",6,31,168,19,163,0,0,0,0,0,0,1.58302,0.932859,2.686314,0,8.953351,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Preterm birth (< 37 weeks)",6,4,197,11,214,0,0,0,0,0,0,0.395016,0.127873,1.220258,0,2.786771,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Preterm birth (< 37 weeks)",6,110,2304,70,1206,0,0,0,0,0,0,0.822545,0.614583,1.100875,0,15.822685,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Preterm birth (< 37 weeks)",6,42,1115,45,1091,0,0,0,0,0,0,0.913244,0.604776,1.379045,0,11.855897,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Preterm birth (< 37 weeks)",6,52,393,54,405,0,0,0,0,0,0,0.992366,0.696088,1.41475,0,13.631083,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Preterm birth (< 37 weeks)",6,39,851,51,841,0,0,0,0,0,0,0.75572,0.503603,1.134052,0,12.037968,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Preterm birth (< 37 weeks)",6,30,643,42,635,0,0,0,0,0,0,0.705399,0.447311,1.112396,0,10.67056,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Preterm birth (< 37 weeks)",6,16,486,12,500,0,0,0,0,0,0,1.371742,0.655796,2.869303,0,5.628385,"6::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,2,1096,2,549,0,0,0,0,0,0,0.500912,0.07075,3.546492,0,12.488505,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,0,168,0,163,0,0,0,0,0,0,NA,NA,NA,0,NA,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Flint 1989",1989,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,4,488,2,479,0,0,0,0,0,0,1.963115,0.36126,10.66773,0,16.697919,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Homer 2001",2001,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,0,597,2,608,0,0,0,0,0,0,0.203679,0.009799,4.233612,0,5.196494,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,5,2304,0,1206,0,0,0,0,0,0,5.760087,0.318775,104.081431,0,5.711554,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,2,1150,2,1156,0,0,0,0,0,0,1.005217,0.141839,7.123984,0,12.476003,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,3,393,1,405,0,0,0,0,0,0,3.091603,0.322961,29.594903,0,9.376028,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,0,851,2,841,0,0,0,0,0,0,0.197653,0.009503,4.110829,0,5.194428,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,3,643,5,635,0,0,0,0,0,0,0.592535,0.142204,2.468976,0,23.489785,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Neonatal death (baby born alive at any gestation and dies within 28 days)",7,1,486,3,500,0,0,0,0,0,0,0.342936,0.035795,3.285479,0,9.369284,"7::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Maternal death",9,0,1096,0,549,0,0,0,0,0,0,NA,NA,NA,0,NA,"9::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Fernandez Turienzo 2020",2020,"Maternal death",9,0,168,0,163,0,0,0,0,0,0,NA,NA,NA,0,NA,"9::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"McLachlan 2012",2012,"Maternal death",9,0,1150,0,1156,0,0,0,0,0,0,NA,NA,NA,0,NA,"9::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Begley 2011",2011,"Induction of labour",10,248,1096,138,549,0,0,0,0,0,0,0.90019,0.75102,1.07899,0,9.597757,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Biro 2000",2000,"Induction of labour",10,136,488,115,480,0,0,0,0,0,0,1.163222,0.939171,1.440722,0,8.019689,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Induction of labour",10,34,168,39,163,0,0,0,0,0,0,0.845849,0.563449,1.269786,0,3.189661,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Induction of labour",10,51,488,60,479,0,0,0,0,0,0,0.834324,0.587138,1.185576,0,4.037695,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Harvey 1996",1996,"Induction of labour",10,8,105,14,97,0,0,0,0,0,0,0.527891,0.231655,1.202949,0,0.887978,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Homer 2001",2001,"Induction of labour",10,125,594,109,601,0,0,0,0,0,0,1.160303,0.921469,1.461042,0,7.336034,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Induction of labour",10,40,194,41,211,0,0,0,0,0,0,1.061101,0.718773,1.566469,0,3.419787,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Induction of labour",10,218,2304,131,1206,0,0,0,0,0,0,0.871064,0.709492,1.06943,0,8.412984,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Induction of labour",10,322,1115,327,1088,0,0,0,0,0,0,0.960864,0.844377,1.093422,0,12.711684,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"North Stafford 2000",2000,"Induction of labour",10,134,770,133,735,0,0,0,0,0,0,0.961722,0.773681,1.195468,0,7.863918,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Induction of labour",10,58,388,68,397,0,0,0,0,0,0,0.872726,0.632991,1.203256,0,4.640009,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Induction of labour",10,208,851,249,841,0,0,0,0,0,0,0.825525,0.705209,0.966369,0,10.927673,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Induction of labour",10,146,643,199,635,0,0,0,0,0,0,0.72454,0.603205,0.870282,0,9.487179,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Induction of labour",10,156,484,155,496,0,0,0,0,0,0,1.031405,0.858365,1.239329,0,9.467953,"10::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Instrumental vaginal birth (forceps/vacuum)",11,139,1096,79,549,0,0,0,0,0,0,0.881352,0.681993,1.138988,0,8.679562,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Biro 2000",2000,"Instrumental vaginal birth (forceps/vacuum)",11,67,488,86,480,0,0,0,0,0,0,0.766298,0.571403,1.027668,0,6.626968,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Instrumental vaginal birth (forceps/vacuum)",11,14,168,12,163,0,0,0,0,0,0,1.131944,0.539892,2.373249,0,1.041403,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Instrumental vaginal birth (forceps/vacuum)",11,56,488,77,479,0,0,0,0,0,0,0.71386,0.518211,0.983376,0,5.563338,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Harvey 1996",1996,"Instrumental vaginal birth (forceps/vacuum)",11,6,105,7,97,0,0,0,0,0,0,0.791837,0.275736,2.273931,0,0.512898,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Homer 2001",2001,"Instrumental vaginal birth (forceps/vacuum)",11,71,594,63,601,0,0,0,0,0,0,1.140265,0.828233,1.569853,0,5.583652,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Instrumental vaginal birth (forceps/vacuum)",11,12,194,29,211,0,0,0,0,0,0,0.450053,0.236391,0.856834,0,1.376749,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Instrumental vaginal birth (forceps/vacuum)",11,187,2304,114,1206,0,0,0,0,0,0,0.858621,0.687523,1.072298,0,11.557104,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Instrumental vaginal birth (forceps/vacuum)",11,202,1150,222,1156,0,0,0,0,0,0,0.914657,0.769958,1.08655,0,19.24538,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"North Stafford 2000",2000,"Instrumental vaginal birth (forceps/vacuum)",11,74,770,84,735,0,0,0,0,0,0,0.840909,0.625657,1.130218,0,6.528472,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Instrumental vaginal birth (forceps/vacuum)",11,29,388,37,397,0,0,0,0,0,0,0.801964,0.503479,1.277405,0,2.633793,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Instrumental vaginal birth (forceps/vacuum)",11,172,851,171,841,0,0,0,0,0,0,0.994028,0.822852,1.200814,0,15.980379,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Instrumental vaginal birth (forceps/vacuum)",11,83,643,86,635,0,0,0,0,0,0,0.953109,0.719668,1.262272,0,7.23163,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Instrumental vaginal birth (forceps/vacuum)",11,78,484,89,496,0,0,0,0,0,0,0.898134,0.680833,1.18479,0,7.438672,"11::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Episiotomy",12,126,1096,68,549,0,0,0,0,0,0,0.928161,0.703916,1.223843,0,6.039683,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Biro 2000",2000,"Episiotomy",12,89,488,121,480,0,0,0,0,0,0,0.723479,0.56742,0.922459,0,7.100835,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Episiotomy",12,13,168,15,163,0,0,0,0,0,0,0.840873,0.413102,1.711606,0,1.29252,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Episiotomy",12,152,488,185,479,0,0,0,0,0,0,0.806469,0.677927,0.959383,0,10.015285,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Harvey 1996",1996,"Episiotomy",12,15,105,26,97,0,0,0,0,0,0,0.532967,0.30068,0.944706,0,1.916134,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hicks 2003",2003,"Episiotomy",12,25,81,31,72,0,0,0,0,0,0,0.716846,0.470779,1.091528,0,3.248012,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Homer 2001",2001,"Episiotomy",12,63,594,66,601,0,0,0,0,0,0,0.965794,0.697068,1.338118,0,4.809879,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Episiotomy",12,20,194,55,211,0,0,0,0,0,0,0.395501,0.246402,0.634823,0,2.66871,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Episiotomy",12,475,2304,326,1206,0,0,0,0,0,0,0.762677,0.674712,0.862111,0,12.757023,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Episiotomy",12,208,1122,238,1101,0,0,0,0,0,0,0.857592,0.726114,1.012878,0,10.37639,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"North Stafford 2000",2000,"Episiotomy",12,181,770,175,735,0,0,0,0,0,0,0.987273,0.823365,1.18381,0,9.630337,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Rowley 1995",1995,"Episiotomy",12,46,388,56,397,0,0,0,0,0,0,0.840482,0.584016,1.209574,0,4.080205,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Episiotomy",12,135,851,146,841,0,0,0,0,0,0,0.913792,0.73794,1.131549,0,8.204096,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Turnbull 1996",1996,"Episiotomy",12,147,643,173,635,0,0,0,0,0,0,0.839139,0.693545,1.015298,0,9.20839,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Episiotomy",12,134,484,136,496,0,0,0,0,0,0,1.009723,0.824168,1.237053,0,8.6525,"12::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Third or fourth degree tear",13,2,168,3,163,0,0,0,0,0,0,0.646825,0.109498,3.820923,0,3.001402,"13::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Third or fourth degree tear",13,2,488,0,479,0,0,0,0,0,0,4.907975,0.236244,101.963211,0,1.028807,"13::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kenny 1994",1994,"Third or fourth degree tear",13,1,194,1,211,0,0,0,0,0,0,1.087629,0.068499,17.26952,0,1.238572,"13::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MacVicar 1993",1993,"Third or fourth degree tear",13,15,2304,6,1206,0,0,0,0,0,0,1.308594,0.509038,3.364029,0,10.621314,"13::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"McLachlan 2012",2012,"Third or fourth degree tear",13,41,825,38,727,0,0,0,0,0,0,0.950781,0.618532,1.461502,0,51.225514,"13::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Tracy 2013",2013,"Third or fourth degree tear",13,26,851,20,841,0,0,0,0,0,0,1.284724,0.722848,2.283349,0,28.629086,"13::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Waldenstrom 2001",2001,"Third or fourth degree tear",13,4,484,3,496,0,0,0,0,0,0,1.366391,0.307424,6.073124,0,4.255304,"13::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Begley 2011",2011,"Postpartum haemorrhage (as defined by trial authors)",14,144,1096,75,549,0,0,0,0,0,0,0.961752,0.741854,1.246831,0,17.637684,"14::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fernandez Turienzo 2020",2020,"Postpartum haemorrhage (as defined by trial authors)",14,40,168,49,163,0,0,0,0,0,0,0.792031,0.553814,1.132715,0,9.286488,"14::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Flint 1989",1989,"Postpartum haemorrhage (as defined by trial authors)",14,22,488,29,479,0,0,0,0,0,0,0.74463,0.434099,1.277298,0,4.08221,"14::overall","CD004667_pub6_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
