"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Green 2002","2002","Independence in ADL scales",1,0,81,0,80,18,2.1,18,2.1,0,0.157625121767901,0,-0.30894,0.30894,0.0248456790123456,2.072278,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Guo L 2012","2012","Independence in ADL scales",1,0,37,0,37,86.36,10.04,65.15,14.08,0,0.323279398558493,1.716412,1.17937,2.253455,0.104509569532341,1.936754,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Holmgren 2006","2006","Independence in ADL scales",1,0,15,0,19,19.4,0.812595,17.7,4.253248,0,0.351678018423994,0.513105,-0.176172,1.202381,0.123677428642627,1.821509,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hoseinabadi 2013","2013","Independence in ADL scales",1,0,12,0,12,85,9.04,55,6.23,0,0.716700298381217,3.731132,2.326425,5.135839,0.513659317699726,1.232831,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hou 2006","2006","Independence in ADL scales",1,0,40,0,40,4.88,0.81,3.9,1,0,0.239745859028062,1.066567,0.596674,1.53646,0.0574780769211034,1.982176,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hou Zhi 2014","2014","Independence in ADL scales",1,0,58,0,58,83.49,15.56,72.2,23.53,0,0.189455404565752,0.562265,0.190939,0.933591,0.0358933503191726,2.040871,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Huang 2003","2003","Independence in ADL scales",1,0,25,0,25,76,20.18,45.2,16.43,0,0.330856760404977,1.647552,0.999084,2.296019,0.109466195905676,1.853765,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Huang 2014","2014","Independence in ADL scales",1,0,17,0,6,43.53,2.35,26.17,2.81,0,1.19665078549094,6.781676,4.436283,9.127068,1.43197310241608,0.700068,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Huang 2014","2014","Independence in ADL scales",1,0,17,0,6,44.41,1.66,26.17,2.81,0,1.50431029961611,8.812942,5.864548,11.761336,2.2629494775311,0.503267,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Huang 2014","2014","Independence in ADL scales",1,0,17,0,6,44.11,1.96,26.17,2.81,0,1.36279483953315,7.886771,5.215742,10.557799,1.85720977465817,0.583336,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Ji Pei 2014","2014","Independence in ADL scales",1,0,48,0,42,79.6,22,40,21.7,0,0.251759865616596,1.795984,1.302544,2.289424,0.0633830299352864,1.966702,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Koc 2015","2015","Independence in ADL scales",1,0,35,0,37,82,5.2,69.5,4.4,0,0.322874546825465,2.573358,1.940536,3.206181,0.104247972987749,1.865898,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Li 1999","1999","Independence in ADL scales",1,0,30,0,31,78.8,24,39,23.9,0,0.298626589392661,1.640635,1.055338,2.225933,0.0891778398922929,1.901847,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Li Yuanzheng 2014","2014","Independence in ADL scales",1,0,60,0,62,78.8,24,39.1,23.9,0,0.210447232118412,1.647292,1.234823,2.059761,0.0442880375063006,2.017635,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lu 2004","2004","Independence in ADL scales",1,0,21,0,21,74.95,26.53,49.14,30.85,0,0.324676785651785,0.880152,0.243797,1.516507,0.105415015141175,1.863171,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Lu Liangyan 2014","2014","Independence in ADL scales",1,0,44,0,44,57.08,3.42,48.53,3.19,0,0.290726505127178,2.562812,1.992998,3.132625,0.0845219007834632,1.913235,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pan 2004","2004","Independence in ADL scales",1,0,48,0,48,73.63,20.33,48.23,16.22,0,0.227733150070469,1.370123,0.923774,1.816471,0.0518623876410189,1.997119,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pang 2006","2006","Independence in ADL scales",1,0,41,0,37,70.72,18.07,56.58,16.19,0,0.23640533264578,0.813712,0.350366,1.277058,0.0558874813033617,1.986385,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wade 1992","1992","Independence in ADL scales",1,0,48,0,41,16.2,3.1,16.7,3.2,0,0.213001094412176,-0.157539,-0.575014,0.259935,0.0453694662207846,2.01468,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wan Xueli 2014","2014","Independence in ADL scales",1,0,24,0,24,69.4,5.4,46.2,5.37,0,0.535833064173642,4.23762,3.187406,5.287833,0.287117072661714,1.517774,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wang 2013","2013","Independence in ADL scales",1,0,65,0,65,79.7,23.5,38.8,24.2,0,0.205656497436783,1.704633,1.301554,2.107713,0.0422945949379654,2.023105,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wang 2015","2015","Independence in ADL scales",1,0,25,0,26,89.6,12.4,77.7,23,0,0.287553287228071,0.630627,0.067033,1.194221,0.0826868929956698,1.917761,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wang 2022","2022","Independence in ADL scales",1,0,43,0,45,63.667,34.513,52.5,29.483,0,0,0.345503,-0.075721,0.766727,0,2.012449,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Wu 2006","2006","Independence in ADL scales",1,0,48,0,48,83.48,15.55,72.19,23.52,0,0.208279939591378,0.561745,0.153524,0.969966,0.0433805332361879,2.020121,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wu 2020","2020","Independence in ADL scales",1,0,30,0,31,65.07,4.15,60.81,5.24,0,0.269262388869812,0.888068,0.360323,1.415813,0.0725022340598776,1.943274,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xie 2003","2003","Independence in ADL scales",1,0,32,0,32,13,5,8,5,0,0.265751781745401,0.987854,0.46699,1.508718,0.0706240095008555,1.948054,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xu 1999","1999","Independence in ADL scales",1,0,32,0,30,82.59,16.83,70.01,15.34,0,0.263993895461986,0.770265,0.252847,1.287684,0.0696927768411941,1.950432,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xu 2003a","2003","Independence in ADL scales",1,0,94,0,92,57,15,41,15,0,0.156866631622186,1.062313,0.75486,1.369766,0.0246071401164904,2.072967,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xu 2003b","2003","Independence in ADL scales",1,0,92,0,88,57,14,41,15,0,0.160197460869566,1.098991,0.785009,1.412972,0.025663226469056,2.069921,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xu 2004","2004","Independence in ADL scales",1,0,30,0,27,9.8,5.5,7.6,6.7,0,0.267514468861463,0.355903,-0.168416,0.880222,0.0715639910502306,1.945659,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xu 2022","2022","Independence in ADL scales",1,0,82,0,82,73.92,5.41,43.65,7.37,0,0.303717735522214,4.660632,4.065356,5.255908,0.0922444628707416,1.89442,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xue 2006","2006","Independence in ADL scales",1,0,78,0,72,80,24,40,24,0,0.190058249313154,1.658206,1.285699,2.030714,0.0361221381319809,2.040231,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Yan 2002","2002","Independence in ADL scales",1,0,40,0,38,65.8,17.2,45.8,18.3,0,0.244384729630187,1.115979,0.636994,1.594964,0.0597238960764198,1.976262,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Yang Aiguo 2015","2015","Independence in ADL scales",1,0,48,0,48,40.83,9.47,38.13,7.62,0,0.205412020986936,0.311626,-0.090974,0.714226,0.0421940983659374,2.023381,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zhang 1998","1998","Independence in ADL scales",1,0,29,0,27,67.15,19.09,49.63,8.81,0,0.290144903269027,1.148305,0.579631,1.716978,0.0841840648929931,1.914066,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zhang 2004","2004","Independence in ADL scales",1,0,439,0,463,84,33,69,26,0,0.067678163748595,0.506094,0.373447,0.63874,0.0045803338483816,2.132477,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zhang Jianhong 2013","2013","Independence in ADL scales",1,0,84,0,82,61.3,8.2,43.8,8.8,0,0.192491840620438,2.049,1.671722,2.426277,0.0370531087054442,2.037629,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zhao 2003","2003","Independence in ADL scales",1,0,150,0,150,3.16,0.86,2.87,1,0,0.11617144429915,0.310165,0.082473,0.537857,0.0134958044705505,2.105568,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zhao Ailiang 2016","2016","Independence in ADL scales",1,0,65,0,61,92.18,7.27,84.76,7.95,0,0.188755824182415,0.969553,0.599599,1.339508,0.0356287611627828,2.041612,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zheng 2014","2014","Independence in ADL scales",1,0,30,0,30,73.35,29.34,59.33,27.45,0,0.262264297902927,0.487067,-0.026962,1.001095,0.0687825619545151,1.952763,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zhu 2006","2006","Independence in ADL scales",1,0,35,0,35,54.12,30.36,45.87,29.83,0,0.240206325682207,0.271087,-0.199709,0.741882,0.0576990788977464,1.981592,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zhu 2007","2007","Independence in ADL scales",1,0,12,0,10,42.5,10,27.5,12.5,0,0.478893743712373,1.289082,0.350468,2.227697,0.229339217766852,1.612848,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Guo Z 2015","2015","Independence in ADL scales",1,0,40,0,40,119.62,17.49,96.48,16.38,0,0,1.352494,0.864369,1.84062,0,1.970239,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Yan 2015","2015","Independence in ADL scales",1,0,30,0,30,58,10,44,12,0,0,1.251039,0.694514,1.807565,0,1.92287,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Green 2002","2002","Motor function scales",2,0,81,0,80,11,2.9,10,2.9,0,0.158810099812318,0.343198,0.031936,0.654461,0.0252206478023984,2.057351,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"ReTrain 2018","2018","Motor function scales",2,0,21,0,19,12.14,2.73,12.47,1.87,0,0.317034120400983,-0.136937,-0.758312,0.484439,0.100510633498425,1.804397,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wade 1992","1992","Motor function scales",2,0,48,0,41,12.2,4.3,12.7,4.2,0,0.212845891753338,-0.116512,-0.533682,0.300659,0.0453033736362737,1.983193,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wang 2022","2022","Motor function scales",2,0,43,0,45,29,20.708,22.5,17.996,0,0,0.33267,-0.088317,0.753658,0,1.980232,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Bai 2013","2013","Motor function scales",2,0,40,0,39,31.18,17.38,34.19,18.1,0,0.225453078303193,-0.168025,-0.609905,0.273855,0.0508290905163855,1.963717,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Chen J 2014","2014","Motor function scales",2,0,40,0,40,67.1,3.4,51.4,3.7,0,0.41938240372834,4.37597,3.553995,5.197944,0.17588160055696,1.606645,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Chen S 2021","2021","Motor function scales",2,0,59,0,62,24.82,3.31,20.16,3.07,0,0.205140562264149,1.451939,1.04987,1.854007,0.0420826502860511,1.994723,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cheng 2021","","Motor function scales",2,0,78,0,78,30.51,6.23,19.65,11.52,0,0.17354804290017,1.16697,0.826822,1.507118,0.0301189231944791,2.038756,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Chu 2003","2003","Motor function scales",2,0,30,0,28,21.47,5.36,13.29,3.85,0,0.310477120757995,1.719567,1.111043,2.328091,0.0963960425141746,1.816603,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Dai 2015","2015","Motor function scales",2,0,31,0,31,60.24,22.36,49.61,17.28,0,0.25863575510856,0.525299,0.018382,1.032216,0.0668924538205749,1.909212,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Deng 2011","2011","Motor function scales",2,0,50,0,50,55.98,12.52,40.64,11.64,0,0.219668534668521,1.259289,0.828747,1.689832,0.0482542651234153,1.972744,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fan WK 2006","2006","Motor function scales",2,0,42,0,37,31.25,4.78,19.08,8.97,0,0,1.707971,1.188418,2.227523,0,1.898138,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Fang 2003","2003","Motor function scales",2,0,50,0,78,19.73,10.03,18.05,9.92,0,0.181476581302598,0.16762,-0.188068,0.523307,0.0329337495612786,2.028222,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Fang YN 2004","2004","Motor function scales",2,0,21,0,23,18.14,9.87,18.35,10.29,0,0.301831940365313,-0.020434,-0.612014,0.571145,0.0911025202246899,1.832552,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
