"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"Guan 2017","2017","Independence in ADL scales",1,0,32,0,32,35.47,8.17,30.63,5.35,0,0.257858332512253,0.692379,0.186986,1.197772,0.0664909196459995,4.883758,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kim 2007","2007","Independence in ADL scales",1,0,12,0,9,85,10,76.7,16.6,0,0.452927553171404,0.604191,-0.28353,1.491913,0.205143368421835,4.316992,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kim 2014","2014","Independence in ADL scales",1,0,14,0,14,64.2,17.2,52.1,19.4,0,0.389088872881627,0.640787,-0.121813,1.403387,0.151390151000295,4.520368,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"LAST 2018","2018","Independence in ADL scales",1,0,186,0,194,90.2,2.454873,90.2,2.228542,0,0,0,-0.201133,0.201133,0,5.157015,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Lee 2018","2018","Independence in ADL scales",1,0,35,0,37,63.3,6.3,58,7,0,0.245232252352254,0.786155,0.305509,1.266801,0.0601388575937596,4.91331,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Letombe 2010","2010","Independence in ADL scales",1,0,9,0,9,67.5,44.3,42.3,17.4,0,0.490211512276179,0.713129,-0.247668,1.673926,0.240307326768098,4.193567,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Li Jingqian 2013","2013","Independence in ADL scales",1,0,60,0,60,82.43,9.64,49.46,7.32,0,0.310561187931135,3.827563,3.218874,4.436251,0.0964482514491979,4.749047,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Li Xiaojun 2016","2016","Independence in ADL scales",1,0,37,0,37,27.83,8.46,24.07,8.17,0,0.235547431252672,0.4474,-0.014264,0.909065,0.0554825923697322,4.935201,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mai Guanghuai 2016","2016","Independence in ADL scales",1,0,45,0,45,62.4,15.6,46.9,11.8,0,0.227193292792259,1.111083,0.665792,1.556373,0.0516167922897892,4.953524,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Qin JianJian 2014","2014","Independence in ADL scales",1,0,30,0,31,78.8,24,39.1,23.9,0,0.298428322983011,1.636513,1.051605,2.221422,0.0890594639584525,4.781577,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wu Jiaming 2006","2006","Independence in ADL scales",1,0,40,0,40,66.54,26.11,44.15,19.79,0,0.236690836357257,0.957158,0.493252,1.421063,0.0560225520154977,4.932652,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wu Lotus 2016","2016","Independence in ADL scales",1,0,40,0,40,55.72,13.38,29.35,16.19,0,0.265191886630803,1.758438,1.238671,2.278204,0.0703267367348048,4.866084,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Xu 2013","2013","Independence in ADL scales",1,0,58,0,56,89.6,8.8,61.2,9.2,0,0.282389038283213,3.134847,2.581375,3.68832,0.079743568942518,4.823233,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Yang 2017","2017","Independence in ADL scales",1,0,29,0,29,66.26,22.86,51.26,22.64,0,0,0.650463,0.12135,1.179576,0,4.854396,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Yue Chunjiang 2014","2014","Independence in ADL scales",1,0,45,0,45,62.69,12.18,53.24,11.55,0,0.219236550759591,0.789375,0.359679,1.21907,0.0480646651889626,4.970481,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zhuang 2012","2012","Independence in ADL scales",1,0,97,0,91,68.13,23.44,66.43,26.42,0,0.145982268980886,0.067925,-0.218195,0.354045,0.0213108228568076,5.102024,"1::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Du 2014","2014","Motor function scales",2,0,40,0,40,52.01,10.5,36.8,10.32,0,0.252513725993807,1.446947,0.952029,1.941865,0.0637631818152755,4.670662,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Duncan 1998","1998","Motor function scales",2,0,10,0,10,26.1,2.51,22.6,4.7,0,0.473967054862672,0.889713,-0.039245,1.818672,0.224644769095196,3.013504,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Duncan 2003","2003","Motor function scales",2,0,44,0,48,26.84,3.7,25.46,3.5,0,0.210671445008583,0.380453,-0.032455,0.793361,0.0443824577420045,5.002023,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hong Cuicui 2016","2016","Motor function scales",2,0,68,0,68,41.41,15.05,30.05,12.98,0,0.178488482196393,0.803826,0.453995,1.153657,0.0318581382767721,5.242367,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Li Xiaojun 2016","2016","Motor function scales",2,0,37,0,37,23.99,6.48,20.66,7.72,0,0.235753410580995,0.462352,0.000284,0.92442,0.0555796706005712,4.80507,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mai Guanghuai 2016","2016","Motor function scales",2,0,45,0,45,23.5,3.6,20.8,3.4,0,0.218724269331727,0.764523,0.335831,1.193215,0.0478403059946979,4.939499,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Qin JianJian 2014","2014","Motor function scales",2,0,30,0,31,70.4,28.4,41.2,28.5,0,0.273107047956324,1.013228,0.477948,1.548508,0.0745874596434181,4.50402,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Tang 2009","2009","Motor function scales",2,0,35,0,35,69.51,10.93,61.53,11.62,0,0.246672555039107,0.699598,0.216129,1.183067,0.0608473494095211,4.717681,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wang 2004b","2004a","Motor function scales",2,0,25,0,25,65.15,19.1,52.93,17.8,0,0.290874425450262,0.651523,0.08142,1.221627,0.0846079313810199,4.360013,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wu Jiaming 2006","2006","Motor function scales",2,0,40,0,40,63.2,19.31,49.49,15.19,0,0.232412380979523,0.781563,0.326043,1.237083,0.0540155148325711,4.831645,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Wu Lotus 2016","2016","Motor function scales",2,0,40,0,40,53.13,10.73,32.69,10.42,0,0.272181057795872,1.91401,1.380545,2.447475,0.07408252822288,4.511528,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Yang 2017","2017","Motor function scales",2,0,29,0,29,25.13,14.29,16.76,8.64,0,0.271087800291469,0.699311,0.167988,1.230633,0.0734885954668674,4.520393,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Yue Chunjiang 2014","2014","Motor function scales",2,0,45,0,45,68.65,9.19,56.61,10.25,0,0.230610226434555,1.226274,0.774287,1.678262,0.0531810765361965,4.845943,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Yue Lin 2012","2012","Motor function scales",2,0,46,0,46,70.6,18.7,50.8,16.4,0,0,1.116383,0.675697,1.557069,0,4.891503,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Zhuang 2012","2012","Motor function scales",2,0,97,0,91,67.3,24.05,65.93,22.48,0,0.14597123837493,0.058552,-0.227546,0.34465,0.0213076024327106,5.463514,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Aries 2021","2021","Motor function scales",2,0,19,0,13,33.53,2.21,32.5,3.21,0,0.363458168483903,0.378085,-0.33428,1.09045,0.132101840237673,3.786239,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Cooke 2006","2006","Motor function scales",2,0,36,0,32,37.7,8.6,34.6,10.8,0,0.244555877804734,0.316082,-0.163239,0.795403,0.0598075773688441,4.734678,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Guan 2017","2017","Motor function scales",2,0,32,0,32,9.91,2.2,7.94,2.06,0,0.263518204886558,0.913156,0.39667,1.429642,0.0694418443066339,4.581729,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kunkel 2013","2013","Motor function scales",2,0,4,0,6,7,2.9,10.3,3.7,0,0.692289499103864,-0.871027,-2.22789,0.485835,0.479264750569479,1.929843,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"LAST 2018","2018","Motor function scales",2,0,186,0,194,39.9,12.0016,40.4,11.281995,0,0,-0.042871,-0.244027,0.158285,0,5.709471,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Li Jingqian 2013","2013","Motor function scales",2,0,60,0,60,26.74,12.1,18.2,10.52,0,0.189067841848456,0.748451,0.377885,1.119017,0.0357466488212326,5.16531,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Mustafaoglu 2018","2018","Motor function scales",2,0,15,0,15,12.7,1.1,12.7,0.7,0,0.365148371670111,0,-0.715678,0.715678,0.133333333333333,3.773363,"2::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Duncan 1998","1998","Balance (Berg Balance Scale)",3,0,10,0,10,46.9,3.63,45.8,5.39,0,0.449039589927478,1.1,-2.927666,5.127666,0.201636553322237,6.86511,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Duncan 2003","2003","Balance (Berg Balance Scale)",3,0,44,0,48,47.16,7.2,44.8,9,0,0.209819632722478,2.36,-0.957891,5.677891,0.0440242782757955,7.564396,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Fang H 2010","2010","Balance (Berg Balance Scale)",3,0,25,0,25,35.24,10.02,26.08,10.56,0,0.29720077284924,9.16,3.453656,14.866344,0.0883282993821857,5.322903,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Harjpal 2021","2021","Balance (Berg Balance Scale)",3,0,20,0,20,46.6,3.05,39.45,4.68,0,0,7.15,4.701814,9.598186,0,8.386014,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kim 2007","2007","Balance (Berg Balance Scale)",3,0,12,0,9,45.2,8.4,44,18.8,0,0.441191018725828,1.2,-11.969895,14.369895,0.194649515004334,1.81245,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kim 2012","2012","Balance (Berg Balance Scale)",3,0,10,0,10,50.1,4.12,44.6,10.17,0,0.462979148427015,5.5,-1.300914,12.300914,0.214349691878204,4.479767,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kunkel 2013","2013","Balance (Berg Balance Scale)",3,0,4,0,6,35.8,12,45.3,10,0,0.684698113630278,-9.5,-23.723812,4.723812,0.468811506808861,1.596663,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Lee 2018","2018","Balance (Berg Balance Scale)",3,0,35,0,37,29.1,3.6,25.8,3.3,0,0.249359415347311,3.3,1.702166,4.897834,0.0621801180223527,9.061255,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Lindvall 2014","2014","Balance (Berg Balance Scale)",3,0,24,0,22,49.75,5.393,47.25,6.546,0,0,2.5,-0.983879,5.983879,0,7.401144,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Mai Guanghuai 2016","2016","Balance (Berg Balance Scale)",3,0,45,0,45,34.8,7.3,29.6,6.7,0,0.21815180859379,5.2,2.304968,8.095032,0.0475902115927414,7.973668,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Mustafaoglu 2018","2018","Balance (Berg Balance Scale)",3,0,15,0,15,47.7,7.2,42.9,2.6,0,0.384208392412359,4.8,0.926074,8.673926,0.147616088800089,7.016237,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Xiao Zhen-dong 2014","2014","Balance (Berg Balance Scale)",3,0,30,0,30,48.95,3.47,40.11,6.52,0,1.36646961012761,8.84,6.197043,11.482957,1.8672391954023,8.209691,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Xu 2013","2013","Balance (Berg Balance Scale)",3,0,58,0,56,39.5,5.4,31.3,6.1,0,0.210238309822727,8.2,6.082492,10.317508,0.0442001469171171,8.669512,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Xu Yumei 2013","2013","Balance (Berg Balance Scale)",3,0,20,0,20,43.83,1.44,34.03,1.27,0,0.891086733533352,9.8,8.958527,10.641473,0.794035566679138,9.470166,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Yue Chunjiang 2014","2014","Balance (Berg Balance Scale)",3,0,45,0,45,42.46,12.25,31.34,10.69,0,0.223131188356796,11.12,6.369688,15.870312,0.0497875272175161,6.171025,"3::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Cooke 2006","2006","Gait velocity",4,0,36,0,38,0.42,0.39,0.3,0.35,0,0.234155294984878,0.320947,-0.137989,0.779883,0.0548287021694551,6.528962,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Duncan 1998","1998","Gait velocity",4,0,10,0,10,0.58,0.31,0.57,0.34,0,0.447243758538561,0.029438,-0.847144,0.906019,0.200026979551699,4.862371,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Duncan 2003","2003","Gait velocity",4,0,44,0,48,0.88,0.3,0.71,0.3,0,0.212963642506428,0.561931,0.14453,0.979332,0.0453535130296057,6.678336,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Harjpal 2021","2021","Gait velocity",4,0,20,0,20,0.35,0.07,0.21,0.05,0,0,2.255859,1.446411,3.065306,0,5.128006,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Kim 2012a","2012","Gait velocity",4,0,10,0,10,74.76,27.48,65.82,19.85,0,0.451632958658835,0.357199,-0.527985,1.242383,0.203972329346933,4.828878,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kim 2021","2021","Gait velocity",4,0,12,0,12,0.97,0.25,0.82,0.26,0,0,0.567842,-0.251375,1.387059,0,5.088924,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"LAST 2018","2018","Gait velocity",4,0,186,0,194,1.01,0.818291,1.07,0.974987,0,0,-0.066408,-0.267597,0.13478,0,7.291302,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Park 2021","2021","Gait velocity",4,0,15,0,9,12.13,4.36,13.79,6.58,0,0.347326471189229,-0.303756,-1.135477,0.527966,0.120635677588762,5.0391,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Park 2021","2021","Gait velocity",4,0,18,0,10,14.22,5.66,13.79,6.58,0,0.329025690398656,0.069644,-0.703627,0.842914,0.108257904942312,5.273747,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Song 2015","2015","Gait velocity",4,0,10,0,10,57.5,28.7,64.5,25.1,0,0.449360884521154,-0.248672,-1.129403,0.63206,0.201925204537634,4.846199,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zhu 2016","2016","Gait velocity",4,0,22,0,22,0.44,0.22,0.28,0.11,0,3.40709117118507,0.90341,0.280228,1.526591,11.6082702487673,5.8861,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Aries 2021","2021","Gait velocity",4,0,19,0,13,-16.1,13.82,-21.28,12.55,0,0.512609312201535,0.378899,-0.333495,1.091294,0.262768306955731,5.521622,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Dalal 2018","2018","Gait velocity",4,0,16,0,16,-17.25,9.144,-21.667,12.192,0,0.588066679326928,0.399548,-0.301245,1.10034,0.345822419334599,5.569076,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Frimpong 2014","2014","Gait velocity",4,0,10,0,10,-19.5,1.5,-34.5,3.1,0,1.13294356731367,5.89949,3.678962,8.120019,1.28356112671742,1.673867,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kim 2012","2012","Gait velocity",4,0,10,0,10,-20.22,10.69,-26.19,11.09,0,0.456705264557516,0.524957,-0.370169,1.420083,0.20857969867455,4.790344,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Kunkel 2013","2013","Gait velocity",4,0,1,0,4,-17.5,0,-18.7,10.9,0,1.1193855035989,NA,NA,NA,1.25302390566737,NA,"4::overall","CD001920_pub4_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE
