"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"GALA 2013",2013,"SAEs",1,42,943,21,461,0,0,0,0,0,0,0.977731,0.586042,1.63121,0,18.333978,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"GATE 2015",2015,"SAEs",1,29,710,2,84,0,0,0,0,0,0,1.715493,0.416763,7.06137,0,2.399138,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Johnson 1995",1995,"SAEs",1,2,125,0,126,0,0,0,0,0,0,5.039683,0.244387,103.926962,0,0.524437,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"PreCISe 2009",2009,"SAEs",1,11,243,19,238,0,0,0,0,0,0,0.567035,0.275803,1.16579,0,9.246582,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Wolinsky 2007",2007,"SAEs",1,22,627,13,316,0,0,0,0,0,0,0.852901,0.435487,1.670409,0,10.63065,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"AFFIRM 2006",2006,"SAEs",1,81,627,34,312,0,0,0,0,0,0,1.185477,0.813309,1.727949,0,33.045126,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ASCEND 2018",2018,"SAEs",1,90,439,100,449,0,0,0,0,0,0,0.920501,0.715047,1.184988,0,59.924606,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Miller 2003",2003,"SAEs",1,8,142,7,71,0,0,0,0,0,0,0.571429,0.215851,1.512761,0,5.876252,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Saida 2017",2017,"SAEs",1,3,47,1,47,0,0,0,0,0,0,3,0.323631,27.809466,0,1.154016,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"British and Dutch 1988",1988,"SAEs",1,7,174,2,180,0,0,0,0,0,0,3.62069,0.762672,17.188761,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fazekas 2008",2008,"SAEs",1,4,86,3,41,0,0,0,0,0,0,0.635659,0.149107,2.709876,0,59.915414,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lewanska 2002",2002,"SAEs",1,0,32,0,17,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Pohlau 2007",2007,"SAEs",1,4,116,1,115,0,0,0,0,0,0,3.965517,0.450031,34.942769,0,40.084586,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"FREEDOMS 2010",2010,"SAEs",1,94,854,56,418,0,0,0,0,0,0,0.821596,0.602912,1.119598,0,23.586905,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"FREEDOMS II 2014",2014,"SAEs",1,106,728,45,355,0,0,0,0,0,0,1.148657,0.830085,1.589491,0,21.936379,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"INFORMS 2016",2016,"SAEs",1,122,483,117,487,0,0,0,0,0,0,1.051371,0.843593,1.310324,0,37.18293,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kappos 2006",2006,"SAEs",1,51,188,25,93,0,0,0,0,0,0,1.009149,0.670424,1.519011,0,15.192802,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Saida 2012",2012,"SAEs",1,16,111,3,57,0,0,0,0,0,0,2.738739,0.832317,9.011822,0,2.100985,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"O'Connor 2006",2006,"SAEs",1,12,122,7,57,0,0,0,0,0,0,0.800937,0.333044,1.926172,0,5.408002,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TEMSO 2011",2011,"SAEs",1,109,726,46,360,0,0,0,0,0,0,1.174991,0.852698,1.6191,0,40.512114,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TOPIC 2014",2014,"SAEs",1,42,423,18,191,0,0,0,0,0,0,1.053586,0.623219,1.781143,0,15.105235,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TOWER 2014",2014,"SAEs",1,96,780,47,385,0,0,0,0,0,0,1.008183,0.727077,1.397972,0,38.974649,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"APEX 2019",2019,"SAEs",1,15,111,16,113,0,0,0,0,0,0,0.954392,0.496297,1.835321,0,6.604926,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CONFIRM 2012",2012,"SAEs",1,115,703,79,363,0,0,0,0,0,0,0.751661,0.581385,0.971807,0,42.801397,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"DEFINE 2012",2012,"SAEs",1,139,826,86,408,0,0,0,0,0,0,0.798356,0.627176,1.016256,0,48.493186,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"FUMAPMS 2021",2021,"SAEs",1,2,27,2,27,0,0,0,0,0,0,1,0.151681,6.592787,0,0.793996,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kappos 2008",2008,"SAEs",1,4,191,3,65,0,0,0,0,0,0,0.453752,0.104303,1.973971,0,1.306495,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"SELECT 2013",2013,"SAEs",1,68,417,53,204,0,0,0,0,0,0,0.627664,0.45683,0.862383,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ALLEGRO 2012",2012,"SAEs",1,61,550,53,556,0,0,0,0,0,0,1.163499,0.821006,1.648868,0,34.648388,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ARPEGGIO 2020",2020,"SAEs",1,10,138,6,140,0,0,0,0,0,0,1.690821,0.631775,4.525146,0,4.346149,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BRAVO 2014",2014,"SAEs",1,42,433,54,449,0,0,0,0,0,0,0.806518,0.550986,1.180559,0,29.012822,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CONCERTO 2022",2022,"SAEs",1,57,727,43,740,0,0,0,0,0,0,1.349285,0.920482,1.977845,0,28.798382,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Comi 2008",2008,"SAEs",1,8,204,2,102,0,0,0,0,0,0,2,0.432574,9.24698,0,1.796569,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Polman 2005",2005,"SAEs",1,3,142,1,67,0,0,0,0,0,0,1.415493,0.150022,13.355499,0,0.836102,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ziemssen 2017",2017,"SAEs",1,1,84,1,28,0,0,0,0,0,0,0.333333,0.021553,5.155164,0,0.561589,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ADVANCE 2014",2014,"SAEs",1,50,1012,23,500,0,0,0,0,0,0,1.074068,0.663256,1.739332,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CLARITY 2010",2010,"SAEs",1,77,884,28,435,0,0,0,0,0,0,1.353224,0.891783,2.053431,0,54.354055,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ORACLE 2014",2014,"SAEs",1,33,410,21,206,0,0,0,0,0,0,0.789547,0.468989,1.329211,0,45.645945,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hauser 2008",2008,"SAEs",1,9,69,5,35,0,0,0,0,0,0,0.913043,0.330976,2.518756,0,18.550572,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"OLYMPUS 2009",2009,"SAEs",1,47,292,20,147,0,0,0,0,0,0,1.183048,0.728931,1.920076,0,81.449428,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kappos 2011",2011,"SAEs",1,4,110,2,54,0,0,0,0,0,0,0.981818,0.185594,5.193948,0,3.050151,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ORATORIO 2017",2017,"SAEs",1,99,486,53,239,0,0,0,0,0,0,0.918588,0.683593,1.234367,0,96.949849,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MAIN TRIAL 2014",2014,"SAEs",1,6,69,3,77,0,0,0,0,0,0,2.231884,0.580169,8.585953,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"REVEAL 2020",2020,"SAEs",1,0,54,2,54,0,0,0,0,0,0,0.2,0.009826,4.07078,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"GOLDEN 2017",2017,"SAEs",1,9,104,1,47,0,0,0,0,0,0,4.067308,0.530423,31.188275,0,68.950554,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MOVING 2020",2020,"SAEs",1,1,6,0,7,0,0,0,0,0,0,3.428571,0.164727,71.361155,0,31.049446,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ASCLEPIOS I 2020",2020,"SAEs",1,48,465,38,462,0,0,0,0,0,0,1.255008,0.836524,1.882846,0,53.812194,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ASCLEPIOS II 2020",2020,"SAEs",1,38,481,36,474,0,0,0,0,0,0,1.040194,0.671369,1.611639,0,46.187806,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"EVOLVE-MS-2 2020",2020,"SAEs",1,4,253,3,251,0,0,0,0,0,0,1.322793,0.299098,5.850191,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CONFIRM 2012",2012,"SAEs",1,115,703,60,351,0,0,0,0,0,0,0.95697,0.719915,1.272084,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"OPERA I 2017",2017,"SAEs",1,28,408,32,409,0,0,0,0,0,0,0.877145,0.538278,1.42934,0,46.838796,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"OPERA II 2017",2017,"SAEs",1,29,417,40,417,0,0,0,0,0,0,0.725,0.458441,1.14655,0,53.161204,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"RADIANCE 2019",2019,"SAEs",1,59,873,28,440,0,0,0,0,0,0,1.062019,0.687448,1.640684,0,71.248697,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"SUNBEAM 2019",2019,"SAEs",1,29,901,11,445,0,0,0,0,0,0,1.302089,0.656578,2.582229,0,28.751303,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ASSESS 2020",2020,"SAEs",1,57,711,20,324,0,0,0,0,0,0,1.298734,0.793933,2.124499,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Cheshmavar 2021",2021,"SAEs",1,0,43,0,41,0,0,0,0,0,0,NA,NA,NA,0,NA,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"AVANTAGE 2013",2013,"SAEs",1,1,65,2,150,0,0,0,0,0,0,1.153846,0.106496,12.501479,0,22.087709,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"REFORMS 2012",2012,"SAEs",1,4,65,5,64,0,0,0,0,0,0,0.787692,0.221502,2.80114,0,77.912291,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BOLD 2013",2013,"SAEs",1,17,235,0,61,0,0,0,0,0,0,9.194915,0.560725,150.780717,0,26.868358,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"EXPAND 2018",2018,"SAEs",1,197,1099,83,546,0,0,0,0,0,0,1.179188,0.932179,1.491649,0,73.131642,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
