"Study","Study.year","Analysis.name","Analysis.number","Experimental.cases","Experimental.N","Control.cases","Control.N","Experimental.mean","Experimental.SD","Control.mean","Control.SD","GIV.Mean","GIV.SE","Mean","CI.start","CI.end","Variance","Weight","analysis_key","dataset_name","exp_cases_gt_n","ctrl_cases_gt_n","exp_cases_lt0","ctrl_cases_lt0","exp_n_le0","ctrl_n_le0","exp_cases_nonint","ctrl_cases_nonint","exp_n_nonint","ctrl_n_nonint","double_zero","all_events","sparse_events","exp_sd_le0","ctrl_sd_le0","variance_negative","giv_se_negative","ci_inverted","ci_mismatch"
"PROMESS 2017",2017,"SAEs",1,16,72,13,66,0,0,0,0,0,0,1.128205,0.588282,2.163666,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CAMMS223 2008",2008,"SAEs",1,51,216,24,107,0,0,0,0,0,0,1.052662,0.687332,1.612172,0,37.020177,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CARE-MS I 2012",2012,"SAEs",1,51,376,14,187,0,0,0,0,0,0,1.81174,1.029968,3.186896,0,23.659572,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CARE-MS II 2012",2012,"SAEs",1,85,596,26,202,0,0,0,0,0,0,1.108028,0.7359,1.668332,0,39.320251,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CombiRx 2013",2013,"SAEs",1,30,259,38,250,0,0,0,0,0,0,0.76204,0.487832,1.190381,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BRAVO 2014",2014,"SAEs",1,42,433,34,442,0,0,0,0,0,0,1.26097,0.818387,1.942902,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"DECIDE 2015",2015,"SAEs",1,221,919,194,922,0,0,0,0,0,0,1.142894,0.964398,1.354427,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BEYOND 2009",2009,"SAEs",1,57,445,238,1775,0,0,0,0,0,0,0.955292,0.72947,1.251023,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TENERE 2014",2014,"SAEs",1,18,220,7,101,0,0,0,0,0,0,1.180519,0.50931,2.736305,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"APOLITOS 2021",2021,"SAEs",1,1,43,0,21,0,0,0,0,0,0,1.5,0.063675,35.335605,0,45.404666,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MIRROR 2018",2018,"SAEs",1,5,164,0,67,0,0,0,0,0,0,4.533333,0.25416,80.858902,0,54.595334,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"REGARD 2008",2008,"SAEs",1,27,375,29,381,0,0,0,0,0,0,0.945931,0.57122,1.566445,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kappos 2011",2011,"SAEs",1,4,110,2,54,0,0,0,0,0,0,0.981818,0.185594,5.193948,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TRANSFORMS 2010",2010,"SAEs",1,75,849,25,431,0,0,0,0,0,0,1.522968,0.983264,2.358911,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"EVIDENCE 2002",2002,"SAEs",1,21,339,18,337,0,0,0,0,0,0,1.159784,0.629391,2.137144,0,100,"1::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BENEFIT 2006",2006,"Withdrawals due to AEs",2,32,292,1,176,0,0,0,0,0,0,19.287671,2.658922,139.911701,0,7.329868,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"European Study Group 1998",1998,"Withdrawals due to AEs",2,45,360,15,358,0,0,0,0,0,0,2.983333,1.694353,5.252906,0,40.502727,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"IFNB MS Group 1993",1993,"Withdrawals due to AEs",2,15,249,1,123,0,0,0,0,0,0,7.409639,0.990146,55.449114,0,7.128519,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Knobler 1993",1993,"Withdrawals due to AEs",2,2,24,0,7,0,0,0,0,0,0,1.6,0.085424,29.968097,0,3.561489,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Montalban 2009",2009,"Withdrawals due to AEs",2,0,36,1,37,0,0,0,0,0,0,0.342342,0.014402,8.137559,0,3.06928,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"NASP 2004",2004,"Withdrawals due to AEs",2,62,631,12,308,0,0,0,0,0,0,2.521923,1.380016,4.608711,0,38.408118,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"BRAVO 2014",2014,"Withdrawals due to AEs",2,26,442,19,449,0,0,0,0,0,0,1.390093,0.780815,2.474796,0,38.745365,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CHAMPS 2000",2000,"Withdrawals due to AEs",2,2,193,7,190,0,0,0,0,0,0,0.281273,0.059186,1.336722,0,11.964654,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"IMPACT 2002",2002,"Withdrawals due to AEs",2,17,217,9,219,0,0,0,0,0,0,1.906298,0.868765,4.182917,0,29.71019,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kappos 2011",2011,"Withdrawals due to AEs",2,1,54,0,54,0,0,0,0,0,0,3,0.124918,72.0473,0,3.38935,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Leary 2003",2003,"Withdrawals due to AEs",2,5,30,0,20,0,0,0,0,0,0,7.451613,0.434682,127.740454,0,4.182026,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"MSCRG 1996",1996,"Withdrawals due to AEs",2,7,158,2,143,0,0,0,0,0,0,3.167722,0.668923,15.00092,0,12.008415,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Andersen 2004",2004,"Withdrawals due to AEs",2,16,186,6,178,0,0,0,0,0,0,2.551971,1.021618,6.374746,0,20.563553,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Boyko 2017",2017,"Withdrawals due to AEs",2,2,109,2,54,0,0,0,0,0,0,0.495413,0.071719,3.422157,0,8.845434,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"IMPROVE 2010",2010,"Withdrawals due to AEs",2,3,60,1,120,0,0,0,0,0,0,6,0.637568,56.464567,0,7.054268,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"OWIMS 1999",1999,"Withdrawals due to AEs",2,6,193,0,100,0,0,0,0,0,0,6.768041,0.385136,118.93552,0,4.701435,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"PRISMS 1998",1998,"Withdrawals due to AEs",2,16,373,3,187,0,0,0,0,0,0,2.673816,0.788959,9.061676,0,15.842639,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"REFLEX 2012",2012,"Withdrawals due to AEs",2,9,344,8,171,0,0,0,0,0,0,0.55923,0.219645,1.423833,0,20.23707,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"SPECTRIMS 2001",2001,"Withdrawals due to AEs",2,36,413,7,205,0,0,0,0,0,0,2.55275,1.156104,5.636631,0,22.755601,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Bornstein 1987",1987,"Withdrawals due to AEs",2,2,25,0,23,0,0,0,0,0,0,4.615385,0.233202,91.34476,0,1.519635,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Boyko 2016",2016,"Withdrawals due to AEs",2,3,126,0,32,0,0,0,0,0,0,1.818898,0.096317,34.348804,0,1.567267,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CONFIRM 2012",2012,"Withdrawals due to AEs",2,35,351,38,363,0,0,0,0,0,0,0.952542,0.616479,1.471803,0,33.030928,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Comi 2001",2001,"Withdrawals due to AEs",2,3,119,2,120,0,0,0,0,0,0,1.512605,0.257354,8.890375,0,4.125014,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"GALA 2013",2013,"Withdrawals due to AEs",2,29,943,6,461,0,0,0,0,0,0,2.362849,0.987989,5.650931,0,14.011484,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"GATE 2015",2015,"Withdrawals due to AEs",2,16,710,2,84,0,0,0,0,0,0,0.946479,0.221467,4.044939,0,5.935097,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Johnson 1995",1995,"Withdrawals due to AEs",2,5,125,1,126,0,0,0,0,0,0,5.04,0.597308,42.526808,0,2.906794,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"PreCISe 2009",2009,"Withdrawals due to AEs",2,15,243,4,238,0,0,0,0,0,0,3.67284,1.236904,10.906058,0,9.813351,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Wolinsky 2007",2007,"Withdrawals due to AEs",2,52,627,17,316,0,0,0,0,0,0,1.541608,0.906834,2.620716,0,27.09043,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"AFFIRM 2006",2006,"Withdrawals due to AEs",2,58,627,19,312,0,0,0,0,0,0,1.519013,0.921351,2.504366,0,53.051005,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ASCEND 2018",2018,"Withdrawals due to AEs",2,21,439,21,449,0,0,0,0,0,0,1.022779,0.56674,1.845781,0,38.04772,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Miller 2003",2003,"Withdrawals due to AEs",2,7,142,3,71,0,0,0,0,0,0,1.166667,0.310985,4.376771,0,7.586156,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Saida 2017",2017,"Withdrawals due to AEs",2,0,47,1,47,0,0,0,0,0,0,0.333333,0.013924,7.979632,0,1.315118,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hartung 2002",2002,"Withdrawals due to AEs",2,5,127,2,64,0,0,0,0,0,0,1.259843,0.251308,6.315777,0,65.638671,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Millefiorini 1997",1997,"Withdrawals due to AEs",2,5,27,0,24,0,0,0,0,0,0,9.821429,0.571314,168.839577,0,34.361329,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"British and Dutch 1988",1988,"Withdrawals due to AEs",2,19,174,2,180,0,0,0,0,0,0,9.827586,2.323672,41.564148,0,45.255859,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Ellison 1989",1989,"Withdrawals due to AEs",2,3,31,0,34,0,0,0,0,0,0,7.65625,0.411218,142.547626,0,11.006057,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Goodkin 1991",1991,"Withdrawals due to AEs",2,6,29,1,25,0,0,0,0,0,0,5.172414,0.666996,40.111009,0,22.430567,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Milanese 1993",1993,"Withdrawals due to AEs",2,4,19,1,21,0,0,0,0,0,0,4.421053,0.540522,36.160812,0,21.307517,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Achiron 1998",1998,"Withdrawals due to AEs",2,0,20,0,20,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Achiron 2004",2004,"Withdrawals due to AEs",2,0,45,0,45,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"Fazekas 1997",1997,"Withdrawals due to AEs",2,3,75,1,73,0,0,0,0,0,0,2.92,0.310824,27.431607,0,6.682814,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Fazekas 2008",2008,"Withdrawals due to AEs",2,1,86,0,41,0,0,0,0,0,0,1.448276,0.060267,34.803735,0,3.317585,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Hommes 2004",2004,"Withdrawals due to AEs",2,10,159,5,159,0,0,0,0,0,0,2,0.699337,5.719704,0,30.372721,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Lewanska 2002",2002,"Withdrawals due to AEs",2,2,32,0,17,0,0,0,0,0,0,2.727273,0.13831,53.777683,0,3.772358,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Pohlau 2007",2007,"Withdrawals due to AEs",2,16,116,9,115,0,0,0,0,0,0,1.762452,0.812086,3.825009,0,55.854522,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Goodkin 1995",1995,"Withdrawals due to AEs",2,0,31,0,29,0,0,0,0,0,0,NA,NA,NA,0,NA,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE
"FREEDOMS 2010",2010,"Withdrawals due to AEs",2,93,854,32,418,0,0,0,0,0,0,1.422497,0.968646,2.088996,0,27.89198,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"FREEDOMS II 2014",2014,"Withdrawals due to AEs",2,138,728,37,355,0,0,0,0,0,0,1.818756,1.294608,2.555114,0,35.639894,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"INFORMS 2016",2016,"Withdrawals due to AEs",2,85,483,36,487,0,0,0,0,0,0,2.380665,1.646279,3.442652,0,30.270745,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Kappos 2006",2006,"Withdrawals due to AEs",2,13,188,4,93,0,0,0,0,0,0,1.607713,0.53905,4.79499,0,3.449079,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Saida 2012",2012,"Withdrawals due to AEs",2,12,111,3,57,0,0,0,0,0,0,2.054054,0.603892,6.98658,0,2.748302,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"O'Connor 2006",2006,"Withdrawals due to AEs",2,11,122,4,57,0,0,0,0,0,0,1.284836,0.427547,3.861101,0,9.387411,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TEMSO 2011",2011,"Withdrawals due to AEs",2,75,726,29,360,0,0,0,0,0,0,1.282417,0.851469,1.931476,0,32.662085,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TOPIC 2014",2014,"Withdrawals due to AEs",2,44,423,18,191,0,0,0,0,0,0,1.103756,0.655496,1.858558,0,26.19754,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"TOWER 2014",2014,"Withdrawals due to AEs",2,111,780,24,385,0,0,0,0,0,0,2.282853,1.493971,3.488297,0,31.752964,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"APEX 2019",2019,"Withdrawals due to AEs",2,1,111,2,113,0,0,0,0,0,0,0.509009,0.046821,5.533574,0,0.888582,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"CONFIRM 2012",2012,"Withdrawals due to AEs",2,85,703,38,363,0,0,0,0,0,0,1.155012,0.805112,1.656978,0,38.846011,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"DEFINE 2012",2012,"Withdrawals due to AEs",2,133,826,55,408,0,0,0,0,0,0,1.194453,0.892902,1.597844,0,59.757938,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"FUMAPMS 2021",2021,"Withdrawals due to AEs",2,0,27,1,27,0,0,0,0,0,0,0.333333,0.014178,7.836868,0,0.507469,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"SELECT 2013",2013,"Withdrawals due to AEs",2,15,417,2,204,0,0,0,0,0,0,3.669065,0.8471,15.891905,0,100,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"ALLEGRO 2012",2012,"Withdrawals due to AEs",2,42,550,28,556,0,0,0,0,0,0,1.516364,0.953981,2.410278,0,32.498472,"2::overall","CD012186_pub2_data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
