"dataset_name","paired_analyses","mismatch_rate","issue1","issue1_count","issue1_rate","issue2","issue2_count","issue2_rate","issue3","issue3_count","issue3_rate","issue4","issue4_count","issue4_rate","issue5","issue5_count","issue5_rate"
"CD015330_pub2_data",NA,NA,"",0,NA,"",0,NA,"",0,NA,"",0,NA,"",0,NA
"CD015350_pub2_data",NA,NA,"ci_mismatch",41,0.707,"exp_sd_le0",38,0.655,"ctrl_sd_le0",38,0.655,"sparse_events",32,0.552,"double_zero",25,0.431
"CD015383_pub2_data",NA,NA,"double_zero",22,1,"sparse_events",22,1,"exp_sd_le0",22,1,"ctrl_sd_le0",22,1,"variance_se_mismatch",13,0.591
"CD015448_pub2_data",NA,NA,"double_zero",46,1,"sparse_events",46,1,"ci_mismatch",25,0.543,"exp_sd_le0",8,0.174,"ctrl_sd_le0",8,0.174
"CD015462_pub2_data",NA,NA,"ci_mismatch",32,0.889,"exp_sd_le0",24,0.667,"ctrl_sd_le0",24,0.667,"sparse_events",21,0.583,"double_zero",16,0.444
"CD015495_data",NA,NA,"exp_sd_le0",41,1,"ctrl_sd_le0",41,1,"ci_mismatch",41,1,"double_zero",36,0.878,"sparse_events",36,0.878
"CD015517_data",NA,NA,"double_zero",216,0.995,"sparse_events",216,0.995,"duplicate_study",138,0.636,"ci_mismatch",64,0.295,"exp_sd_le0",1,0.005
"CD015518_data",NA,NA,"double_zero",208,1,"sparse_events",208,1,"duplicate_study",150,0.721,"ci_mismatch",53,0.255,"",0,NA
"CD015519_pub2_data",NA,NA,"sparse_events",39,1,"double_zero",38,0.974,"ci_mismatch",21,0.538,"duplicate_study",17,0.436,"exp_sd_le0",2,0.051
"CD015520_data",NA,NA,"double_zero",104,1,"sparse_events",104,1,"ci_mismatch",32,0.308,"duplicate_study",23,0.221,"",0,NA
"CD015526_pub2_data",NA,NA,"exp_sd_le0",8,1,"ctrl_sd_le0",8,1,"sparse_events",6,0.75,"double_zero",4,0.5,"ci_mismatch",4,0.5
"CD015592_pub3_data",NA,NA,"exp_sd_le0",10,0.909,"ctrl_sd_le0",10,0.909,"double_zero",6,0.545,"sparse_events",6,0.545,"ci_mismatch",6,0.545
"CD015594_pub2_data",NA,NA,"sparse_events",4,0.8,"ci_mismatch",4,0.8,"double_zero",3,0.6,"exp_sd_le0",3,0.6,"ctrl_sd_le0",3,0.6
"CD015636_pub2_data",NA,NA,"double_zero",7,1,"sparse_events",7,1,"exp_sd_le0",7,1,"ctrl_sd_le0",7,1,"ci_mismatch",7,1
"CD015701_pub2_data",NA,NA,"exp_sd_le0",19,1,"ctrl_sd_le0",19,1,"ci_mismatch",19,1,"duplicate_study",7,0.368,"sparse_events",1,0.053
"CD015749_pub2_data",NA,NA,"sparse_events",51,0.911,"double_zero",50,0.893,"ci_mismatch",46,0.821,"duplicate_study",24,0.429,"exp_sd_le0",6,0.107
"CD015751_pub2_data",NA,NA,"sparse_events",32,0.97,"double_zero",28,0.848,"ci_mismatch",23,0.697,"duplicate_study",13,0.394,"exp_sd_le0",5,0.152
"CD015786_pub2_data",NA,NA,"ci_mismatch",40,0.976,"exp_sd_le0",39,0.951,"ctrl_sd_le0",39,0.951,"sparse_events",26,0.634,"double_zero",13,0.317
"CD015788_pub2_data",NA,NA,"ci_mismatch",19,0.864,"double_zero",14,0.636,"sparse_events",14,0.636,"exp_sd_le0",8,0.364,"ctrl_sd_le0",8,0.364
"CD015790_pub2_data",NA,NA,"double_zero",52,0.963,"sparse_events",52,0.963,"ci_mismatch",41,0.759,"exp_sd_le0",2,0.037,"ctrl_sd_le0",2,0.037
"CD015802_pub2_data",NA,NA,"exp_sd_le0",6,0.857,"ctrl_sd_le0",6,0.857,"ci_mismatch",6,0.857,"sparse_events",4,0.571,"double_zero",2,0.286
"CD015804_pub2_data",NA,NA,"ctrl_sd_le0",58,0.921,"exp_sd_le0",57,0.905,"ci_mismatch",48,0.762,"sparse_events",27,0.429,"double_zero",20,0.317
"CD015820_pub2_data",NA,NA,"sparse_events",24,0.8,"double_zero",22,0.733,"ci_mismatch",15,0.5,"exp_sd_le0",8,0.267,"ctrl_sd_le0",8,0.267
"CD015830_pub2_data",NA,NA,"sparse_events",2,0.182,"",0,NA,"",0,NA,"",0,NA,"",0,NA
"CD015877_data",NA,NA,"duplicate_study",3,0.429,"",0,NA,"",0,NA,"",0,NA,"",0,NA
"CD015894_pub2_data",NA,NA,"sparse_events",28,1,"double_zero",27,0.964,"ci_mismatch",12,0.429,"exp_sd_le0",5,0.179,"ctrl_sd_le0",5,0.179
"CD015968_data",NA,NA,"",0,NA,"",0,NA,"",0,NA,"",0,NA,"",0,NA
"CD016001_data",NA,NA,"sparse_events",30,0.283,"double_zero",28,0.264,"duplicate_study",17,0.16,"exp_n_le0",5,0.047,"ctrl_n_le0",5,0.047
"CD016136_data",NA,NA,"double_zero",205,1,"sparse_events",205,1,"exp_sd_le0",205,1,"ctrl_sd_le0",205,1,"duplicate_study",72,0.351
