dataset,analysis_id,measure,k,estimate,se,pval,ci_lb,ci_ub,tau2,I2,significant,direction_fragile,direction_fragility_index,sig_fragile,sig_fragility_index,sig_fragility_type,clinical_fragile,clinical_fragility_index,max_effect_change,mean_effect_change,max_change_study_idx,ci_width,ci_width_change,composite_fragility,fragility_quotient,fragility_class,log_k,abs_estimate,z_score,precision,near_null,borderline_sig,fragility_risk_score,risk_category,relative_position,effect_quartile,pub_version
CD000219_pub5_data,3,OR,14,-0.24432973093191,0.094956452222339,0.0100800411781677,-0.430440957387393,-0.0582185044764273,0.047857387275028,42.4921116248766,TRUE,FALSE,0,FALSE,0,loss,TRUE,2,0.0809484312339854,0.0236202312598471,6,0.372222452910965,0.025201410199393,1,0,Low Fragility,2.63905732961526,0.24432973093191,2.57307139445159,110.904977960103,FALSE,TRUE,0.174181849892398,Low Risk,0.428571428571429,Q3,5
CD000219_pub5_data,4,OR,7,-0.741655129157561,0.373924639961494,0.0473188874540449,-1.4745339564142,-0.00877630190092582,0,0,TRUE,FALSE,0,TRUE,4,loss,FALSE,0,0.241838557609112,0.112852319333866,3,1.46575765451327,0.152143546226605,1,0.571428571428571,Low Fragility,1.94591014905531,0.741655129157561,1.98343476170475,7.15207123948851,FALSE,TRUE,0.122200725974309,Low Risk,0.428571428571429,Q4 (largest),5
CD000219_pub5_data,5,OR,6,-0.435430088842618,0.284767826623076,0.126246962544705,-0.993564772979594,0.122704595294358,0.309201525917672,69.936543906136,FALSE,FALSE,0,TRUE,1,gain,FALSE,0,0.189653056751907,0.128301938463035,4,1.11626936827395,0.166428555316325,1,0.166666666666667,Low Fragility,1.79175946922806,0.435430088842618,1.52907052038207,12.3315639267724,FALSE,FALSE,0.29686485031839,Moderate Risk,0.666666666666667,Q3,5
CD000219_pub5_data,6,OR,6,-0.107287777800948,0.118794327323842,0.366452182079786,-0.340120380923341,0.125544825321445,0.0047988304060429,4.69009933276955,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.137399621832032,0.0488907558367343,2,0.465665206244786,0.0702212424376256,1,0,Low Fragility,1.79175946922806,0.107287777800948,0.903138897436354,70.86121501485,FALSE,FALSE,0.267615133112595,Moderate Risk,0.333333333333333,Q2,5
CD000478_pub5_data,1,OR,32,-0.851654814332434,0.13569744787161,3.47104148659464e-10,-1.11761692495479,-0.585692703710078,3.10127064718006e-06,0.000513682819801124,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0514011609578212,0.0166776248438796,5,0.531924221244712,0.00867100032150097,0,0,Robust,3.46573590279973,0.851654814332434,6.27612993236414,54.3071035545195,FALSE,FALSE,0.0604606391964831,Low Risk,0.15625,Q4 (largest),5
CD000478_pub5_data,2,OR,6,0.469376506878793,0.388274377513827,0.226709567028285,-0.291627289168017,1.2303803029256,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.282825566557641,0.0821266678910542,6,1.52200759209362,0.281350227345085,0,0,Robust,1.79175946922806,0.469376506878793,1.20887839646869,6.6331915036451,FALSE,FALSE,0.0846750667868302,Low Risk,1,Q4 (largest),5
CD000547_pub3_data,1,OR,28,0.0655894329313119,0.382041719290831,0.863688059333758,-0.683198577470479,0.814377443333103,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0237626737608467,0.00542184363787412,25,1.49757602080358,0.0274809137613607,0,0,Robust,3.3322045101752,0.0655894329313119,0.171681336407613,6.85138572250387,TRUE,FALSE,0.146209733696286,Low Risk,0.892857142857143,Q2,3
CD000547_pub3_data,3,OR,24,-0.00720866156329724,0.41360625297699,0.986094531826128,-0.817862021178761,0.803444698052166,0,0,FALSE,TRUE,4,FALSE,0,gain,FALSE,0,0.0297090487544021,0.00797800073943128,24,1.62130671923093,0.0348711398481871,1,0.166666666666667,Low Fragility,3.17805383034795,0.00720866156329724,0.0174288021793962,5.84555576929984,TRUE,FALSE,0.192469509649506,Low Risk,1,Q1 (smallest),3
CD000547_pub3_data,5,OR,25,-0.430563744150343,0.192996057975165,0.0256847197122459,-0.808829066939871,-0.0522984213608142,0,0,TRUE,FALSE,0,TRUE,2,loss,FALSE,0,0.086142275313825,0.0130059504556368,24,0.756530645579057,0.0167033637648435,1,0.08,Low Fragility,3.2188758248682,0.430563744150343,2.23094579582423,26.8474549987883,FALSE,TRUE,0.068652008569276,Low Risk,0.96,Q3,3
CD000547_pub3_data,7,OR,63,0.381512123627162,0.152926902622521,0.0126051165419657,0.0817809022197572,0.681243345034567,0.312523287361476,25.6545204724534,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0577633237771479,0.0139859267141254,1,0.59946244281481,0.00575912893762773,0,0,Robust,4.14313472639153,0.381512123627162,2.49473517794885,42.7594603134,FALSE,TRUE,0.0675873770710154,Low Risk,0.0158730158730159,Q3,3
CD000547_pub3_data,8,OR,57,0.878604590001893,0.162154779727774,6.01656004482998e-08,0.56078706181443,1.19642211818936,0.877285037696394,74.0327465458707,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0591285244505766,0.0194074470858606,2,0.635635056374925,0.00807347573258956,0,0,Robust,4.04305126783455,0.878604590001893,5.41830830689603,38.0312404443168,FALSE,FALSE,0.147456927857147,Low Risk,0.0350877192982456,Q4 (largest),3
CD000547_pub3_data,6,OR,17,-0.749172512053013,0.218024020398274,0.000589951549369436,-1.17649173979826,-0.321853284307771,0.0697506561227504,8.85450333532254,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.122307933780773,0.0512673499272915,7,0.854638455490484,0.0778438572895593,0,0,Robust,2.83321334405622,0.749172512053013,3.4361925382555,21.0373635592688,FALSE,FALSE,0.0945201785208515,Low Risk,0.411764705882353,Q4 (largest),3
CD000547_pub3_data,9,OR,4,1.5064425538246,0.799503010536009,0.0595347174546612,-0.0605545523573214,3.07343966000653,1.91071390882548,85.1873975297758,FALSE,FALSE,0,TRUE,1,gain,FALSE,0,0.719120846006521,0.4357589476963,3,3.13399421236385,0.663862054070695,1,0.25,Low Fragility,1.38629436111989,1.5064425538246,1.88422374146489,1.56444317566461,FALSE,TRUE,0.187345132847017,Low Risk,0.75,Q4 (largest),3
CD000547_pub3_data,10,OR,43,0.596089381697997,0.26049857351126,0.022122179816156,0.0855215595918681,1.10665720380413,2.01518713932549,82.3006790276372,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.108409432794527,0.0367487432495169,25,1.02113564421226,0.0246379263972739,0,0,Robust,3.76120011569356,0.596089381697997,2.28826351585465,14.7363287346991,FALSE,TRUE,0.183077186437787,Low Risk,0.581395348837209,Q4 (largest),3
CD000547_pub3_data,11,OR,4,0.00502055638585296,1.00612921319296,0.996018595076658,-1.96695646526597,1.97699757803768,0,0,FALSE,TRUE,1,FALSE,0,gain,FALSE,0,0.014539606651931,0.00726258642422263,3,3.94395404330365,0.610133498693556,1,0.25,Low Fragility,1.38629436111989,0.00502055638585296,0.00498997178495611,0.987853361351291,TRUE,FALSE,0.364307120375462,Moderate Risk,0.75,Q1 (smallest),3
CD000547_pub3_data,13,OR,4,0.0200018946120046,1.00776876636348,0.984164864314741,-1.95518859220477,1.99519238142878,0,0,FALSE,TRUE,1,FALSE,0,gain,FALSE,0,0.0361391281118711,0.0213791856058379,3,3.95038097363355,0.611130400826896,1,0.25,Low Fragility,1.38629436111989,0.0200018946120046,0.0198477024488278,0.984641671013935,TRUE,FALSE,0.354379809510642,Moderate Risk,0.75,Q1 (smallest),3
CD000547_pub3_data,4,OR,9,1.17189002005687,0.788376644103824,0.137157598990512,-0.373299808639181,2.71707984875291,3.71734721540546,77.9264806815082,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.496638568816042,0.20667707750876,9,3.09037965739209,0.208278552901427,0,0,Robust,2.19722457733622,1.17189002005687,1.48645958606371,1.60891277706358,FALSE,FALSE,0.128628461484029,Low Risk,1,Q4 (largest),3
CD000547_pub3_data,2,OR,4,0.0299441052219701,1.00843875463851,0.976311472902944,-1.94655953448393,2.00644774492787,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0299441052219701,0.0149822775450775,2,3.95300727941181,0.611534387160283,0,0,Robust,1.38629436111989,0.0299441052219701,0.0296935288179241,0.983333749782465,TRUE,FALSE,0.347688523366588,Moderate Risk,0.5,Q1 (smallest),3
CD001155_pub3_data,1,OR,182,-0.316167229164469,0.0677867021407784,3.0989789563114e-06,-0.449026723991138,-0.183307734337799,0.118685331740648,25.9577814423594,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0290527517658304,0.00282240268122447,178,0.26571898965334,0.00101961356094025,0,0,Robust,5.2040066870768,0.316167229164469,4.66414826477113,217.62610459991,FALSE,FALSE,0.0399489557559911,Low Risk,0.978021978021978,Q3,3
CD001155_pub3_data,2,OR,494,-0.0906954561924885,0.0275111322520804,0.000978341826348946,-0.144616284580484,-0.0367746278044926,0.0372074862934071,17.9147476305551,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0102990509084857,0.000671020974694869,427,0.107841656775992,0.000244873626518169,0,0,Robust,6.20253551718792,0.0906954561924885,3.29668206169995,1321.24412960404,TRUE,FALSE,0.0211108439223974,Low Risk,0.864372469635628,Q2,3
CD001155_pub3_data,4,OR,78,-0.258903149160523,0.0762630098473674,0.000686607178104862,-0.408375901813986,-0.109430396507059,0.0911137354113809,34.4008325505228,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.022265881434801,0.0055943749390341,26,0.298945505306927,0.00194339060392801,0,0,Robust,4.35670882668959,0.258903149160523,3.39487190026582,171.938097572308,FALSE,FALSE,0.0716278941173273,Low Risk,0.333333333333333,Q3,3
CD001155_pub3_data,5,OR,47,-0.631573641776405,0.040721070358971,2.98034652452942e-54,-0.71138547309191,-0.551761810460901,0,0,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0281604365120054,0.00562391286216237,43,0.159623662631009,0.005872641712012,0,0,Robust,3.85014760171006,0.631573641776405,15.5097505102114,603.06153674796,FALSE,FALSE,0.0498576245855456,Low Risk,0.914893617021277,Q4 (largest),3
CD001155_pub3_data,6,OR,40,-0.0175221304564189,0.0563990847361898,0.756043056329928,-0.128062305300374,0.0930180443875357,0,0,FALSE,TRUE,2,FALSE,0,gain,FALSE,0,0.0326305306910384,0.00522660084499847,24,0.221080349687909,0.00351096085521756,1,0.05,Low Fragility,3.68887945411394,0.0175221304564189,0.310681113680829,314.380708010648,TRUE,FALSE,0.147003717205087,Low Risk,0.6,Q1 (smallest),3
CD001155_pub3_data,7,OR,21,-0.0438222166077177,0.0676872488030828,0.517358836277856,-0.176486786474362,0.0888423532589264,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0392113348019261,0.00979211800595728,9,0.265329139733288,0.00775527665095422,0,0,Robust,3.04452243772342,0.0438222166077177,0.647422038605916,218.26609347318,TRUE,FALSE,0.180610308867447,Low Risk,0.428571428571429,Q1 (smallest),3
CD001155_pub3_data,8,OR,21,0.0204779795322341,0.0422136777776907,0.627603321061507,-0.0622593085670185,0.103215267631487,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.00920549306340051,0.00314775594915597,13,0.165474576198505,0.00537676634955401,0,0,Robust,3.04452243772342,0.0204779795322341,0.485102947913636,561.16893101665,TRUE,FALSE,0.195192517388662,Low Risk,0.619047619047619,Q1 (smallest),3
CD001155_pub3_data,9,OR,10,-0.00941616274101494,0.634251874383527,0.988154966190016,-1.25252699365975,1.23369466817772,0,0,FALSE,TRUE,2,FALSE,0,gain,FALSE,0,0.0776127209001905,0.0278011577709964,8,2.48622166183747,0.134486602231285,1,0.2,Low Fragility,2.30258509299405,0.00941616274101494,0.0148460936755877,2.48585894183524,TRUE,FALSE,0.270248431100138,Moderate Risk,0.8,Q1 (smallest),3
CD001321_pub7_data,1,OR,103,-0.448045051901525,0.0609011866895935,1.88204524390523e-13,-0.567409184428879,-0.328680919374172,0.169125802529617,55.7941426957091,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0215461364703172,0.00551340858499318,63,0.238728265054707,0.00192992841770227,0,0,Robust,4.63472898822964,0.448045051901525,7.35691825161241,269.617755936659,FALSE,FALSE,0.0875845266735075,Low Risk,0.611650485436893,Q3,7
CD001321_pub7_data,2,OR,30,-0.427314404102553,0.114013924101144,0.0001783112314092,-0.650777589076879,-0.203851219128228,0.174589204440971,60.517428532158,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0422526347141212,0.0176755526333181,24,0.44692636994865,0.0102473217783882,0,0,Robust,3.40119738166216,0.427314404102553,3.74791419093228,76.9279595469335,FALSE,FALSE,0.160106564537916,Low Risk,0.8,Q3,7
CD001321_pub7_data,3,OR,8,-0.0353187757382847,0.159947882201535,0.825237047632288,-0.348810864256747,0.278173312780178,0.0242575237538071,11.7843001811934,FALSE,TRUE,2,FALSE,0,gain,FALSE,0,0.137247380045204,0.0467055439951077,8,0.626984177036926,0.0473764682040734,1,0.25,Low Fragility,2.07944154167984,0.0353187757382847,0.220814275576234,39.0879605832583,TRUE,FALSE,0.312352881463011,Moderate Risk,1,Q1 (smallest),7
CD001321_pub7_data,4,OR,4,0.0940408879739941,0.130756134118162,0.472012628362718,-0.162236425655292,0.350318201603281,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0393085434842897,0.0118277764634744,2,0.512554627258573,0.223706809876443,0,0,Robust,1.38629436111989,0.0940408879739941,0.719208231477775,58.4892235560708,TRUE,FALSE,0.303264386521974,Moderate Risk,0.5,Q2,7
CD001321_pub7_data,5,OR,10,0.334279996250128,0.278500091872149,0.230027957513334,-0.211570153510381,0.880130146010636,0.0237851854227785,2.75597884814605,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.281806313224405,0.0956416301502541,3,1.09170029952102,0.101256523412489,1,0,Low Fragility,2.30258509299405,0.334279996250128,1.20028684372422,12.8928614143638,FALSE,FALSE,0.100650839505244,Low Risk,0.3,Q3,7
CD001396_pub4_data,1,OR,49,-0.331325519568692,0.196976934285109,0.0925586848030509,-0.717393216552619,0.0547421774152342,0,0,FALSE,FALSE,0,TRUE,1,gain,FALSE,0,0.0862872295136398,0.00698000487364435,49,0.772135393967853,0.00891125715926524,1,0.0204081632653061,Low Fragility,3.89182029811063,0.331325519568692,1.68205237212761,25.7732539057263,FALSE,TRUE,0.0389474757958095,Low Risk,1,Q3,4
CD001396_pub4_data,2,OR,56,0.979288140663235,0.072150328216362,5.79932887853545e-42,0.837876095886421,1.12070018544005,0.0305560308319271,11.2069663923918,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0356942399234363,0.0100646991961067,45,0.282824089553627,0.00444109739178376,0,0,Robust,4.02535169073515,0.979288140663235,13.5728854583527,192.098236454032,FALSE,FALSE,0.0555726336793899,Low Risk,0.803571428571429,Q4 (largest),4
CD001396_pub4_data,3,OR,29,0.68875811379792,0.1426324052457,1.37286948643139e-06,0.409203736488027,0.968312491107812,0,0,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0677336999179974,0.0189387888314045,8,0.559108754619786,0.0101209510316152,0,0,Robust,3.36729582998647,0.68875811379792,4.82890345017641,49.154534567924,FALSE,FALSE,0.0634354178387921,Low Risk,0.275862068965517,Q4 (largest),4
CD001396_pub4_data,4,OR,23,0.840377136664556,0.198227283394614,2.24055605651999e-05,0.451858800457898,1.22889547287121,4.80493630124442e-06,0.000518840443825783,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.0647470610641659,0.0284491511885721,10,0.777036672413316,0.0177967831520692,0,0,Robust,3.13549421592915,0.840377136664556,4.23946251128108,25.4491417990237,FALSE,FALSE,0.0710426063606173,Low Risk,0.434782608695652,Q4 (largest),4
CD001396_pub4_data,5,OR,14,0.417545881113574,0.189118531992208,0.0272545357561464,0.0468803695997604,0.788211392627387,0,0,TRUE,FALSE,0,TRUE,3,loss,FALSE,0,0.140882613825402,0.0387629778990087,2,0.741331023027626,0.0438080769501732,1,0.214285714285714,Low Fragility,2.63905732961526,0.417545881113574,2.20785280382135,27.9596560057777,FALSE,TRUE,0.0905876371178929,Low Risk,0.142857142857143,Q3,4
