"outcome_category","n_analyses","prop_delta_i2_gt0","prop_abs_delta_i2_le_5","prop_abs_delta_i2_le_10","median_delta_i2","mean_delta_i2","prop_sig_change","prop_sign_flip"
"other",47,0.404255319148936,0.531914893617021,0.638297872340426,0,-6.75352806155695,0.106382978723404,0.0638297872340425
