dataset,analysis_id,measure,k,estimate,se,pval,ci_lb,ci_ub,tau2,I2,significant,direction_fragile,direction_fragility_index,sig_fragile,sig_fragility_index,sig_fragility_type,clinical_fragile,clinical_fragility_index,max_effect_change,mean_effect_change,max_change_study_idx,ci_width,ci_width_change,composite_fragility,fragility_quotient,fragility_class,DFI_rate,SFI_rate,CFI_rate,MAFI_core,het_penalty,k_penalty,MAFI,MAFI_class
CD007374_pub3_data,2,OR,5,-0.771885416013589,0.434877075555126,0.0759060101908211,-1.62422882180374,0.0804579897765628,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,1,0.874247993790129,0.204907618400599,5,1.7046868115803,0.529039391907798,2,0.2,Moderate Fragility,0.2,0,0.2,0.251137199068519,0,0.225,0.476137199068519,Moderate Fragility
CD007374_pub3_data,4,OR,3,0.508266195684638,1.07468094629818,0.636251611960457,-1.59806975393121,2.61460214530049,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.508266195684638,0.305394339532099,1,4.2126718992317,0.967342291430333,1,0,Low Fragility,0,0,0.333333333333333,0.142906596019362,0,0.255,0.397906596019362,Moderate Fragility
CD007374_pub3_data,5,OR,6,-0.627754000030871,0.610029364582644,0.303453651585859,-1.82338958412471,0.567881584062965,0.874908196097657,45.0186466277554,FALSE,FALSE,0,TRUE,1,gain,FALSE,0,0.766356140404018,0.275658223908251,5,2.39127116818767,0.191276683906277,1,0.166666666666667,Low Fragility,0,0.166666666666667,0,0.173286754393936,0.0900372932555108,0.21,0.473324047649447,Moderate Fragility
CD007374_pub3_data,6,OR,5,-0.0119921383838234,0.89857917530981,0.989352014483775,-1.77317495924875,1.74919068248111,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.00300190557304033,0.00240100788407029,4,3.52236564172986,0.415758932153194,0,0,Robust,0,0,0,0.00045028583595605,0,0.225,0.225450285835956,Low Fragility
CD007374_pub3_data,7,OR,11,-0.167054084663166,0.606626442485747,0.783022668164608,-1.35602006400489,1.02191189467856,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,5.55111512312578e-17,5.55111512312578e-17,1,2.37793195868345,0.11606411993033,0,0,Robust,0,0,0,8.32667268468867e-18,0,0.135,0.135,Robust
CD007374_pub3_data,9,OR,4,0.0650050900378954,1.00540639235743,0.948448265169661,-1.90555522880902,2.03556540888481,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.00792623438810498,0.0045899257709186,3,3.94112063769383,0.609693657868028,0,0,Robust,0,0,0,0.00118893515821575,0,0.24,0.241188935158216,Low Fragility
CD007374_pub3_data,10,OR,5,0.0874484383313445,0.900281067938716,0.922619506667164,-1.6770700307918,1.85196690745449,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0224433482934492,0.00899034315512878,3,3.52903693824628,0.416548270848824,0,0,Robust,0,0,0,0.00336650224401738,0,0.225,0.228366502244017,Low Fragility
CD007374_pub3_data,11,OR,7,1.15532330158872,0.322458720616205,0.000339857415034154,0.523315822680094,1.78733078049735,0.381679599174486,55.8943609240846,TRUE,FALSE,0,FALSE,0,loss,FALSE,0,0.230825384991908,0.126449499095086,3,1.26401495781725,0.242015957234743,0,0,Robust,0,0,0,0.0346238077487862,0.111788721848169,0.195,0.341412529596955,Moderate Fragility
CD007374_pub3_data,12,OR,5,0,0.898844142262277,1,-1.76170214654886,1.76170214654886,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0,0,1,3.52340429309772,0.415881462692826,0,0,Robust,0,0,0,0,0,0.225,0.225,Low Fragility
CD007374_pub3_data,13,OR,10,0.0926709287779986,0.637694190250338,0.884456727743233,-1.1571867172631,1.34252857481909,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0103731105425543,0.0103654312623263,2,2.49971529208219,0.135216525229632,0,0,Robust,0,0,0,0.00155596658138315,0,0.15,0.151555966581383,Low Fragility
CD007374_pub3_data,18,OR,6,0.338963915467538,0.374837971570945,0.36583926327672,-0.395705008849563,1.07363283978464,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.242773484136812,0.0835894204806066,2,1.4693378486342,0.161950438476689,0,0,Robust,0,0,0,0.0364160226205218,0,0.21,0.246416022620522,Low Fragility
CD007374_pub3_data,19,OR,5,0.144972223147677,0.90361939767335,0.87253838138008,-1.62608925202387,1.91603369831922,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0416137324327352,0.0166170627706906,1,3.54212295034308,0.418093681680644,0,0,Robust,0,0,0,0.00624205986491028,0,0.225,0.23124205986491,Low Fragility
CD007374_pub3_data,20,OR,4,-0.0111112254250712,1.00277401593211,0.991159230626546,-1.9765121812846,1.95428973043446,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,1.73472347597681e-18,1.73472347597681e-18,1,3.93080191171906,0.608097172005129,0,0,Robust,0,0,0,2.60208521396522e-19,0,0.24,0.24,Low Fragility
CD007388_pub3_data,1,OR,14,0.331430893151788,0.337209314245571,0.325674381267256,-0.32948721802098,0.992349004324555,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.192506740473306,0.0364266671962662,3,1.32183622234554,0.0540966119329609,0,0,Robust,0,0,0,0.0288760110709959,0,0.09,0.118876011070996,Robust
CD007388_pub3_data,2,OR,11,-0.129655697108189,0.146202680134497,0.37517494770403,-0.416207684615033,0.156896290398655,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,2,0.169032924009699,0.0421620135596807,9,0.573103975013689,0.0975301603492119,1,0,Low Fragility,0,0,0.181818181818182,0.0617185749650912,0,0.135,0.196718574965091,Low Fragility
CD007388_pub3_data,3,OR,10,-0.361748100438313,0.26199912840732,0.167364290028962,-0.875256956097546,0.151760755220919,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.188341980613413,0.0475590577751508,10,1.02701771131846,0.0585447151763828,0,0,Robust,0,0,0,0.0282512970920119,0,0.15,0.178251297092012,Low Fragility
CD007388_pub3_data,4,OR,11,-0.616697310115134,0.257829699280078,0.0167623911236184,-1.12203423484888,-0.111360385381388,0,0,TRUE,FALSE,0,TRUE,1,loss,FALSE,0,0.117494141764734,0.0415848993425119,5,1.01067384946749,0.0552854622243429,1,0.0909090909090909,Low Fragility,0,0.0909090909090909,0,0.0494423030828919,0,0.135,0.184442303082892,Low Fragility
CD007388_pub3_data,5,OR,13,-0.0944324196711832,0.27529411908263,0.731580596878875,-0.633998978228819,0.445134138886452,0.103227741491449,10.7358665084338,FALSE,TRUE,2,FALSE,0,gain,FALSE,0,0.180487227404074,0.0500212615822899,4,1.07913311711527,0.0619001333087984,1,0.153846153846154,Low Fragility,0.153846153846154,0,0,0.0886115456490727,0.0214717330168676,0.105,0.21508327866594,Low Fragility
CD007388_pub3_data,6,OR,8,-0.0259904641781171,0.142686468081926,0.855464328606859,-0.305650802699916,0.253669874343682,0,0,FALSE,TRUE,2,FALSE,0,gain,FALSE,0,0.0439796416954582,0.0197095816659149,8,0.559320677043598,0.0480745323896252,1,0.25,Low Fragility,0.25,0,0,0.106596946254319,0,0.18,0.286596946254319,Low Fragility
CD007388_pub3_data,7,OR,4,0.120826850886041,0.11265336284069,0.283471129909006,-0.0999696830190333,0.341623384791116,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0708396508505238,0.0257115693013184,2,0.44159306781015,0.215576255982555,0,0,Robust,0,0,0,0.0106259476275786,0,0.24,0.250625947627579,Low Fragility
CD007388_pub3_data,8,OR,4,-0.00120824336556241,0.900510166299954,0.998929453021297,-1.76617573702565,1.76375925029452,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,2,0.479794643827791,0.239342301566361,4,3.52993498732017,0.552706381808021,2,0.25,Moderate Fragility,0.25,0,0.5,0.271969196574169,0,0.24,0.511969196574169,High Fragility
CD007388_pub3_data,9,OR,5,-0.153844150866219,0.296728749629919,0.604132275995539,-0.735421813318463,0.427733511586025,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,1,0.358566457975656,0.11658629369012,5,1.16315532490449,0.408547332278036,2,0.2,Moderate Fragility,0.2,0,0.2,0.173784968696348,0,0.225,0.398784968696348,Moderate Fragility
CD007388_pub3_data,10,OR,4,-0.188053412369884,0.39075681525105,0.630335745926532,-0.953922696975513,0.577815872235745,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,2,0.665704052743483,0.238235275615304,4,1.53173856921126,0.485381848215297,2,0.25,Moderate Fragility,0.25,0,0.5,0.299855607911522,0,0.24,0.539855607911522,High Fragility
CD007388_pub3_data,11,OR,3,0.271799930492971,0.549250118875843,0.620701496859924,-0.804710521008024,1.34831038199397,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,1,0.631722508221846,0.336920327936318,1,2.15302090300199,0.595049540115399,2,0.333333333333333,Moderate Fragility,0.333333333333333,0,0.333333333333333,0.294758376233277,0,0.255,0.549758376233277,High Fragility
CD007388_pub3_data,12,OR,5,-0.650953294703357,0.638863311328368,0.308238949108817,-1.90310237595096,0.601195786544243,1.50703928635396,84.7706222956766,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.591724820778243,0.248809369448199,5,2.5042981624952,0.842301273205271,1,0,Low Fragility,0,0,0.2,0.128758723116736,0.169541244591353,0.225,0.52329996770809,High Fragility
CD007388_pub3_data,13,OR,4,-1.06107357902015,0.701189376587143,0.130216618874933,-2.43537950347304,0.313232345432742,1.11057171278406,62.7962679598976,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.623348203372824,0.362030865415999,4,2.74861184890578,1.12453025212776,0,0,Robust,0,0,0,0.0935022305059236,0.125592535919795,0.24,0.459094766425719,Moderate Fragility
CD007388_pub3_data,14,OR,6,0.0388309197623937,0.102404033963158,0.704544354170085,-0.161877298677013,0.2395391382018,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0295953601311972,0.0138211167369291,3,0.401416436878813,0.0652756432417553,0,0,Robust,0,0,0,0.00443930401967958,0,0.21,0.21443930401968,Low Fragility
CD007388_pub3_data,15,OR,4,-0.13486233538917,0.303670747314119,0.656965152423857,-0.730046063283207,0.460321392504867,0,0,FALSE,TRUE,1,FALSE,0,gain,TRUE,1,0.310201780782739,0.125749819763331,3,1.19036745578807,0.301439025620558,2,0.25,Moderate Fragility,0.25,0,0.25,0.196530267117411,0,0.24,0.436530267117411,Moderate Fragility
CD007388_pub3_data,16,OR,6,-0.206798472479133,0.173562721695902,0.233460770976022,-0.546975156061849,0.133378211103584,4.64510167413131e-07,0.000138223707118996,FALSE,FALSE,0,FALSE,0,gain,TRUE,2,0.511363727668832,0.164585742815013,1,0.680353367165433,0.435362364193481,1,0,Low Fragility,0,0,0.333333333333333,0.143371225816991,2.76447414237992e-07,0.21,0.353371502264406,Moderate Fragility
CD007491_pub3_data,1,OR,3,-0.253649504915713,1.15960364353089,0.826854063258871,-2.52643088257767,2.01913187274625,0,0,FALSE,FALSE,0,FALSE,0,gain,TRUE,1,0.202414581718938,0.134894303817845,1,4.54556275532392,1.02159755231057,1,0,Low Fragility,0,0,0.333333333333333,0.0970288539245074,0,0.255,0.352028853924507,Moderate Fragility
CD007491_pub3_data,2,OR,5,-0.142596792692496,0.897586276402124,0.873773701259115,-1.90183356745807,1.61663998207308,0,0,FALSE,TRUE,1,FALSE,0,gain,FALSE,0,0.144533389701374,0.0577567035713964,3,3.51847354953116,0.415300582477,1,0.2,Low Fragility,0.2,0,0,0.101680008455206,0,0.225,0.326680008455206,Moderate Fragility
CD007491_pub3_data,3,OR,8,-0.128727953622406,0.710099539830151,0.856146577791984,-1.52049747712797,1.26304156988315,0,0,FALSE,FALSE,0,FALSE,0,gain,FALSE,0,0.0914543070941714,0.0412851355560895,5,2.78353904701112,0.19218970007883,0,0,Robust,0,0,0,0.0137181460641257,0,0.18,0.193718146064126,Low Fragility
