"dataset_name","analysis_key","k_total","k_valid","invalid_rows","nonint_ai","nonint_ci","nonint_n1","nonint_n2","double_zero","sparse_events"
"CD000028_pub4_data","1::overall",13,13,0,0,0,0,0,0,0
"CD000028_pub4_data","2::1",22,22,0,0,0,0,0,0,2
"CD000028_pub4_data","2::2",20,20,0,0,0,0,0,0,2
"CD000028_pub4_data","3::overall",15,15,0,0,0,0,0,0,0
"CD000028_pub4_data","4::overall",13,13,0,0,0,0,0,0,0
"CD000028_pub4_data","5::overall",13,13,0,0,0,0,0,0,0
"CD000028_pub4_data","6::overall",4,4,0,0,0,0,0,0,0
"CD000028_pub4_data","1::1",12,12,0,0,0,0,0,0,0
"CD000028_pub4_data","1::2",11,11,0,0,0,0,0,1,1
"CD000028_pub4_data","3::1",11,11,0,0,0,0,0,0,0
"CD000028_pub4_data","3::2",10,10,0,0,0,0,0,0,1
"CD000028_pub4_data","4::1",10,10,0,0,0,0,0,0,0
"CD000028_pub4_data","4::2",9,9,0,0,0,0,0,1,4
"CD000143_pub2_data","1::overall",47,47,0,0,0,0,0,0,3
"CD000143_pub2_data","2::overall",23,23,0,0,0,0,0,0,3
"CD000143_pub2_data","4::overall",5,5,0,0,0,0,0,0,0
"CD000219_pub5_data","1::overall",27,27,0,0,0,0,0,0,0
"CD000219_pub5_data","2::overall",11,11,0,0,0,0,0,0,2
"CD000219_pub5_data","3::overall",14,14,0,0,0,0,0,0,0
"CD000219_pub5_data","4::overall",7,7,0,0,0,0,0,2,4
"CD000219_pub5_data","5::overall",6,6,0,0,0,0,0,0,0
"CD000219_pub5_data","6::overall",6,6,0,0,0,0,0,0,0
"CD000478_pub5_data","1::overall",32,32,0,0,0,0,0,1,8
"CD000478_pub5_data","2::overall",6,6,0,0,0,0,0,2,5
"CD000478_pub5_data","3::overall",2,2,0,0,0,0,0,0,2
"CD000478_pub5_data","4::overall",2,2,0,0,0,0,0,0,2
"CD000547_pub3_data","1::overall",28,28,0,0,0,0,0,28,28
"CD000547_pub3_data","3::overall",24,24,0,0,0,0,0,24,24
"CD000547_pub3_data","5::overall",25,25,0,0,0,0,0,14,18
"CD000547_pub3_data","7::overall",63,63,0,0,0,0,0,5,35
"CD000547_pub3_data","8::overall",57,57,0,0,0,0,0,1,12
"CD000547_pub3_data","6::overall",17,17,0,0,0,0,0,0,9
"CD000547_pub3_data","9::overall",4,4,0,0,0,0,0,1,1
"CD000547_pub3_data","10::overall",43,43,0,0,0,0,0,0,10
"CD000547_pub3_data","11::overall",4,4,0,0,0,0,0,4,4
"CD000547_pub3_data","13::overall",4,4,0,0,0,0,0,4,4
"CD000547_pub3_data","4::overall",9,9,0,0,0,0,0,3,6
"CD000547_pub3_data","2::overall",4,4,0,0,0,0,0,4,4
"CD001155_pub3_data","1::overall",182,182,0,0,0,0,0,89,128
"CD001155_pub3_data","2::overall",494,494,0,0,0,0,0,195,284
"CD001155_pub3_data","3::overall",83,83,0,0,0,0,0,43,50
"CD001155_pub3_data","4::overall",78,78,0,0,0,0,0,29,49
"CD001155_pub3_data","5::overall",47,47,0,0,0,0,0,7,14
"CD001155_pub3_data","6::overall",40,40,0,0,0,0,0,4,15
"CD001155_pub3_data","7::overall",21,21,0,0,0,0,0,1,2
"CD001155_pub3_data","8::overall",21,21,0,0,0,0,0,2,3
"CD001155_pub3_data","9::overall",10,10,0,0,0,0,0,10,10
"CD001321_pub7_data","1::overall",103,103,0,0,0,0,0,4,11
"CD001321_pub7_data","2::overall",30,30,0,0,0,0,0,1,4
"CD001321_pub7_data","3::overall",8,8,0,0,0,0,0,0,1
"CD001321_pub7_data","4::overall",4,4,0,0,0,0,0,1,1
"CD001321_pub7_data","5::overall",10,10,0,0,0,0,0,0,5
"CD001396_pub4_data","1::overall",49,49,0,0,0,0,0,46,46
"CD001396_pub4_data","2::overall",56,56,0,0,0,0,0,0,4
"CD001396_pub4_data","3::overall",29,29,0,0,0,0,0,0,6
"CD001396_pub4_data","4::overall",23,23,0,0,0,0,0,0,6
"CD001396_pub4_data","5::overall",14,14,0,0,0,0,0,0,4
"CD001396_pub4_data","6::overall",21,21,0,0,0,0,0,0,5
"CD001396_pub4_data","7::overall",8,8,0,0,0,0,0,0,3
"CD001396_pub4_data","8::overall",14,14,0,0,0,0,0,0,2
"CD001396_pub4_data","9::overall",16,16,0,0,0,0,0,0,1
"CD001396_pub4_data","10::overall",16,16,0,0,0,0,0,0,3
"CD001396_pub4_data","11::overall",13,13,0,0,0,0,0,0,3
"CD001396_pub4_data","12::overall",19,19,0,0,0,0,0,0,5
"CD001396_pub4_data","13::overall",10,10,0,0,0,0,0,0,7
"CD001396_pub4_data","14::overall",26,26,0,0,0,0,0,0,7
"CD001396_pub4_data","15::overall",8,8,0,0,0,0,0,8,8
"CD001396_pub4_data","16::overall",7,7,0,0,0,0,0,7,7
"CD001396_pub4_data","17::overall",3,3,0,0,0,0,0,3,3
"CD001396_pub4_data","18::overall",7,7,0,0,0,0,0,7,7
"CD001396_pub4_data","19::overall",30,30,0,0,0,0,0,0,0
"CD001396_pub4_data","20::overall",18,18,0,0,0,0,0,2,2
"CD001431_pub6_data","1::overall",437,437,0,0,0,0,0,249,256
"CD001431_pub6_data","2::overall",377,377,0,0,0,0,0,200,207
"CD001431_pub6_data","3::overall",353,353,0,0,0,0,0,237,243
"CD001431_pub6_data","4::overall",136,136,0,0,0,0,0,61,61
"CD001431_pub6_data","5::overall",116,116,0,0,0,0,0,49,50
"CD001431_pub6_data","6::overall",60,60,0,0,0,0,0,56,56
"CD001533_pub7_data","1::overall",43,43,0,0,0,0,0,5,6
"CD001533_pub7_data","2::overall",47,47,0,0,0,0,0,6,11
"CD001533_pub7_data","3::overall",30,30,0,0,0,0,0,7,12
"CD001533_pub7_data","4::overall",27,27,0,0,0,0,0,7,7
"CD001533_pub7_data","5::overall",68,68,0,0,0,0,0,13,24
"CD001552_pub3_data","1::overall",10,10,0,0,0,0,0,3,3
"CD001552_pub3_data","2::overall",13,13,0,0,0,0,0,6,6
"CD001552_pub3_data","3::overall",11,11,0,0,0,0,0,10,11
"CD001552_pub3_data","4::overall",8,8,0,0,0,0,0,8,8
"CD001552_pub3_data","5::overall",8,8,0,0,0,0,0,8,8
"CD001552_pub3_data","6::overall",8,8,0,0,0,0,0,7,7
"CD001552_pub3_data","7::overall",5,5,0,0,0,0,0,4,5
"CD001552_pub3_data","8::overall",4,4,0,0,0,0,0,2,3
"CD001552_pub3_data","9::overall",4,4,0,0,0,0,0,1,3
"CD001552_pub3_data","10::overall",6,6,0,0,0,0,0,0,4
"CD001703_pub4_data","1::overall",8,8,0,0,0,0,0,8,8
"CD001703_pub4_data","2::overall",16,16,0,0,0,0,0,16,16
"CD001703_pub4_data","4::overall",6,6,0,0,0,0,0,6,6
"CD001703_pub4_data","6::overall",4,4,0,0,0,0,0,4,4
"CD001703_pub4_data","8::overall",4,4,0,0,0,0,0,4,4
"CD001703_pub4_data","10::overall",2,2,0,0,0,0,0,2,2
"CD001703_pub4_data","13::overall",6,6,0,0,0,0,0,6,6
"CD001703_pub4_data","14::overall",2,2,0,0,0,0,0,2,2
"CD001703_pub4_data","16::overall",3,3,0,0,0,0,0,3,3
"CD001703_pub4_data","17::overall",2,2,0,0,0,0,0,2,2
"CD001703_pub4_data","19::overall",2,2,0,0,0,0,0,2,2
"CD001703_pub4_data","20::overall",2,2,0,0,0,0,0,2,2
"CD001703_pub4_data","25::overall",18,18,0,0,0,0,0,1,2
"CD001703_pub4_data","26::overall",10,10,0,0,0,0,0,1,6
"CD001703_pub4_data","27::overall",22,22,0,0,0,0,0,1,7
"CD001797_pub4_data","1::overall",8,8,0,0,0,0,0,1,2
"CD001797_pub4_data","2::overall",4,4,0,0,0,0,0,2,2
"CD001797_pub4_data","3::overall",5,5,0,0,0,0,0,2,3
"CD001797_pub4_data","4::overall",7,7,0,0,0,0,0,7,7
"CD001797_pub4_data","5::overall",3,2,1,0,0,0,0,2,2
"CD001797_pub4_data","6::overall",5,5,0,0,0,0,0,4,5
"CD001797_pub4_data","7::overall",4,4,0,0,0,0,0,2,3
"CD001797_pub4_data","8::overall",2,2,0,0,0,0,0,1,1
"CD001797_pub4_data","9::overall",3,3,0,0,0,0,0,0,1
"CD001797_pub4_data","10::overall",3,3,0,0,0,0,0,0,1
"CD001837_pub4_data","1::overall",110,110,0,0,0,0,0,0,0
"CD001837_pub4_data","2::overall",20,20,0,0,0,0,0,0,0
"CD001837_pub4_data","3::overall",7,7,0,0,0,0,0,0,0
"CD001837_pub4_data","4::overall",7,7,0,0,0,0,0,0,0
"CD001909_pub4_data","1::overall",51,51,0,0,0,0,0,4,17
"CD001909_pub4_data","2::overall",25,25,0,0,0,0,0,2,6
"CD001909_pub4_data","3::overall",24,24,0,0,0,0,0,0,6
"CD001909_pub4_data","4::overall",12,12,0,0,0,0,0,1,5
"CD001909_pub4_data","5::overall",13,13,0,0,0,0,0,1,4
"CD001909_pub4_data","6::overall",3,3,0,0,0,0,0,0,0
"CD001909_pub4_data","7::overall",5,5,0,0,0,0,0,0,0
"CD001920_pub4_data","1::overall",219,219,0,0,0,0,0,219,219
"CD001920_pub4_data","2::overall",279,279,0,0,0,0,0,279,279
"CD001920_pub4_data","3::overall",207,207,0,0,0,0,0,207,207
"CD001920_pub4_data","4::overall",244,244,0,0,0,0,0,244,244
"CD001920_pub4_data","5::overall",142,141,1,0,0,0,0,136,137
"CD001920_pub4_data","6::overall",168,168,0,0,0,0,0,157,163
"CD001920_pub4_data","7::overall",124,124,0,0,0,0,0,124,124
"CD001920_pub4_data","8::overall",15,15,0,0,0,0,0,15,15
"CD001920_pub4_data","9::overall",12,12,0,0,0,0,0,12,12
"CD001920_pub4_data","10::overall",16,16,0,0,0,0,0,16,16
"CD002042_pub6_data","1::overall",57,57,0,0,0,0,0,0,0
"CD002042_pub6_data","2::1",11,11,0,0,0,0,0,0,0
"CD002042_pub6_data","2::2",5,5,0,0,0,0,0,0,0
"CD002042_pub6_data","2::3",13,13,0,0,0,0,0,0,0
"CD002042_pub6_data","2::4",9,9,0,0,0,0,0,0,0
"CD002042_pub6_data","2::5",6,6,0,0,0,0,0,0,0
"CD002042_pub6_data","2::6",5,5,0,0,0,0,0,0,0
"CD002042_pub6_data","2::8",5,5,0,0,0,0,0,0,0
"CD002042_pub6_data","2::9",2,2,0,0,0,0,0,0,0
"CD002042_pub6_data","2::10",2,2,0,0,0,0,0,0,0
"CD002042_pub6_data","3::1",35,35,0,0,0,0,0,0,0
"CD002042_pub6_data","3::2",7,7,0,0,0,0,0,0,0
"CD002042_pub6_data","4::1",20,20,0,0,0,0,0,0,0
"CD002042_pub6_data","4::2",21,21,0,0,0,0,0,0,0
"CD002042_pub6_data","6::overall",44,44,0,0,0,0,0,7,20
"CD002042_pub6_data","7::1",24,24,0,0,0,0,0,4,8
"CD002042_pub6_data","7::2",19,19,0,0,0,0,0,3,10
"CD002042_pub6_data","8::1",5,5,0,0,0,0,0,1,2
"CD002042_pub6_data","8::2",4,4,0,0,0,0,0,0,1
"CD002042_pub6_data","8::3",9,9,0,0,0,0,0,2,5
"CD002042_pub6_data","8::4",9,9,0,0,0,0,0,1,1
"CD002042_pub6_data","8::5",4,4,0,0,0,0,0,1,1
"CD002042_pub6_data","8::6",4,4,0,0,0,0,0,0,2
"CD002042_pub6_data","8::8",5,5,0,0,0,0,0,1,5
"CD002042_pub6_data","8::10",3,3,0,0,0,0,0,0,2
"CD002042_pub6_data","9::1",5,5,0,0,0,0,0,1,2
"CD002042_pub6_data","9::2",4,4,0,0,0,0,0,0,1
"CD002042_pub6_data","9::3",9,9,0,0,0,0,0,2,5
"CD002042_pub6_data","9::4",9,9,0,0,0,0,0,1,1
"CD002042_pub6_data","9::5",4,4,0,0,0,0,0,1,1
"CD002042_pub6_data","9::6",4,4,0,0,0,0,0,0,2
"CD002042_pub6_data","9::8",5,5,0,0,0,0,0,1,5
"CD002042_pub6_data","9::10",3,3,0,0,0,0,0,0,2
"CD002042_pub6_data","10::1",27,27,0,0,0,0,0,4,11
"CD002042_pub6_data","10::2",17,17,0,0,0,0,0,3,9
"CD002042_pub6_data","11::1",31,31,0,0,0,0,0,3,11
"CD002042_pub6_data","12::overall",31,31,0,0,0,0,0,4,11
"CD002042_pub6_data","13::overall",19,19,0,0,0,0,0,3,6
"CD002042_pub6_data","14::overall",11,11,0,0,0,0,0,2,4
"CD002042_pub6_data","15::1",9,9,0,0,0,0,0,0,0
"CD002042_pub6_data","15::2",3,3,0,0,0,0,0,0,0
"CD002042_pub6_data","15::3",12,12,0,0,0,0,0,0,0
"CD002042_pub6_data","16::overall",7,7,0,0,0,0,0,0,0
"CD002042_pub6_data","17::overall",36,36,0,0,0,0,0,7,23
"CD002042_pub6_data","18::overall",22,22,0,0,0,0,0,4,10
"CD002042_pub6_data","19::overall",29,29,0,0,0,0,0,2,16
"CD002042_pub6_data","20::overall",39,39,0,0,0,0,0,2,7
"CD002042_pub6_data","21::overall",21,21,0,0,0,0,0,0,7
"CD002042_pub6_data","22::overall",19,19,0,0,0,0,0,1,6
"CD002042_pub6_data","23::overall",13,13,0,0,0,0,0,0,4
"CD002042_pub6_data","24::overall",12,12,0,0,0,0,0,1,3
"CD002042_pub6_data","25::overall",3,3,0,0,0,0,0,0,1
"CD002042_pub6_data","26::overall",15,15,0,0,0,0,0,0,5
"CD002042_pub6_data","27::overall",21,21,0,0,0,0,0,2,16
"CD002042_pub6_data","28::overall",12,12,0,0,0,0,0,1,4
"CD002042_pub6_data","29::overall",4,4,0,0,0,0,0,0,1
"CD002042_pub6_data","30::overall",15,15,0,0,0,0,0,1,3
"CD002042_pub6_data","31::overall",9,9,0,0,0,0,0,3,4
"CD002042_pub6_data","32::overall",10,10,0,0,0,0,0,0,1
"CD002042_pub6_data","33::overall",18,18,0,0,0,0,0,0,8
"CD002042_pub6_data","34::overall",10,10,0,0,0,0,0,0,6
"CD002042_pub6_data","4::overall",7,7,0,0,0,0,0,4,4
"CD002042_pub6_data","5::1",4,4,0,0,0,0,0,2,3
"CD002042_pub6_data","5::4",2,2,0,0,0,0,0,2,2
"CD002042_pub6_data","6::1",4,4,0,0,0,0,0,2,2
"CD002042_pub6_data","6::2",3,3,0,0,0,0,0,2,2
"CD002042_pub6_data","8::overall",6,6,0,0,0,0,0,4,4
"CD002042_pub6_data","9::overall",3,3,0,0,0,0,0,0,1
"CD002042_pub6_data","10::overall",3,3,0,0,0,0,0,2,2
"CD002042_pub6_data","11::overall",2,2,0,0,0,0,0,0,1
"CD002042_pub6_data","15::overall",2,2,0,0,0,0,0,0,2
"CD002052_pub4_data","1::overall",4,4,0,0,0,0,0,1,2
"CD002052_pub4_data","2::overall",4,4,0,0,0,0,0,0,1
"CD002052_pub4_data","3::overall",6,6,0,0,0,0,0,0,2
"CD002052_pub4_data","4::overall",4,4,0,0,0,0,0,4,4
"CD002052_pub4_data","5::overall",3,3,0,0,0,0,0,3,3
"CD002052_pub4_data","6::overall",4,4,0,0,0,0,0,1,1
"CD002052_pub4_data","7::overall",5,5,0,0,0,0,0,1,4
"CD002052_pub4_data","8::overall",3,3,0,0,0,0,0,3,3
"CD002112_pub2_data","1::1",16,16,0,0,0,0,0,16,16
"CD002112_pub2_data","1::2",20,20,0,0,0,0,0,20,20
"CD002112_pub2_data","1::3",12,12,0,0,0,0,0,12,12
"CD002112_pub2_data","1::4",6,6,0,0,0,0,0,6,6
"CD002112_pub2_data","1::5",4,4,0,0,0,0,0,4,4
"CD002112_pub2_data","2::1",25,25,0,0,0,0,0,0,2
"CD002112_pub2_data","2::2",21,21,0,0,0,0,0,0,5
"CD002112_pub2_data","2::3",14,14,0,0,0,0,0,0,4
"CD002112_pub2_data","2::4",8,8,0,0,0,0,0,0,2
"CD002112_pub2_data","2::5",4,4,0,0,0,0,0,0,0
"CD002112_pub2_data","3::1",11,11,0,0,0,0,0,9,10
"CD002112_pub2_data","3::2",4,4,0,0,0,0,0,3,3
"CD002112_pub2_data","4::1",12,12,0,0,0,0,0,1,1
"CD002112_pub2_data","6::overall",3,3,0,0,0,0,0,0,1
"CD002112_pub2_data","2::6",4,4,0,0,0,0,0,0,1
"CD002112_pub2_data","4::2",5,5,0,0,0,0,0,0,0
"CD002112_pub2_data","4::3",5,5,0,0,0,0,0,0,1
"CD002112_pub2_data","4::4",4,4,0,0,0,0,0,0,0
"CD002112_pub2_data","4::5",4,4,0,0,0,0,0,0,0
"CD002112_pub2_data","4::6",2,2,0,0,0,0,0,0,0
"CD002112_pub2_data","5::overall",5,5,0,0,0,0,0,0,2
"CD002112_pub2_data","1::overall",4,4,0,0,0,0,0,4,4
"CD002112_pub2_data","2::overall",15,15,0,0,0,0,0,0,0
"CD002112_pub2_data","3::overall",6,6,0,0,0,0,0,0,0
"CD002112_pub2_data","4::overall",8,8,0,0,0,0,0,0,4
"CD002112_pub2_data","2::7",2,2,0,0,0,0,0,0,0
"CD002112_pub2_data","2::8",2,2,0,0,0,0,0,0,0
"CD002112_pub2_data","3::3",2,2,0,0,0,0,0,2,2
"CD002115_pub6_data","1::overall",6,5,1,0,0,0,0,5,5
"CD002115_pub6_data","2::overall",14,13,1,0,0,0,0,8,8
"CD002115_pub6_data","3::overall",8,7,1,0,0,0,0,7,7
"CD002115_pub6_data","6::overall",7,7,0,0,0,0,0,7,7
"CD002115_pub6_data","8::overall",2,2,0,0,0,0,0,2,2
"CD002115_pub6_data","9::overall",4,4,0,0,0,0,0,2,2
"CD002115_pub6_data","11::overall",7,7,0,0,0,0,0,5,6
"CD002115_pub6_data","13::overall",4,4,0,0,0,0,0,0,3
"CD002115_pub6_data","4::overall",2,2,0,0,0,0,0,2,2
"CD002115_pub6_data","5::overall",2,2,0,0,0,0,0,2,2
"CD002115_pub6_data","7::overall",3,3,0,0,0,0,0,3,3
"CD002122_pub3_data","1::1",15,5,10,0,0,0,0,0,1
"CD002122_pub3_data","1::2",14,4,10,0,0,0,0,0,0
"CD002122_pub3_data","1::3",12,4,8,0,0,0,0,0,1
"CD002122_pub3_data","1::4",9,2,7,0,0,0,0,0,0
"CD002122_pub3_data","1::5",9,3,6,0,0,0,0,0,0
"CD002122_pub3_data","2::1",13,8,5,0,0,0,0,0,1
"CD002122_pub3_data","2::2",10,7,3,0,0,0,0,0,0
"CD002122_pub3_data","2::3",9,8,1,0,0,0,0,0,2
"CD002122_pub3_data","2::4",9,8,1,0,0,0,0,1,2
"CD002122_pub3_data","2::5",7,6,1,0,0,0,0,0,1
"CD002122_pub3_data","2::6",7,6,1,0,0,0,0,0,2
"CD002122_pub3_data","3::1",9,6,3,0,0,0,0,0,1
"CD002122_pub3_data","3::2",8,6,2,0,0,0,0,0,1
"CD002122_pub3_data","3::3",7,5,2,0,0,0,0,0,0
"CD002122_pub3_data","3::4",5,5,0,0,0,0,0,0,0
"CD002122_pub3_data","3::5",3,3,0,0,0,0,0,0,1
"CD002122_pub3_data","3::6",3,3,0,0,0,0,0,0,2
"CD002122_pub3_data","3::7",3,3,0,0,0,0,0,0,2
"CD002122_pub3_data","4::1",4,2,2,0,0,0,0,0,1
"CD002122_pub3_data","6::1",4,3,1,0,0,0,0,0,0
"CD002122_pub3_data","6::2",5,3,2,0,0,0,0,0,0
"CD002122_pub3_data","6::3",4,3,1,0,0,0,0,0,0
"CD002122_pub3_data","7::1",7,7,0,0,0,0,0,1,6
"CD002122_pub3_data","7::2",6,6,0,0,0,0,0,0,1
"CD002122_pub3_data","7::3",7,7,0,0,0,0,0,0,2
"CD002122_pub3_data","7::4",3,3,0,0,0,0,0,0,0
"CD002122_pub3_data","7::5",6,6,0,0,0,0,0,1,2
"CD002122_pub3_data","7::6",7,7,0,0,0,0,0,0,0
"CD002122_pub3_data","7::7",3,3,0,0,0,0,0,0,1
"CD002122_pub3_data","7::8",3,3,0,0,0,0,0,0,1
"CD002122_pub3_data","7::9",3,3,0,0,0,0,0,0,1
"CD002122_pub3_data","7::10",4,4,0,0,0,0,0,0,2
"CD002122_pub3_data","7::11",9,9,0,0,0,0,0,0,0
"CD002122_pub3_data","7::12",8,8,0,0,0,0,0,0,1
"CD002122_pub3_data","7::13",4,4,0,0,0,0,0,0,1
"CD002122_pub3_data","7::14",4,4,0,0,0,0,0,0,0
"CD002122_pub3_data","7::15",5,5,0,0,0,0,0,0,2
"CD002122_pub3_data","7::16",3,3,0,0,0,0,0,0,3
"CD002122_pub3_data","7::17",2,2,0,0,0,0,0,0,2
"CD002122_pub3_data","7::18",3,3,0,0,0,0,0,0,0
"CD002122_pub3_data","7::19",2,2,0,0,0,0,0,0,1
"CD002122_pub3_data","3::8",2,2,0,0,0,0,0,0,1
"CD002122_pub3_data","3::9",2,2,0,0,0,0,0,0,1
"CD002122_pub3_data","3::10",2,2,0,0,0,0,0,0,1
"CD002122_pub3_data","6::5",2,2,0,0,0,0,0,0,1
"CD002122_pub3_data","6::6",3,3,0,0,0,0,0,0,1
"CD002122_pub3_data","6::7",3,3,0,0,0,0,0,0,0
"CD002122_pub3_data","6::10",3,3,0,0,0,0,0,0,0
"CD002122_pub3_data","6::11",3,3,0,0,0,0,0,0,2
"CD002122_pub3_data","6::12",2,2,0,0,0,0,0,0,0
"CD002122_pub3_data","6::16",3,3,0,0,0,0,0,0,0
"CD002122_pub3_data","2::7",4,4,0,0,0,0,0,0,2
"CD002122_pub3_data","2::8",4,4,0,0,0,0,0,0,1
"CD002122_pub3_data","2::9",4,4,0,0,0,0,0,0,1
"CD002122_pub3_data","2::10",3,3,0,0,0,0,0,0,1
"CD002122_pub3_data","2::11",3,3,0,0,0,0,0,1,1
"CD002122_pub3_data","2::12",2,2,0,0,0,0,0,0,1
"CD002203_pub5_data","1::overall",23,23,0,0,0,0,0,23,23
"CD002203_pub5_data","2::overall",13,13,0,0,0,0,0,13,13
"CD002203_pub5_data","3::overall",13,13,0,0,0,0,0,0,0
"CD002203_pub5_data","5::overall",51,51,0,0,0,0,0,1,11
"CD002203_pub5_data","6::overall",3,3,0,0,0,0,0,0,1
"CD002203_pub5_data","7::overall",7,7,0,0,0,0,0,3,3
"CD002203_pub5_data","9::overall",4,4,0,0,0,0,0,1,1
"CD002203_pub5_data","10::overall",6,6,0,0,0,0,0,0,0
"CD002203_pub5_data","11::overall",2,2,0,0,0,0,0,0,1
"CD002203_pub5_data","13::overall",5,5,0,0,0,0,0,0,1
"CD002203_pub5_data","14::overall",4,4,0,0,0,0,0,0,0
"CD002203_pub5_data","16::overall",2,2,0,0,0,0,0,0,1
"CD002203_pub5_data","17::overall",5,5,0,0,0,0,0,0,0
"CD002203_pub5_data","20::overall",5,5,0,0,0,0,0,0,0
"CD002203_pub5_data","28::overall",2,2,0,0,0,0,0,2,2
"CD002203_pub5_data","30::overall",2,2,0,0,0,0,0,2,2
"CD002203_pub5_data","31::overall",2,2,0,0,0,0,0,2,2
"CD002243_pub5_data","1::overall",75,75,0,0,0,0,0,1,5
"CD002243_pub5_data","2::1",54,54,0,0,0,0,0,0,3
"CD002243_pub5_data","2::2",55,55,0,0,0,0,0,0,3
"CD002243_pub5_data","2::3",46,46,0,0,0,0,0,0,3
"CD002243_pub5_data","2::4",25,25,0,0,0,0,0,0,2
"CD002243_pub5_data","3::1",29,29,0,0,0,0,0,0,1
"CD002243_pub5_data","3::2",4,4,0,0,0,0,0,0,0
"CD002243_pub5_data","3::3",6,6,0,0,0,0,0,0,0
"CD002243_pub5_data","3::4",14,14,0,0,0,0,0,1,3
"CD002243_pub5_data","3::5",8,8,0,0,0,0,0,0,1
"CD002243_pub5_data","3::6",8,8,0,0,0,0,0,0,0
"CD002243_pub5_data","4::1",61,61,0,0,0,0,0,0,3
"CD002243_pub5_data","4::2",5,5,0,0,0,0,0,0,0
"CD002243_pub5_data","5::1",43,43,0,0,0,0,0,0,2
"CD002243_pub5_data","5::2",23,23,0,0,0,0,0,1,3
"CD002243_pub5_data","6::1",43,43,0,0,0,0,0,1,3
"CD002243_pub5_data","6::2",25,25,0,0,0,0,0,0,2
"CD002243_pub5_data","7::1",62,62,0,0,0,0,0,0,2
"CD002243_pub5_data","7::2",5,5,0,0,0,0,0,1,3
"CD002243_pub5_data","8::1",14,14,0,0,0,0,0,0,0
"CD002243_pub5_data","8::2",29,29,0,0,0,0,0,0,1
"CD002243_pub5_data","8::3",5,5,0,0,0,0,0,0,1
"CD002243_pub5_data","8::4",16,16,0,0,0,0,0,1,3
"CD002243_pub5_data","8::5",7,7,0,0,0,0,0,0,0
"CD002243_pub5_data","9::1",12,12,0,0,0,0,0,0,0
"CD002243_pub5_data","9::2",9,9,0,0,0,0,0,0,0
"CD002243_pub5_data","10::overall",15,15,0,0,0,0,0,3,3
"CD002243_pub5_data","11::overall",40,40,0,0,0,0,0,0,1
"CD002243_pub5_data","12::overall",13,13,0,0,0,0,0,0,0
"CD002243_pub5_data","13::overall",24,24,0,0,0,0,0,0,1
"CD002243_pub5_data","14::overall",25,25,0,0,0,0,0,25,25
"CD002243_pub5_data","15::overall",10,10,0,0,0,0,0,10,10
"CD002243_pub5_data","16::overall",31,31,0,0,0,0,0,31,31
"CD002243_pub5_data","17::overall",9,9,0,0,0,0,0,9,9
"CD002243_pub5_data","18::overall",18,18,0,0,0,0,0,0,0
"CD002243_pub5_data","19::overall",16,16,0,0,0,0,0,0,0
"CD002243_pub5_data","20::overall",17,17,0,0,0,0,0,17,17
"CD002243_pub5_data","21::1",32,32,0,0,0,0,0,7,18
"CD002243_pub5_data","21::2",36,36,0,0,0,0,0,3,10
"CD002243_pub5_data","21::3",29,29,0,0,0,0,0,2,5
"CD002243_pub5_data","21::4",12,12,0,0,0,0,0,0,1
"CD002243_pub5_data","21::5",7,7,0,0,0,0,0,0,3
"CD002243_pub5_data","21::6",10,10,0,0,0,0,0,0,5
"CD002243_pub5_data","21::7",8,8,0,0,0,0,0,0,5
"CD002243_pub5_data","21::8",14,14,0,0,0,0,0,0,5
"CD002243_pub5_data","3::overall",3,3,0,0,0,0,0,0,0
"CD002243_pub5_data","5::overall",4,4,0,0,0,0,0,0,0
"CD002243_pub5_data","6::overall",4,4,0,0,0,0,0,4,4
"CD002243_pub5_data","7::overall",4,4,0,0,0,0,0,4,4
"CD002243_pub5_data","8::overall",4,4,0,0,0,0,0,0,0
"CD002243_pub5_data","11::1",2,2,0,0,0,0,0,0,0
"CD002243_pub5_data","11::2",2,2,0,0,0,0,0,0,0
"CD002243_pub5_data","11::3",3,3,0,0,0,0,0,0,0
"CD002243_pub5_data","11::4",2,2,0,0,0,0,0,0,0
"CD002290_pub6_data","1::overall",88,88,0,0,0,0,0,0,3
"CD002290_pub6_data","2::overall",68,68,0,0,0,0,0,9,38
"CD002290_pub6_data","3::overall",46,46,0,0,0,0,0,4,21
"CD002290_pub6_data","4::overall",22,22,0,0,0,0,0,3,7
"CD002290_pub6_data","5::overall",5,5,0,0,0,0,0,1,1
"CD002303_pub4_data","1::overall",8,8,0,0,0,0,0,0,0
"CD002303_pub4_data","2::overall",7,7,0,0,0,0,0,0,0
"CD002971_pub6_data","1::overall",11,11,0,0,0,0,0,1,4
"CD002971_pub6_data","2::overall",7,7,0,0,0,0,0,0,0
"CD002971_pub6_data","3::overall",9,9,0,0,0,0,0,0,3
"CD002971_pub6_data","4::overall",9,9,0,0,0,0,0,9,9
"CD002971_pub6_data","5::overall",9,9,0,0,0,0,0,9,9
"CD002971_pub6_data","6::overall",2,2,0,0,0,0,0,2,2
"CD002971_pub6_data","7::overall",2,2,0,0,0,0,0,2,2
"CD002971_pub6_data","8::overall",2,2,0,0,0,0,0,2,2
"CD002971_pub6_data","9::overall",2,2,0,0,0,0,0,2,2
"CD002971_pub6_data","10::overall",6,6,0,0,0,0,0,6,6
