dataset,analysis_id,k,estimate,I2,tau2,direction_fragile,sig_fragile,fragility_any,MAFI_5comp,MAFI_3comp,MAFI_empirical,MAFI_simple,class_5comp,class_simple,agree
CD003743_pub3_data,13,6,-0.0412812353438136,0,0,FALSE,FALSE,0,0.212146729106277,0.21,0.210014325853228,0.21,Low,Low,TRUE
CD003743_pub3_data,16,4,0.12484246909186,0,0,TRUE,FALSE,1,0.413741714506957,0.4025,0.41408236045717,0.365,Moderate,Moderate,TRUE
CD003774_pub5_data,1,140,-0.957853404094315,41.2066146981568,0.230745035262465,FALSE,FALSE,0,0.0845881824943322,0.0824132293963136,0.0824277435978353,0,Robust,Robust,TRUE
CD003774_pub5_data,2,101,-1.0142659632461,17.4768668091943,0.115917718349949,FALSE,FALSE,0,0.0394800337970213,0.0349537336183886,0.0349839391584529,0,Robust,Robust,TRUE
CD003774_pub5_data,3,76,-0.832075843824452,52.5221717009699,0.373562850983398,FALSE,FALSE,0,0.110753834263267,0.10504434340194,0.105082444775722,0,Robust,Robust,TRUE
CD003774_pub5_data,4,90,-0.735989752568002,49.9810725348793,0.322449858043052,FALSE,FALSE,0,0.103376298780531,0.0999621450697586,0.0999849288783056,0,Robust,Robust,TRUE
CD003774_pub5_data,5,66,-1.06501001264031,35.3668480293298,0.177511026604317,FALSE,FALSE,0,0.0790722906975622,0.0707336960586596,0.0707893423358628,0,Robust,Robust,TRUE
CD003774_pub5_data,6,27,-0.742757344529469,44.1683872731874,0.392596672984151,FALSE,FALSE,0,0.103356315808602,0.0883367745463748,0.0884370050519619,0,Robust,Robust,TRUE
CD003774_pub5_data,7,16,-1.00468016168793,45.8534118107022,0.163705317958067,FALSE,FALSE,0,0.168661678404198,0.151706823621404,0.151819969132134,0.06,Low,Robust,FALSE
CD003774_pub5_data,8,25,-0.804129624159782,51.3825858667627,0.428635127799009,FALSE,FALSE,0,0.121863605801787,0.102765171733525,0.102892622077658,0,Robust,Robust,TRUE
CD003774_pub5_data,9,26,-0.0272244179674384,46.3274319682556,0.221809935372675,TRUE,FALSE,1,0.185092919937431,0.217654863936511,0.226353534262228,0.0961538461538462,Low,Robust,FALSE
CD003774_pub5_data,10,25,-0.9034662560476,36.090204487349,0.264695467485137,FALSE,FALSE,0,0.0869951471189004,0.072180408974698,0.0722792727594441,0,Robust,Robust,TRUE
CD003774_pub5_data,11,41,-0.0882563806975551,0,0,FALSE,FALSE,0,0.00407428292570127,0,2.71890752465884e-05,0,Robust,Robust,TRUE
CD003774_pub5_data,12,15,-0.46617310131317,0,0,FALSE,TRUE,1,0.17956231288707,0.248333333333333,0.295562088618977,0.208333333333333,Low,Low,TRUE
CD003774_pub5_data,13,17,-1.11484856197163,0.00196985084103537,4.71487645036849e-06,FALSE,FALSE,0,0.051766803474424,0.0450039397016821,0.0450490705910564,0.045,Robust,Robust,TRUE
CD003774_pub5_data,14,14,-0.548605075016571,0,0,FALSE,TRUE,1,0.203427717563167,0.229285714285714,0.267433618402156,0.197142857142857,Low,Low,TRUE
CD003774_pub5_data,15,42,-0.660591035782762,51.1765606889755,0.340655673853542,FALSE,FALSE,0,0.111788483056973,0.102353121377951,0.102416086754521,0,Robust,Robust,TRUE
CD003774_pub5_data,16,13,-0.201314759119477,29.262935325291,0.0898281378601035,FALSE,TRUE,1,0.268572841538434,0.213525870650582,0.227546614790384,0.143461538461538,Low,Robust,FALSE
CD003774_pub5_data,17,4,-0.603729908744982,54.2303970591985,0.0848251125906295,FALSE,TRUE,1,0.461828205332646,0.510960794118397,0.555340122855229,0.365,Moderate,Moderate,TRUE
CD003774_pub5_data,18,23,0.472054574095101,37.4175593670865,0.191237400633374,FALSE,FALSE,0,0.0928794503236016,0.074835118734173,0.0749555346940624,0,Robust,Robust,TRUE
CD003833_pub5_data,1,6,-0.0184228858315919,0,0,FALSE,FALSE,0,0.211315553288655,0.21,0.210008779134392,0.21,Low,Low,TRUE
CD003833_pub5_data,2,3,-0.0309428458651942,0,0,FALSE,FALSE,0,0.259641426879779,0.255,0.255030973819685,0.255,Low,Low,TRUE
CD003833_pub5_data,3,15,-0.00716452763843084,0,0,FALSE,FALSE,0,0.075706135875123,0.075,0.0750047122847856,0.075,Robust,Robust,TRUE
CD003833_pub5_data,4,4,-0.0384576623452861,0,0,FALSE,FALSE,0,0.244874732783324,0.24,0.240032530749305,0.24,Low,Low,TRUE
CD003833_pub5_data,5,4,-0.0464327288448093,0,0,FALSE,FALSE,0,0.242307353522477,0.24,0.240015397754571,0.24,Low,Low,TRUE
CD003833_pub5_data,6,4,-0.357405626763643,0,0,TRUE,FALSE,1,0.501553839068819,0.4025,0.414584943870996,0.365,High,Moderate,FALSE
CD003962_pub3_data,1,13,0.820182256605017,50.6863996254807,0.908426531677269,FALSE,TRUE,1,0.486530908635709,0.656372799250961,0.779043960372083,0.451153846153846,Moderate,Moderate,TRUE
CD003962_pub3_data,2,20,-0.0842124768572457,3.23975979770631,0.052130411899678,TRUE,FALSE,1,0.0589041584813226,0.0389795195954126,0.04141395162001,0.025,Robust,Robust,TRUE
CD003962_pub3_data,3,14,0.786631556862284,0,0,FALSE,FALSE,0,0.103208593691885,0.09,0.090088145436716,0.09,Robust,Robust,TRUE
CD003962_pub3_data,8,34,-0.296577297945087,0,0,FALSE,FALSE,0,0.0391549697357518,0,0.000251480690693745,0,Robust,Robust,TRUE
CD003962_pub3_data,9,11,-1.27936526952023,0,0,FALSE,TRUE,1,0.22333020091227,0.194090909090909,0.210543199083954,0.180454545454545,Low,Low,TRUE
CD003962_pub3_data,11,5,0.140281523626476,0,0,FALSE,FALSE,0,0.240503307383734,0.225,0.2251034588414,0.225,Low,Low,TRUE
CD003962_pub3_data,12,26,-0.0562871032476986,0,0,FALSE,FALSE,0,0.00583068040302513,0,3.89101127996338e-05,0,Robust,Robust,TRUE
CD003962_pub3_data,13,18,0.110607208753081,32.9912345171285,0.405265677462667,TRUE,FALSE,1,0.187494381013098,0.132093580145368,0.135001938287073,0.0577777777777778,Low,Robust,FALSE
CD003962_pub3_data,15,6,0.306424588356311,0,0,FALSE,FALSE,0,0.265537963246263,0.21,0.210315012545298,0.21,Low,Low,TRUE
CD003962_pub3_data,5,8,-0.898290809636068,0,0,FALSE,TRUE,1,0.24466291369178,0.26125,0.283492912336949,0.2425,Low,Low,TRUE
CD003962_pub3_data,7,7,0.571603978217566,0,0,TRUE,FALSE,1,0.370852608891686,0.287857142857143,0.294986623063294,0.266428571428571,Moderate,Low,FALSE
CD003962_pub3_data,14,4,-0.62745929281716,56.8121356800599,1.19056290251124,TRUE,FALSE,1,0.59941378105124,0.51612427136012,0.528187431251285,0.365,High,Moderate,FALSE
CD003962_pub3_data,18,3,0.0717026126244193,0,0,TRUE,FALSE,1,0.588864731752185,0.471666666666667,0.487680667768338,0.421666666666667,High,Moderate,FALSE
CD003962_pub3_data,19,3,0.699678656890604,0,0,FALSE,FALSE,0,0.280837676983598,0.255,0.255172423603494,0.255,Low,Low,TRUE
CD004184_pub3_data,2,4,0.160430203220939,0,0,FALSE,FALSE,0,0.240250722793393,0.24,0.240001673158448,0.24,Low,Low,TRUE
CD004184_pub3_data,3,14,-0.130303117790837,0,0,FALSE,FALSE,0,0.13703658910576,0.09,0.0902662244375236,0.09,Robust,Robust,TRUE
CD004184_pub3_data,4,14,-0.294238213673217,0,0,FALSE,TRUE,1,0.157994870073328,0.182857142857143,0.208238204004493,0.161428571428571,Low,Low,TRUE
CD004184_pub3_data,5,52,0.00863412170081569,0,0,FALSE,FALSE,0,0.000622974895544964,0,4.15732329359335e-06,0,Robust,Robust,TRUE
CD004184_pub3_data,6,52,0.00863412170081568,0,0,FALSE,FALSE,0,0.000622974895544964,0,4.15732329359335e-06,0,Robust,Robust,TRUE
CD004184_pub3_data,7,14,-0.00709005347672074,0,0,FALSE,FALSE,0,0.0901727563456476,0.09,0.0900011528618328,0.09,Robust,Robust,TRUE
CD004184_pub3_data,8,14,-0.00709005347672074,0,0,FALSE,FALSE,0,0.0901727563456476,0.09,0.0900011528618328,0.09,Robust,Robust,TRUE
CD004184_pub3_data,9,10,-0.0154464863634334,0,0,FALSE,FALSE,0,0.150504643324055,0.15,0.150003367656484,0.15,Low,Robust,FALSE
CD004184_pub3_data,10,10,-0.0154464863634334,0,0,FALSE,FALSE,0,0.150504643324055,0.15,0.150003367656484,0.15,Low,Robust,FALSE
CD004307_pub7_data,1,55,0.580947197550642,35.5247348325879,0.0915979364151636,FALSE,FALSE,0,0.0759039611952122,0.0710494696651758,0.0710818653377153,0,Robust,Robust,TRUE
CD004307_pub7_data,2,53,0.671833905722755,48.9148354750123,0.147254661091277,FALSE,FALSE,0,0.102638961625209,0.0978296709500246,0.0978617649818911,0,Robust,Robust,TRUE
CD004307_pub7_data,3,49,0.0763865415501209,0,0,TRUE,FALSE,1,0.0323576227343821,0.0265306122448979,0.0284618664261519,0.0204081632653061,Robust,Robust,TRUE
CD004376_pub4_data,1,234,-0.631760120197705,89.3782515707447,0.38460439127717,FALSE,FALSE,0,0.181043057178163,0.178756503141489,0.17877176209402,0,Low,Robust,FALSE
CD004376_pub4_data,2,217,-0.627927901943477,88.1604109777682,0.325221043736761,FALSE,FALSE,0,0.178444111514575,0.176320821955536,0.176334991388696,0,Low,Robust,FALSE
CD004376_pub4_data,3,176,-0.336709992128715,93.4427110162573,0.629306172311592,FALSE,FALSE,0,0.190485069373645,0.186885422032515,0.186909443703126,0,Low,Robust,FALSE
CD004376_pub4_data,4,11,0.796780228298715,78.9255549167089,0.423342399171384,FALSE,FALSE,0,0.310072518508194,0.292851109833418,0.292966034148898,0.135,Moderate,Robust,FALSE
CD004376_pub4_data,5,123,-0.0185544313469562,0.0600082356966085,0.000266594891749243,TRUE,FALSE,1,0.00634374734516905,0.00540456931692167,0.0057877719720144,0.0040650406504065,Robust,Robust,TRUE
CD004376_pub4_data,6,48,0.572332730953838,25.0716578951446,0.307624787009689,,,,,,,,,,
CD004406_pub6_data,1,17,-0.130284347592539,20.6024303585163,0.0172517445895284,FALSE,TRUE,1,0.15281082536908,0.200910743069974,0.232147784581715,0.133235294117647,Low,Robust,FALSE
CD004406_pub6_data,2,15,-0.498426106679149,30.6314419841126,0.0822414054652838,FALSE,FALSE,0,0.146250283878484,0.136262883968225,0.136329533283609,0.075,Robust,Robust,TRUE
CD004406_pub6_data,4,11,-0.119924977756506,3.08148993168888e-05,2.69875286108608e-08,FALSE,FALSE,0,0.141922086240948,0.135000061629799,0.135046254653563,0.135,Robust,Robust,TRUE
CD004406_pub6_data,5,4,0.387705559329045,69.3240382610612,0.229131821511465,FALSE,TRUE,1,0.568376483275069,0.541148076522122,0.585953571395349,0.365,High,Moderate,FALSE
CD004406_pub6_data,6,7,0.121661378780167,4.85889869799844,0.0444318177086326,TRUE,FALSE,1,0.36362986849813,0.29757494025314,0.304543703776392,0.266428571428571,Moderate,Low,FALSE
CD004406_pub6_data,7,10,-0.00291225103069494,50.6689828134874,0.146595208929536,TRUE,FALSE,1,0.465401311876656,0.576337965626975,0.598779162465478,0.4,Moderate,Moderate,TRUE
CD004406_pub6_data,9,3,-0.0576510775822346,89.6524512864112,0.847559404642272,TRUE,FALSE,1,0.782411408028284,0.650971569239489,0.667080610539381,0.421666666666667,High,Moderate,FALSE
CD004417_pub6_data,1,55,-0.885377388524674,96.4560608296407,4.5747827373102,FALSE,FALSE,0,0.206142250301511,0.192912121659281,0.193000410806043,0,Low,Robust,FALSE
CD004417_pub6_data,2,35,0.519455514516504,48.4407616412654,0.153206974714265,FALSE,FALSE,0,0.103661474383977,0.0968815232825308,0.0969267682014594,0,Robust,Robust,TRUE
CD004417_pub6_data,3,18,-0.48052132941258,41.5365718649653,0.22544931421083,FALSE,TRUE,1,0.206600335099114,0.257517588174375,0.296917539772138,0.141111111111111,Low,Robust,FALSE
CD004417_pub6_data,4,11,0.275892009782111,0,0,TRUE,FALSE,1,0.232587294565244,0.194090909090909,0.198532296078028,0.180454545454545,Low,Low,TRUE
CD004508_pub5_data,1,4,-0.701845095563473,0,0,FALSE,FALSE,0,0.26202456079609,0.24,0.24014697738269,0.24,Low,Low,TRUE
CD004508_pub5_data,2,6,-0.112801406520919,64.3778812258788,0.298095483153569,TRUE,TRUE,1,0.522223097130108,0.505422429118424,0.505534545688406,0.376666666666667,High,Moderate,FALSE
CD004508_pub5_data,3,3,0.318492101174392,74.011698529081,0.66502271131126,TRUE,TRUE,1,0.837283507527082,0.736356730391495,0.736919026757654,0.588333333333333,High,High,TRUE
CD004508_pub5_data,4,4,-0.213158130793886,0,0,FALSE,FALSE,0,0.357025497477269,0.24,0.240614117433949,0.24,Moderate,Low,FALSE
CD004508_pub5_data,5,4,-0.0165633998531304,0,0,TRUE,FALSE,1,0.470660381711387,0.565,0.587551954499242,0.49,Moderate,Moderate,TRUE
CD004508_pub5_data,6,3,-0.74154496741041,0,0,FALSE,FALSE,0,0.26962431807157,0.255,0.255097593046857,0.255,Low,Low,TRUE
CD004508_pub5_data,7,3,0.0659314293178712,0,0,FALSE,FALSE,0,0.258900031165933,0.255,0.255026026234007,0.255,Low,Low,TRUE
CD004508_pub5_data,8,5,0.0296045762335029,0,0,FALSE,FALSE,0,0.228112165927682,0.225,0.225020768541393,0.225,Low,Low,TRUE
CD004508_pub5_data,9,4,0.00885680338229087,0,0,TRUE,FALSE,1,0.343133392330159,0.4025,0.413694583866067,0.365,Moderate,Moderate,TRUE
CD004508_pub5_data,10,3,0.0208888249383351,0,0,TRUE,FALSE,1,0.395219311047197,0.471666666666667,0.486610850702128,0.421666666666667,Moderate,Moderate,TRUE
CD004508_pub5_data,11,5,0.0539836827697496,0,0,FALSE,FALSE,0,0.230226845516404,0.225,0.225034880517293,0.225,Low,Low,TRUE
CD004508_pub5_data,12,3,-0.060106742370652,41.9312269123697,0.144292453300901,TRUE,FALSE,1,0.787924452913924,0.772195787158073,0.802986991689866,0.588333333333333,High,High,TRUE
CD004508_pub5_data,14,4,-0.369366607942843,14.6282778951315,0.193826453779403,FALSE,FALSE,0,0.506226195873662,0.269256555790263,0.270671101269632,0.24,High,Low,FALSE
CD004508_pub5_data,15,3,-0.969402989149793,0,0,FALSE,FALSE,0,0.345085414997188,0.255,0.255601170603919,0.255,Moderate,Low,FALSE
CD004661_pub4_data,1,55,-0.0462840426269661,6.7964635077164,0.00673270815804853,FALSE,FALSE,0,0.015649837291701,0.0135929270154328,0.0136066534770696,0,Robust,Robust,TRUE
CD004661_pub4_data,2,70,-0.257671175549277,10.7811275384177,0.0138711992009941,FALSE,FALSE,0,0.0252391466096938,0.0215622550768354,0.0215867922242018,0,Robust,Robust,TRUE
CD004661_pub4_data,3,55,-0.157496253618263,0,0,FALSE,FALSE,0,0.00124577582550005,0,8.31348565565598e-06,0,Robust,Robust,TRUE
CD004661_pub4_data,4,27,0.396675736954134,97.890956439754,1.08234068395175,FALSE,FALSE,0,0.215807110478345,0.195781912879508,0.195915547831786,0,Low,Robust,FALSE
CD004661_pub4_data,5,31,-0.0740444326746851,0,0,FALSE,FALSE,0,0.00304341732944763,0,2.03097586216058e-05,0,Robust,Robust,TRUE
CD004661_pub4_data,6,24,0.354462207559162,77.3948369196463,0.34672462485441,FALSE,TRUE,1,0.220966936808487,0.263123007172626,0.292646490186546,0.0833333333333333,Low,Robust,FALSE
CD004661_pub4_data,7,23,-0.00545331143910764,0.00110517552983492,3.13626611345749e-07,TRUE,FALSE,1,0.0539082904431445,0.0847848190467119,0.0906261211726403,0.0652173913043478,Robust,Robust,TRUE
CD004661_pub4_data,8,31,0.315395974003491,96.748632791781,1.10106331597445,FALSE,FALSE,0,0.232437029441993,0.193497265583562,0.193724833512698,0,Low,Robust,FALSE
CD004661_pub4_data,9,22,0.738354633136911,97.2112381349824,1.27592097523564,FALSE,FALSE,0,0.215657774230693,0.194422476269965,0.1945641866334,0,Low,Robust,FALSE
CD004661_pub4_data,10,17,0.0831697615859858,87.813455060572,0.457807678735165,TRUE,FALSE,1,0.292142716709027,0.297097498356438,0.302518907495771,0.103823529411765,Low,Robust,FALSE
CD004661_pub4_data,11,21,0.36829268415774,81.2730531537289,0.734489173313592,FALSE,FALSE,0,0.197699849684991,0.162546106307458,0.162764810284746,0,Low,Robust,FALSE
CD004661_pub4_data,12,14,0.204343664891726,87.2094429845953,0.285416036763049,FALSE,FALSE,0,0.392161933018962,0.264418885969191,0.265080691898309,0.09,Moderate,Robust,FALSE
CD004661_pub4_data,13,18,0.696088830517675,88.6412463580085,0.950694258925568,FALSE,TRUE,1,0.299227542724858,0.31561582604935,0.345311266267405,0.113333333333333,Low,Robust,FALSE
CD004661_pub4_data,14,17,0.0436570833171859,70.1042301109557,0.416835667364838,TRUE,FALSE,1,0.254828187695795,0.261679048457205,0.267087804415931,0.103823529411765,Low,Robust,FALSE
CD004661_pub4_data,15,19,0.620752240338853,48.5404349922543,0.166299851953794,FALSE,FALSE,0,0.131086019865089,0.112080869984509,0.11220769781154,0.015,Robust,Robust,TRUE
CD004661_pub4_data,16,6,0.214119165109406,0,0,FALSE,TRUE,1,0.356569714550027,0.318333333333333,0.348282080177178,0.293333333333333,Moderate,Low,FALSE
CD004661_pub4_data,17,4,-0.0095393677102157,0,0,TRUE,FALSE,1,0.44392141399084,0.565,0.587373516276215,0.49,Moderate,Moderate,TRUE
CD004661_pub4_data,18,4,-0.130659698635371,0.00668438092748439,6.09071927442644e-06,FALSE,FALSE,0,0.312865482533268,0.240013368761855,0.240416118937173,0.24,Moderate,Low,FALSE
CD004661_pub4_data,19,8,-0.0831205342147063,39.0198550948696,0.0082994767382697,FALSE,TRUE,1,0.349920084134821,0.420539710189739,0.464775648621138,0.305,Moderate,Moderate,TRUE
CD004661_pub4_data,20,6,-0.0612680934169495,42.9737285250013,0.0180341273199751,TRUE,FALSE,1,0.375092637058,0.404280790383336,0.41181317952809,0.293333333333333,Moderate,Low,FALSE
CD004661_pub4_data,21,7,-0.0477496078106942,62.7698550569403,0.0641731849151623,TRUE,FALSE,1,0.44658855496901,0.506253995828167,0.519102407967912,0.337857142857143,Moderate,Moderate,TRUE
CD004661_pub4_data,22,4,-0.0726393384225903,38.1422005023454,0.00941304833448988,TRUE,TRUE,1,0.578546645574861,0.728784401004691,0.772572437338159,0.615,High,High,TRUE
CD004661_pub4_data,25,4,0.166267278564078,51.5280415091623,0.0635493915689438,TRUE,TRUE,1,0.590030686462429,0.593056083018325,0.593035893518452,0.49,High,Moderate,FALSE
CD004667_pub6_data,1,60,0.175768210858175,0.0126253506102407,2.12289938049715e-06,FALSE,FALSE,0,0.000783494141760594,2.52507012204814e-05,3.03107175070354e-05,0,Robust,Robust,TRUE
CD004667_pub6_data,2,64,-0.111167691962068,14.7422890053893,0.00521771035547181,FALSE,FALSE,0,0.0306331067677226,0.0294845780107786,0.0294922425336811,0,Robust,Robust,TRUE
CD004667_pub6_data,3,60,-0.218419256623136,38.1557110497304,0.0116733591633278,FALSE,FALSE,0,0.0910943822585132,0.0763114220994608,0.0763878293522184,0,Robust,Robust,TRUE
CD004667_pub6_data,4,48,0.07357741096994,33.2026609901674,0.00925421101880131,FALSE,FALSE,0,0.0674030895256029,0.0664053219803348,0.066411980422412,0,Robust,Robust,TRUE
CD004667_pub6_data,5,48,0.218164547601006,0,0,FALSE,FALSE,0,0.0879724486680336,0,0.000448042144375711,0,Robust,Robust,TRUE
CD004667_pub6_data,6,40,-0.0686626712600127,23.829939520208,0.0187290184241845,FALSE,TRUE,1,0.121645784819026,0.177659879040416,0.213051843710277,0.1,Robust,Robust,TRUE
CD004667_pub6_data,7,40,-0.15420968856885,0,0,FALSE,FALSE,0,0.00524932378246107,0,3.50305224054793e-05,0,Robust,Robust,TRUE
CD004667_pub6_data,9,3,-0.238738237993463,0,0,FALSE,FALSE,0,0.355611724099886,0.255,0.255560193910132,0.255,Moderate,Low,FALSE
CD004667_pub6_data,10,14,-0.102722121719142,42.3632669751689,0.0154142158251902,FALSE,TRUE,1,0.279555357700384,0.360440819664624,0.410994994569291,0.232857142857143,Low,Low,TRUE
CD004667_pub6_data,11,14,-0.137483169579215,0,0,FALSE,FALSE,0,0.0931599634900302,0.09,0.0900210875107777,0.09,Robust,Robust,TRUE
CD004667_pub6_data,12,15,-0.233115191481791,36.6991232997373,0.0131887954519875,FALSE,FALSE,0,0.205500112177699,0.148398246599475,0.148690328896738,0.075,Low,Robust,FALSE
CD004667_pub6_data,13,7,0.0981622432563804,0,0,FALSE,FALSE,0,0.245858727117119,0.195,0.195291730864026,0.195,Low,Low,TRUE
CD004667_pub6_data,14,11,-0.0894926689370852,0,0,FALSE,FALSE,0,0.138808750404511,0.135,0.13502541708645,0.135,Robust,Robust,TRUE
CD004667_pub6_data,15,8,0.290317467714554,50.2485110237456,0.0317563966220491,FALSE,FALSE,0,0.289781023641189,0.280497022047491,0.280558977346748,0.18,Low,Low,TRUE
CD004667_pub6_data,18,11,4.2904649150335,97.6124808084386,2.44742809399596,FALSE,FALSE,0,0.367966319796316,0.330224961616877,0.330476822532322,0.135,Moderate,Robust,FALSE
CD004667_pub6_data,20,8,-0.0880452571687937,0,0,FALSE,FALSE,0,0.190140490941736,0.18,0.180067670943889,0.18,Low,Low,TRUE
CD004667_pub6_data,22,13,-0.0620701443758518,15.1522649540248,0.033340740484428,TRUE,FALSE,1,0.17889214731524,0.18530452990805,0.188828124798475,0.143461538461538,Low,Robust,FALSE
CD004667_pub6_data,23,13,-0.131726484364082,34.1704142780403,0.0247605065673854,FALSE,TRUE,1,0.206780771575523,0.223340828556081,0.236986381421383,0.143461538461538,Low,Robust,FALSE
CD004667_pub6_data,24,12,-0.20078433626246,4.48678802084825e-05,6.92693965534897e-08,FALSE,TRUE,1,0.267755238872312,0.28250008973576,0.327025482789725,0.245,Low,Low,TRUE
CD004703_pub3_data,1,40,-0.0975954516971295,0,0,FALSE,FALSE,0,0.012773581570678,0,8.52424529241106e-05,0,Robust,Robust,TRUE
CD004703_pub3_data,2,26,-0.539647312214562,0,0,FALSE,FALSE,0,0.0137930286972735,0,9.20455702187084e-05,0,Robust,Robust,TRUE
CD004703_pub3_data,3,33,-0.179893888695612,0,0,FALSE,FALSE,0,0.0131190936024307,0,8.75481721883928e-05,0,Robust,Robust,TRUE
CD004703_pub3_data,4,3,-0.0501178089299215,0,0,FALSE,FALSE,0,0.262517671339488,0.255,0.255050167976907,0.255,Low,Low,TRUE
CD004703_pub3_data,5,15,-0.150247319469199,0,0,FALSE,FALSE,0,0.105610897016568,0.075,0.0751820324570119,0.075,Robust,Robust,TRUE
CD004736_pub6_data,1,39,-1.60591787898212,85.9437135058018,0.676975819194244,FALSE,FALSE,0,0.180487704462775,0.171887427011604,0.171944819587187,0,Low,Robust,FALSE
CD004736_pub6_data,2,39,-1.653651592925,83.1486629635817,0.658643340085607,FALSE,FALSE,0,0.174649951739049,0.166297325927163,0.166353065839155,0,Low,Robust,FALSE
CD004736_pub6_data,3,39,-1.69871293752783,79.3752869428366,0.665414413125747,FALSE,FALSE,0,0.167661996732606,0.158750573885673,0.158810042840274,0,Low,Robust,FALSE
CD004736_pub6_data,4,38,-1.65728739455227,83.9204338144574,0.672474179630832,FALSE,FALSE,0,0.176360929448404,0.167840867628915,0.167897724898314,0,Low,Robust,FALSE
CD004736_pub6_data,5,38,-1.67724855136728,83.3758076926484,0.673451047551126,FALSE,FALSE,0,0.175420930379489,0.166751615385297,0.166809468671878,0,Low,Robust,FALSE
CD004736_pub6_data,6,20,-1.24868511447465,84.6777235316121,0.437322248044571,FALSE,FALSE,0,0.184282851334048,0.169355447063224,0.169455062707341,0,Low,Robust,FALSE
CD004736_pub6_data,7,19,-1.20572722450063,83.6418261602466,0.419856518963618,FALSE,FALSE,0,0.197211993995805,0.182283652320493,0.182383274220228,0.015,Low,Robust,FALSE
CD004736_pub6_data,8,20,-1.27781730621807,83.8118644416621,0.551769597903404,FALSE,FALSE,0,0.183483613045322,0.167623728883324,0.167729567282804,0,Low,Robust,FALSE
CD004736_pub6_data,9,21,-0.825772145886983,95.3859930262985,1.25435590786673,FALSE,FALSE,0,0.205944904331356,0.190771986052597,0.190873240095165,0,Low,Robust,FALSE
CD004736_pub6_data,10,27,-1.06935213635049,88.9077316682674,0.632589725109716,FALSE,FALSE,0,0.191709203348172,0.177815463336535,0.177908180987597,0,Low,Robust,FALSE
CD004736_pub6_data,11,22,-0.771708667582212,68.6767980441482,0.227806444883487,FALSE,FALSE,0,0.148082805307754,0.137353596088296,0.137425195749421,0,Robust,Robust,TRUE
CD004736_pub6_data,12,22,-0.712956744270846,74.2556050159167,0.230906149036523,FALSE,FALSE,0,0.159029892721423,0.148511210031833,0.148581404777843,0,Low,Robust,FALSE
CD004736_pub6_data,13,22,-0.794864873253312,70.9713518330981,0.264987108622502,FALSE,FALSE,0,0.154057504795961,0.141942703666196,0.142023549853248,0,Low,Robust,FALSE
CD004736_pub6_data,14,23,-0.912630663718757,59.8882956702773,0.33414151216038,FALSE,FALSE,0,0.129678912204429,0.119776591340555,0.119842672894534,0,Robust,Robust,TRUE
CD004736_pub6_data,15,20,-0.809314234813625,61.1401394855729,0.307788605968728,FALSE,FALSE,0,0.137696564388608,0.122280278971146,0.122383157085376,0,Robust,Robust,TRUE
CD004736_pub6_data,16,13,-0.0794566256947262,27.3397633315031,0.0634128280163487,TRUE,TRUE,1,0.257747145036856,0.236602603586083,0.236743708300469,0.181923076923077,Low,Low,TRUE
CD004736_pub6_data,17,28,0.412169067724903,62.5874606201299,0.292752325168368,FALSE,FALSE,0,0.134656633236039,0.12517492124026,0.125238195928253,0,Robust,Robust,TRUE
CD004736_pub6_data,18,29,0.388206288780201,49.321234550395,0.132736962187896,FALSE,FALSE,0,0.111049179126404,0.09864246910079,0.0987252632951551,0,Robust,Robust,TRUE
CD004736_pub6_data,19,29,0.261962020984524,64.1608581166149,0.13600477223434,FALSE,TRUE,1,0.179868031216995,0.173149302440126,0.185504149962253,0.0344827586206897,Low,Robust,FALSE
CD004736_pub6_data,20,33,0.261065452543693,60.6948042504734,0.133556580758365,FALSE,TRUE,1,0.168126980007108,0.160783547894886,0.171650441709853,0.0303030303030303,Low,Robust,FALSE
CD004736_pub6_data,21,29,0.256912389493747,64.0145909077339,0.13514234579883,FALSE,TRUE,1,0.17947008733336,0.172856768022364,0.185210912111285,0.0344827586206897,Low,Robust,FALSE
CD004736_pub6_data,22,24,-0.032759879309715,0,0,FALSE,FALSE,0,0.00616915333292227,0,4.11688577438924e-05,0,Robust,Robust,TRUE
CD004736_pub6_data,23,24,-0.080914536201918,0,0,FALSE,FALSE,0,0.0111886652586948,0,7.46657674921241e-05,0,Robust,Robust,TRUE
CD004736_pub6_data,24,22,-0.170216111527597,0,0,FALSE,FALSE,0,0.0180876001185578,0,0.000105538023662533,0,Robust,Robust,TRUE
CD004736_pub6_data,25,24,-0.569872292170037,62.6963931432592,0.599390636469083,FALSE,TRUE,1,0.261317428757247,0.260809452953185,0.298054946062766,0.104166666666667,Low,Robust,FALSE
CD004736_pub6_data,26,22,-0.178655372803787,0,0,FALSE,FALSE,0,0.019342030234691,0,0.0001139092623421,0,Robust,Robust,TRUE
CD004736_pub6_data,27,9,-0.085543345240152,0,0,FALSE,FALSE,0,0.170956930045541,0.165,0.16503975261959,0.165,Low,Low,TRUE
CD004736_pub6_data,28,26,-0.183171768442347,7.15389486759237,0.00741991706305785,FALSE,FALSE,0,0.0294369357029395,0.0143077897351847,0.0143959183240715,0,Robust,Robust,TRUE
CD004736_pub6_data,29,26,-0.422529620186301,61.6378019862312,0.188725685198441,FALSE,FALSE,0,0.14723199112406,0.123275603972462,0.123435473089257,0,Robust,Robust,TRUE
