"paired_analyses","sign_match_rate","spearman_log_or_vs_rd","both_sig","or_sig_only","rd_sig_only","neither_sig","sparse_sign_match_rate","double_zero_sign_match_rate"
3862,0.925,0.914,1036,226,212,2388,0.903,0.901
