scenario,iter,method,est,se,ci_lb,ci_ub,true
S1_Standard_k10,136,ARP_v2,0.185,0.0829,-0.0062,0.3761,0.3
S1_Standard_k10,137,REML,0.234018977354471,0.055346509738265,0.125541811597477,0.342496143111466,0.3
S1_Standard_k10,137,HKSJ,0.234018977354471,0.0507498159315779,0.119214917734162,0.348823036974781,0.3
S1_Standard_k10,137,MWM_v2,0.2329,0.0561,0.1035,0.3624,0.3
S1_Standard_k10,137,SIT_v2,0.2047,0.0583,0.0704,0.3391,0.3
S1_Standard_k10,137,ARP_v2,0.2342,0.0524,0.1134,0.355,0.3
S1_Standard_k10,138,REML,0.304420007327607,0.0820003248207374,0.143702323958376,0.465137690696838,0.3
S1_Standard_k10,138,HKSJ,0.304420007327607,0.0881086253061495,0.105104449486998,0.503735565168217,0.3
S1_Standard_k10,138,MWM_v2,0.3083,0.0822,0.1188,0.4979,0.3
S1_Standard_k10,138,SIT_v2,0.3859,0.0943,0.1684,0.6034,0.3
S1_Standard_k10,138,ARP_v2,0.3041,0.0843,0.1097,0.4985,0.3
S1_Standard_k10,139,REML,0.241320039155183,0.0562806671376594,0.131011958539484,0.351628119770882,0.3
S1_Standard_k10,139,HKSJ,0.241320039155183,0.0559160958619576,0.114829042385344,0.367811035925021,0.3
S1_Standard_k10,139,MWM_v2,0.2392,0.0569,0.108,0.3703,0.3
S1_Standard_k10,139,SIT_v2,0.2452,0.0596,0.1078,0.3826,0.3
S1_Standard_k10,139,ARP_v2,0.2415,0.056,0.1123,0.3706,0.3
S1_Standard_k10,140,REML,0.396400793849089,0.0545951090432614,0.28939634639226,0.503405241305918,0.3
S1_Standard_k10,140,HKSJ,0.396400793849089,0.0486269753324878,0.28639893329549,0.506402654402688,0.3
S1_Standard_k10,140,MWM_v2,0.4042,0.0552,0.277,0.5314,0.3
S1_Standard_k10,140,SIT_v2,0.4335,0.0531,0.3109,0.556,0.3
S1_Standard_k10,140,ARP_v2,0.3964,0.0529,0.2744,0.5184,0.3
S1_Standard_k10,141,REML,0.222503328900503,0.133520188304019,-0.0391914313843813,0.484198089185386,0.3
S1_Standard_k10,141,HKSJ,0.222503328900503,0.129837864707213,-0.0712103267493426,0.516216984550348,0.3
S1_Standard_k10,141,MWM_v2,0.2066,0.134,-0.1024,0.5156,0.3
S1_Standard_k10,141,SIT_v2,0.116,0.1375,-0.201,0.433,0.3
S1_Standard_k10,141,ARP_v2,0.2222,0.1344,-0.0878,0.5322,0.3
S1_Standard_k10,142,REML,0.254916619801339,0.0884459125100548,0.0815658167018506,0.428267422900827,0.3
S1_Standard_k10,142,HKSJ,0.254916619801339,0.0896643384234566,0.0520817943891539,0.457751445213523,0.3
S1_Standard_k10,142,MWM_v2,0.2562,0.089,0.051,0.4613,0.3
S1_Standard_k10,142,SIT_v2,0.2139,0.0956,-0.0066,0.4344,0.3
S1_Standard_k10,142,ARP_v2,0.2544,0.088,0.0515,0.4574,0.3
S1_Standard_k10,143,REML,0.399536285147774,0.0940166317210377,0.215267073026774,0.583805497268773,0.3
S1_Standard_k10,143,HKSJ,0.399536285147774,0.094465401171682,0.185840701250647,0.6132318690449,0.3
S1_Standard_k10,143,MWM_v2,0.3957,0.0943,0.1783,0.6132,0.3
S1_Standard_k10,143,SIT_v2,0.329,0.0994,0.0997,0.5583,0.3
S1_Standard_k10,143,ARP_v2,0.3995,0.0937,0.1835,0.6156,0.3
S1_Standard_k10,144,REML,0.277160144894383,0.0584272542270741,0.162644830893752,0.391675458895014,0.3
S1_Standard_k10,144,HKSJ,0.277160144894383,0.0568461000822014,0.148565332416288,0.405754957372479,0.3
S1_Standard_k10,144,MWM_v2,0.2687,0.059,0.1327,0.4047,0.3
S1_Standard_k10,144,SIT_v2,0.2207,0.0631,0.0752,0.3661,0.3
S1_Standard_k10,144,ARP_v2,0.2778,0.0573,0.1456,0.41,0.3
S1_Standard_k10,145,REML,0.295564317176773,0.0511608658263029,0.195290862739333,0.395837771614213,0.3
S1_Standard_k10,145,HKSJ,0.295564317176773,0.0548116952989494,0.171571648051142,0.419556986302404,0.3
S1_Standard_k10,145,MWM_v2,0.2915,0.0515,0.1728,0.4103,0.3
S1_Standard_k10,145,SIT_v2,0.2477,0.0603,0.1086,0.3867,0.3
S1_Standard_k10,145,ARP_v2,0.2949,0.0539,0.1707,0.419,0.3
S1_Standard_k10,146,REML,0.333319471843088,0.088172782527794,0.160503993671929,0.506134950014246,0.3
S1_Standard_k10,146,HKSJ,0.333319471843088,0.0871370718766615,0.136201720552036,0.530437223134139,0.3
S1_Standard_k10,146,MWM_v2,0.3323,0.0885,0.1282,0.5364,0.3
S1_Standard_k10,146,SIT_v2,0.3464,0.0884,0.1426,0.5501,0.3
S1_Standard_k10,146,ARP_v2,0.3332,0.0876,0.1311,0.5353,0.3
S1_Standard_k10,147,REML,0.264306491902908,0.0817180485248724,0.104142059907262,0.424470923898554,0.3
S1_Standard_k10,147,HKSJ,0.264306491902908,0.0784037338244011,0.0869449238419152,0.441668059963901,0.3
S1_Standard_k10,147,MWM_v2,0.2606,0.0821,0.0712,0.45,0.3
S1_Standard_k10,147,SIT_v2,0.2267,0.0846,0.0317,0.4218,0.3
S1_Standard_k10,147,ARP_v2,0.2643,0.0805,0.0786,0.4499,0.3
S1_Standard_k10,148,REML,0.374354864537196,0.0652887240040808,0.246391316892622,0.50231841218177,0.3
S1_Standard_k10,148,HKSJ,0.374354864537196,0.06797391780806,0.220587179484236,0.528122549590155,0.3
S1_Standard_k10,148,MWM_v2,0.3771,0.0655,0.226,0.5283,0.3
S1_Standard_k10,148,SIT_v2,0.4269,0.0717,0.2616,0.5922,0.3
S1_Standard_k10,148,ARP_v2,0.3744,0.0668,0.2203,0.5285,0.3
S1_Standard_k10,149,REML,0.412378427666112,0.0720859718834855,0.271092518983913,0.55366433634831,0.3
S1_Standard_k10,149,HKSJ,0.412378427666112,0.0715800929009252,0.250453007796523,0.574303847535701,0.3
S1_Standard_k10,149,MWM_v2,0.4105,0.0725,0.2433,0.5777,0.3
S1_Standard_k10,149,SIT_v2,0.4324,0.0757,0.2577,0.607,0.3
S1_Standard_k10,149,ARP_v2,0.4124,0.0717,0.2472,0.5777,0.3
S1_Standard_k10,150,REML,0.310235421025963,0.110768936509577,0.0931322948613888,0.527338547190538,0.3
S1_Standard_k10,150,HKSJ,0.310235421025963,0.109523412388167,0.0624762491979704,0.557994592853957,0.3
S1_Standard_k10,150,MWM_v2,0.2957,0.1111,0.0396,0.5518,0.3
S1_Standard_k10,150,SIT_v2,0.2106,0.1157,-0.0562,0.4774,0.3
S1_Standard_k10,150,ARP_v2,0.3103,0.1101,0.0564,0.5642,0.3
S1_Standard_k10,151,REML,0.32969321823408,0.0918823421046424,0.149607136893792,0.509779299574367,0.3
S1_Standard_k10,151,HKSJ,0.32969321823408,0.0965280240993421,0.111331657106995,0.548054779361164,0.3
S1_Standard_k10,151,MWM_v2,0.3259,0.0922,0.1133,0.5385,0.3
S1_Standard_k10,151,SIT_v2,0.2588,0.1014,0.025,0.4926,0.3
S1_Standard_k10,151,ARP_v2,0.3298,0.0934,0.1143,0.5452,0.3
S1_Standard_k10,152,REML,0.359939343078856,0.0480015360737319,0.265858061171741,0.454020624985971,0.3
S1_Standard_k10,152,HKSJ,0.359939343078856,0.0349698938459929,0.28083194723285,0.439046738924862,0.3
S1_Standard_k10,152,MWM_v2,0.3652,0.0484,0.2537,0.4767,0.3
S1_Standard_k10,152,SIT_v2,0.375,0.0369,0.2899,0.4602,0.3
S1_Standard_k10,152,ARP_v2,0.3599,0.0434,0.2598,0.4601,0.3
S1_Standard_k10,153,REML,0.225914742223631,0.0965843316187576,0.0366129307799927,0.415216553667269,0.3
S1_Standard_k10,153,HKSJ,0.225914742223631,0.0933357647668251,0.0147745734111089,0.437054911036152,0.3
S1_Standard_k10,153,MWM_v2,0.2339,0.0969,0.0105,0.4574,0.3
S1_Standard_k10,153,SIT_v2,0.2919,0.0991,0.0633,0.5206,0.3
S1_Standard_k10,153,ARP_v2,0.226,0.0963,0.0039,0.4481,0.3
S1_Standard_k10,154,REML,0.370682168453093,0.047758050622484,0.277078109261183,0.464286227645002,0.3
S1_Standard_k10,154,HKSJ,0.370682168453093,0.0543980018083362,0.247625339020455,0.49373899788573,0.3
S1_Standard_k10,154,MWM_v2,0.3648,0.048,0.254,0.4756,0.3
S1_Standard_k10,154,SIT_v2,0.3025,0.0623,0.1589,0.4461,0.3
S1_Standard_k10,154,ARP_v2,0.3688,0.0537,0.2449,0.4927,0.3
S1_Standard_k10,155,REML,0.180063487045525,0.0633416512949229,0.0559161317861814,0.304210842304869,0.3
S1_Standard_k10,155,HKSJ,0.180063487045525,0.0608688644212014,0.0423685494037117,0.317758424687339,0.3
S1_Standard_k10,155,MWM_v2,0.1771,0.0641,0.0294,0.3248,0.3
S1_Standard_k10,155,SIT_v2,0.1851,0.0637,0.038,0.3321,0.3
S1_Standard_k10,155,ARP_v2,0.1801,0.0618,0.0377,0.3225,0.3
S1_Standard_k10,156,REML,0.290253988884927,0.0595234351442828,0.173590199766027,0.406917778003827,0.3
S1_Standard_k10,156,HKSJ,0.290253988884927,0.0669976910106503,0.138694682274244,0.44181329549561,0.3
S1_Standard_k10,156,MWM_v2,0.2919,0.06,0.1536,0.4303,0.3
S1_Standard_k10,156,SIT_v2,0.2532,0.0714,0.0884,0.4179,0.3
S1_Standard_k10,156,ARP_v2,0.2914,0.0652,0.141,0.4417,0.3
S1_Standard_k10,157,REML,0.271804553813085,0.122117957402429,0.0324577554387286,0.511151352187442,0.3
S1_Standard_k10,157,HKSJ,0.271804553813085,0.123415924674331,-0.00738166419231545,0.550990771818486,0.3
S1_Standard_k10,157,MWM_v2,0.2657,0.1226,-0.017,0.5484,0.3
S1_Standard_k10,157,SIT_v2,0.2295,0.1251,-0.059,0.5179,0.3
S1_Standard_k10,157,ARP_v2,0.2721,0.1211,-0.0071,0.5514,0.3
S1_Standard_k10,158,REML,0.345143239764577,0.0691553123036355,0.209601318309832,0.480685161219323,0.3
S1_Standard_k10,158,HKSJ,0.345143239764577,0.0653903422048197,0.197220008768119,0.493066470761036,0.3
S1_Standard_k10,158,MWM_v2,0.3466,0.0696,0.186,0.5071,0.3
S1_Standard_k10,158,SIT_v2,0.3815,0.0692,0.2219,0.5411,0.3
S1_Standard_k10,158,ARP_v2,0.3451,0.0674,0.1896,0.5006,0.3
S1_Standard_k10,159,REML,0.412515684447318,0.11735468026899,0.182504737702884,0.642526631191752,0.3
S1_Standard_k10,159,HKSJ,0.412515684447318,0.120937531197896,0.138935981996866,0.68609538689777,0.3
S1_Standard_k10,159,MWM_v2,0.4131,0.1178,0.1415,0.6847,0.3
S1_Standard_k10,159,SIT_v2,0.3374,0.1268,0.045,0.6297,0.3
S1_Standard_k10,159,ARP_v2,0.4129,0.1162,0.145,0.6809,0.3
S1_Standard_k10,160,REML,0.198863658432532,0.090955534430565,0.0205940867540322,0.377133230111032,0.3
S1_Standard_k10,160,HKSJ,0.198863658432532,0.0909660425912563,-0.0069158263866847,0.404643143251749,0.3
S1_Standard_k10,160,MWM_v2,0.2042,0.0912,-0.0062,0.4145,0.3
S1_Standard_k10,160,SIT_v2,0.1986,0.0922,-0.014,0.4113,0.3
S1_Standard_k10,160,ARP_v2,0.1989,0.0914,-0.012,0.4097,0.3
S1_Standard_k10,161,REML,0.0522730450576422,0.11260276229532,-0.16842431360091,0.272970403716194,0.3
S1_Standard_k10,161,HKSJ,0.0522730450576422,0.114052747361873,-0.205732194323833,0.310278284439118,0.3
S1_Standard_k10,161,MWM_v2,0.0436,0.113,-0.2171,0.3042,0.3
S1_Standard_k10,161,SIT_v2,-0.0205,0.1202,-0.2977,0.2567,0.3
S1_Standard_k10,161,ARP_v2,0.0525,0.1114,-0.2044,0.3094,0.3
S1_Standard_k10,162,REML,0.259038483818014,0.105541722496329,0.0521805088588881,0.465896458777139,0.3
S1_Standard_k10,162,HKSJ,0.259038483818014,0.109234233176187,0.0119334808157331,0.506143486820294,0.3
S1_Standard_k10,162,MWM_v2,0.2583,0.1058,0.0143,0.5023,0.3
S1_Standard_k10,162,SIT_v2,0.2646,0.1097,0.0117,0.5175,0.3
S1_Standard_k10,162,ARP_v2,0.259,0.1053,0.016,0.5019,0.3
S1_Standard_k10,163,REML,0.179727792589115,0.12039427041383,-0.0562406413669686,0.415696226545198,0.3
S1_Standard_k10,163,HKSJ,0.179727792589115,0.124870872355664,-0.10274974573511,0.46220533091334,0.3
S1_Standard_k10,163,MWM_v2,0.1814,0.1208,-0.0973,0.4601,0.3
S1_Standard_k10,163,SIT_v2,0.2469,0.1307,-0.0544,0.5483,0.3
S1_Standard_k10,163,ARP_v2,0.1798,0.1201,-0.0972,0.4568,0.3
S1_Standard_k10,164,REML,0.284857996154276,0.0961445918995781,0.0964180587228017,0.473297933585751,0.3
S1_Standard_k10,164,HKSJ,0.284857996154276,0.0953514443629891,0.069158043305386,0.500557949003166,0.3
S1_Standard_k10,164,MWM_v2,0.2745,0.0964,0.0523,0.4967,0.3
S1_Standard_k10,164,SIT_v2,0.2169,0.1013,-0.0166,0.4505,0.3
S1_Standard_k10,164,ARP_v2,0.2848,0.0961,0.0631,0.5065,0.3
S1_Standard_k10,165,REML,0.261012966063373,0.064374816446074,0.134840644317691,0.387185287809055,0.3
S1_Standard_k10,165,HKSJ,0.261012966063373,0.0635055113210894,0.117353518751208,0.404672413375538,0.3
S1_Standard_k10,165,MWM_v2,0.2492,0.0648,0.0997,0.3986,0.3
S1_Standard_k10,165,SIT_v2,0.1826,0.0702,0.0207,0.3446,0.3
S1_Standard_k10,165,ARP_v2,0.2614,0.0638,0.1143,0.4085,0.3
S1_Standard_k10,166,REML,0.234767550136403,0.0817616851731219,0.074517591881782,0.395017508391025,0.3
S1_Standard_k10,166,HKSJ,0.234767550136403,0.0839973628784484,0.0447523140447614,0.424782786228046,0.3
S1_Standard_k10,166,MWM_v2,0.2344,0.082,0.0453,0.4234,0.3
S1_Standard_k10,166,SIT_v2,0.2413,0.0845,0.0465,0.4362,0.3
S1_Standard_k10,166,ARP_v2,0.2348,0.0824,0.0448,0.4248,0.3
S1_Standard_k10,167,REML,0.184508418233022,0.108272221482289,-0.0277012363984075,0.396718072864452,0.3
S1_Standard_k10,167,HKSJ,0.184508418233022,0.106795059708974,-0.0570787910390958,0.42609562750514,0.3
S1_Standard_k10,167,MWM_v2,0.1786,0.1087,-0.072,0.4292,0.3
S1_Standard_k10,167,SIT_v2,0.1693,0.1077,-0.0791,0.4177,0.3
S1_Standard_k10,167,ARP_v2,0.1846,0.1077,-0.0639,0.433,0.3
S1_Standard_k10,168,REML,0.263276395908687,0.0838066890026591,0.0990183037999262,0.427534488017448,0.3
S1_Standard_k10,168,HKSJ,0.263276395908687,0.0853137270587454,0.070283337157735,0.456269454659639,0.3
S1_Standard_k10,168,MWM_v2,0.2611,0.084,0.0674,0.4547,0.3
S1_Standard_k10,168,SIT_v2,0.2611,0.0859,0.063,0.4591,0.3
S1_Standard_k10,168,ARP_v2,0.2633,0.0843,0.069,0.4576,0.3
S1_Standard_k10,169,REML,0.305660019817826,0.0992459075847648,0.111141615338696,0.500178424296956,0.3
S1_Standard_k10,169,HKSJ,0.305660019817826,0.0987311991122629,0.0823145305543648,0.529005509081287,0.3
S1_Standard_k10,169,MWM_v2,0.3124,0.0995,0.0829,0.542,0.3
S1_Standard_k10,169,SIT_v2,0.3073,0.0989,0.0793,0.5354,0.3
S1_Standard_k10,169,ARP_v2,0.3057,0.0996,0.076,0.5353,0.3
S1_Standard_k10,170,REML,0.253728495527817,0.0961956622062673,0.0651884621345522,0.442268528921082,0.3
S1_Standard_k10,170,HKSJ,0.253728495527817,0.094289083998462,0.0404317687870145,0.467025222268619,0.3
S1_Standard_k10,170,MWM_v2,0.2471,0.0965,0.0244,0.4697,0.3
S1_Standard_k10,170,SIT_v2,0.1805,0.0993,-0.0485,0.4095,0.3
S1_Standard_k10,170,ARP_v2,0.2537,0.0963,0.0316,0.4758,0.3
S1_Standard_k10,171,REML,0.183987948886749,0.0844406841945054,0.0184872490355973,0.3494886487379,0.3
S1_Standard_k10,171,HKSJ,0.183987948886749,0.0842041537096543,-0.00649508056490705,0.374470978338404,0.3
S1_Standard_k10,171,MWM_v2,0.183,0.0848,-0.0125,0.3786,0.3
S1_Standard_k10,171,SIT_v2,0.1882,0.0851,-0.0082,0.3845,0.3
S1_Standard_k10,171,ARP_v2,0.184,0.0844,-0.0107,0.3787,0.3
S1_Standard_k10,172,REML,0.185578742926295,0.0954398284252695,-0.00147988347791575,0.372637369330505,0.3
S1_Standard_k10,172,HKSJ,0.185578742926295,0.0948448214682731,-0.0289751493124763,0.400132635165066,0.3
S1_Standard_k10,172,MWM_v2,0.1915,0.0958,-0.0295,0.4125,0.3
S1_Standard_k10,172,SIT_v2,0.2567,0.1005,0.025,0.4884,0.3
S1_Standard_k10,172,ARP_v2,0.1856,0.095,-0.0336,0.4047,0.3
S1_Standard_k10,173,REML,0.386123303248279,0.0479739092880917,0.292096168846027,0.48015043765053,0.3
S1_Standard_k10,173,HKSJ,0.386123303248279,0.0458863966165789,0.282321062467085,0.489925544029472,0.3
S1_Standard_k10,173,MWM_v2,0.3882,0.0483,0.2768,0.4995,0.3
S1_Standard_k10,173,SIT_v2,0.4033,0.0482,0.2921,0.5144,0.3
S1_Standard_k10,173,ARP_v2,0.3861,0.0474,0.2768,0.4955,0.3
S1_Standard_k10,174,REML,0.287022736155564,0.125028971156231,0.041970455665254,0.532075016645873,0.3
S1_Standard_k10,174,HKSJ,0.287022736155564,0.127708793593827,-0.00187462602502853,0.575920098336156,0.3
S1_Standard_k10,174,MWM_v2,0.2982,0.1254,0.0092,0.5873,0.3
S1_Standard_k10,174,SIT_v2,0.3762,0.1341,0.0671,0.6854,0.3
S1_Standard_k10,174,ARP_v2,0.2867,0.1236,0.0017,0.5718,0.3
S1_Standard_k10,175,REML,0.138351229764477,0.0994932759357155,-0.056652007773431,0.333354467302385,0.3
S1_Standard_k10,175,HKSJ,0.138351229764477,0.0990375571670241,-0.0856872895669433,0.362389749095897,0.3
S1_Standard_k10,175,MWM_v2,0.1389,0.0999,-0.0916,0.3694,0.3
S1_Standard_k10,175,SIT_v2,0.195,0.1045,-0.046,0.436,0.3
S1_Standard_k10,175,ARP_v2,0.1383,0.0989,-0.0897,0.3664,0.3
S1_Standard_k10,176,REML,0.269507876111231,0.083993330562298,0.10488397326756,0.434131778954902,0.3
S1_Standard_k10,176,HKSJ,0.269507876111231,0.0933207728720666,0.0584016213208211,0.480614130901641,0.3
S1_Standard_k10,176,MWM_v2,0.2551,0.0843,0.0607,0.4494,0.3
S1_Standard_k10,176,SIT_v2,0.1841,0.0994,-0.0452,0.4134,0.3
S1_Standard_k10,176,ARP_v2,0.2695,0.0889,0.0645,0.4746,0.3
S1_Standard_k10,177,REML,0.261193946661266,0.0750420050197159,0.114114319494949,0.408273573827583,0.3
S1_Standard_k10,177,HKSJ,0.261193946661266,0.0771566642478685,0.086653445975334,0.435734447347198,0.3
S1_Standard_k10,177,MWM_v2,0.2715,0.0755,0.0974,0.4456,0.3
S1_Standard_k10,177,SIT_v2,0.3527,0.0862,0.1539,0.5515,0.3
S1_Standard_k10,177,ARP_v2,0.2611,0.0764,0.0849,0.4372,0.3
S1_Standard_k10,178,REML,0.249903246736471,0.0877700131866243,0.0778771819680814,0.42192931150486,0.3
S1_Standard_k10,178,HKSJ,0.249903246736471,0.0879786079831255,0.0508818085144279,0.448924684958513,0.3
S1_Standard_k10,178,MWM_v2,0.2407,0.0883,0.0372,0.4443,0.3
S1_Standard_k10,178,SIT_v2,0.2235,0.0954,0.0036,0.4435,0.3
S1_Standard_k10,178,ARP_v2,0.2499,0.088,0.0471,0.4528,0.3
S1_Standard_k10,179,REML,0.315661011567657,0.0559514354086766,0.205998213283332,0.425323809851983,0.3
S1_Standard_k10,179,HKSJ,0.315661011567657,0.060570664063082,0.178640650001913,0.452681373133402,0.3
S1_Standard_k10,179,MWM_v2,0.3083,0.0562,0.1787,0.438,0.3
S1_Standard_k10,179,SIT_v2,0.2637,0.0646,0.1147,0.4127,0.3
S1_Standard_k10,179,ARP_v2,0.3133,0.0593,0.1765,0.4501,0.3
S1_Standard_k10,180,REML,0.390843201895615,0.084703240327541,0.224827901479794,0.556858502311436,0.3
S1_Standard_k10,180,HKSJ,0.390843201895615,0.0843527543384569,0.200024014467117,0.581662389324113,0.3
S1_Standard_k10,180,MWM_v2,0.3958,0.0851,0.1996,0.592,0.3
S1_Standard_k10,180,SIT_v2,0.4437,0.0891,0.2384,0.6491,0.3
S1_Standard_k10,180,ARP_v2,0.3909,0.0849,0.195,0.5867,0.3
S1_Standard_k10,181,REML,0.243144913945027,0.073009008482543,0.100049886772263,0.38623994111779,0.3
S1_Standard_k10,181,HKSJ,0.243144913945027,0.0691959069601114,0.0866128973788925,0.399676930511161,0.3
S1_Standard_k10,181,MWM_v2,0.2421,0.0738,0.072,0.4123,0.3
S1_Standard_k10,181,SIT_v2,0.2031,0.0769,0.0258,0.3804,0.3
S1_Standard_k10,181,ARP_v2,0.2435,0.0708,0.0803,0.4067,0.3
S1_Standard_k10,182,REML,0.290620793012156,0.0719290458732754,0.149642453658207,0.431599132366106,0.3
S1_Standard_k10,182,HKSJ,0.290620793012156,0.0686605575970749,0.135299820842214,0.445941765182098,0.3
S1_Standard_k10,182,MWM_v2,0.298,0.0724,0.1311,0.4648,0.3
S1_Standard_k10,182,SIT_v2,0.348,0.0745,0.1762,0.5199,0.3
S1_Standard_k10,182,ARP_v2,0.2905,0.0705,0.1278,0.4531,0.3
S1_Standard_k10,183,REML,0.390601517531015,0.0748747696922515,0.243849665583471,0.537353369478559,0.3
S1_Standard_k10,183,HKSJ,0.390601517531015,0.0788991545938254,0.21211922982787,0.56908380523416,0.3
S1_Standard_k10,183,MWM_v2,0.3937,0.0751,0.2206,0.5669,0.3
S1_Standard_k10,183,SIT_v2,0.4209,0.0845,0.2261,0.6157,0.3
S1_Standard_k10,183,ARP_v2,0.3909,0.0767,0.2139,0.5678,0.3
S1_Standard_k10,184,REML,0.268313953561264,0.0602116287191822,0.150301329821169,0.386326577301358,0.3
S1_Standard_k10,184,HKSJ,0.268313953561264,0.0612450505665629,0.129768023736175,0.406859883386352,0.3
S1_Standard_k10,184,MWM_v2,0.2686,0.0606,0.1289,0.4083,0.3
S1_Standard_k10,184,SIT_v2,0.2531,0.0645,0.1044,0.4018,0.3
S1_Standard_k10,184,ARP_v2,0.268,0.061,0.1274,0.4086,0.3
S1_Standard_k10,185,REML,0.272524522287302,0.0792143538084125,0.1172672417642,0.427781802810403,0.3
S1_Standard_k10,185,HKSJ,0.272524522287302,0.082374012045976,0.0861815609090715,0.458867483665532,0.3
S1_Standard_k10,185,MWM_v2,0.2631,0.0796,0.0796,0.4466,0.3
S1_Standard_k10,185,SIT_v2,0.2012,0.0904,-0.0073,0.4097,0.3
S1_Standard_k10,185,ARP_v2,0.2721,0.0807,0.086,0.4582,0.3
S1_Standard_k10,186,REML,0.317985618662042,0.055628633152384,0.208955501174178,0.427015736149905,0.3
S1_Standard_k10,186,HKSJ,0.317985618662042,0.0528939659864083,0.198331154637083,0.437640082687,0.3
S1_Standard_k10,186,MWM_v2,0.3256,0.0559,0.1968,0.4545,0.3
S1_Standard_k10,186,SIT_v2,0.3711,0.0576,0.2383,0.5039,0.3
S1_Standard_k10,186,ARP_v2,0.3173,0.0539,0.193,0.4415,0.3
S1_Standard_k10,187,REML,0.212388840147764,0.11328365834143,-0.00964305023837861,0.434420730533907,0.3
S1_Standard_k10,187,HKSJ,0.212388840147764,0.112479958313837,-0.0420585032231248,0.466836183518653,0.3
S1_Standard_k10,187,MWM_v2,0.197,0.1136,-0.065,0.4589,0.3
S1_Standard_k10,187,SIT_v2,0.2045,0.1126,-0.0552,0.4643,0.3
S1_Standard_k10,187,ARP_v2,0.2124,0.1133,-0.049,0.4737,0.3
S1_Standard_k10,188,REML,0.285753838476662,0.10330155297894,0.0832865150908832,0.488221161862442,0.3
S1_Standard_k10,188,HKSJ,0.285753838476662,0.104481134769694,0.0494010910801153,0.52210658587321,0.3
S1_Standard_k10,188,MWM_v2,0.2961,0.1037,0.057,0.5353,0.3
S1_Standard_k10,188,SIT_v2,0.3528,0.11,0.0992,0.6065,0.3
S1_Standard_k10,188,ARP_v2,0.2857,0.1039,0.046,0.5254,0.3
S1_Standard_k10,189,REML,0.288278110780373,0.0644766401986971,0.161906218146779,0.414650003413967,0.3
S1_Standard_k10,189,HKSJ,0.288278110780373,0.0642955904375837,0.142831380335653,0.433724841225093,0.3
S1_Standard_k10,189,MWM_v2,0.2892,0.0649,0.1395,0.439,0.3
S1_Standard_k10,189,SIT_v2,0.2991,0.0658,0.1474,0.4507,0.3
S1_Standard_k10,189,ARP_v2,0.2882,0.0643,0.14,0.4364,0.3
S1_Standard_k10,190,REML,0.281618518477548,0.124156428083449,0.0382763909848508,0.524960645970244,0.3
S1_Standard_k10,190,HKSJ,0.281618518477548,0.123563174031165,0.00209919928486702,0.561137837670228,0.3
S1_Standard_k10,190,MWM_v2,0.2883,0.1244,0.0014,0.5753,0.3
S1_Standard_k10,190,SIT_v2,0.2964,0.1243,0.0098,0.583,0.3
S1_Standard_k10,190,ARP_v2,0.2816,0.1238,-0.004,0.5671,0.3
S1_Standard_k10,191,REML,0.369812683983603,0.0987053337574757,0.176353784736945,0.563271583230261,0.3
S1_Standard_k10,191,HKSJ,0.369812683983603,0.0980589953610589,0.147987825250787,0.591637542716418,0.3
S1_Standard_k10,191,MWM_v2,0.3658,0.0991,0.1372,0.5944,0.3
S1_Standard_k10,191,SIT_v2,0.3697,0.1064,0.1243,0.615,0.3
S1_Standard_k10,191,ARP_v2,0.3701,0.0978,0.1446,0.5956,0.3
S1_Standard_k10,192,REML,0.175028635109781,0.0970903106586224,-0.0152648770289244,0.365322147248486,0.3
S1_Standard_k10,192,HKSJ,0.175028635109781,0.0959467852433788,-0.0420180723759896,0.392075342595551,0.3
S1_Standard_k10,192,MWM_v2,0.1804,0.0975,-0.0444,0.4051,0.3
S1_Standard_k10,192,SIT_v2,0.1744,0.0965,-0.0481,0.3969,0.3
S1_Standard_k10,192,ARP_v2,0.175,0.0969,-0.0484,0.3985,0.3
S1_Standard_k10,193,REML,0.350973047246222,0.0857004143299352,0.183003321699389,0.518942772793055,0.3
S1_Standard_k10,193,HKSJ,0.350973047246222,0.0840736223511932,0.160785300242079,0.541160794250365,0.3
S1_Standard_k10,193,MWM_v2,0.361,0.0861,0.1626,0.5595,0.3
S1_Standard_k10,193,SIT_v2,0.3995,0.0868,0.1993,0.5997,0.3
S1_Standard_k10,193,ARP_v2,0.3509,0.0851,0.1546,0.5471,0.3
S1_Standard_k10,194,REML,0.287408402900649,0.086712361894281,0.117455296573455,0.457361509227843,0.3
S1_Standard_k10,194,HKSJ,0.287408402900649,0.0885027406335271,0.0872012942492439,0.487615511552054,0.3
S1_Standard_k10,194,MWM_v2,0.2832,0.0872,0.0822,0.4841,0.3
S1_Standard_k10,194,SIT_v2,0.2504,0.0918,0.0388,0.462,0.3
S1_Standard_k10,194,ARP_v2,0.2876,0.0876,0.0855,0.4897,0.3
S1_Standard_k10,195,REML,0.350387667797539,0.0821913931318264,0.189295497419986,0.511479838175091,0.3
S1_Standard_k10,195,HKSJ,0.350387667797539,0.0852422457369016,0.157556311030802,0.543219024564275,0.3
S1_Standard_k10,195,MWM_v2,0.3529,0.0825,0.1626,0.5432,0.3
S1_Standard_k10,195,SIT_v2,0.3928,0.0897,0.1861,0.5996,0.3
S1_Standard_k10,195,ARP_v2,0.3502,0.0834,0.1579,0.5425,0.3
