"dataset","file","n_rows","n_studies","n_comparisons","n_outcomes","n_subgroups","has_outcome_col","has_comparison_col","has_subgroup_col","has_review_doi_col","has_review_url_col","outcome_type","study_year_min","study_year_max","ctrl_risk_mean","ctrl_risk_median","ctrl_mean_mean","missing_study_year","missing_outcome","missing_comparison","missing_review_doi"
"CD015701_pub2_data","CD015701_pub2_data.rda",19,3,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2024,2024,0.127786520489887,0.044822256568779,0,0.0526315789473684,NA,NA,0
"CD015711_pub2_data","CD015711_pub2_data.rda",15,3,NA,NA,4,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2021,0.489333333333333,0.68,0.254,0,NA,NA,0
"CD015721_pub2_data","CD015721_pub2_data.rda",41,6,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2020,2022,0.377054185720445,0.333333333333333,0,0,NA,NA,0
"CD015746_pub2_data","CD015746_pub2_data.rda",89,15,NA,NA,14,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2001,2024,0.0638008113648282,0.003003003003003,0,0,NA,NA,0
"CD015749_pub2_data","CD015749_pub2_data.rda",56,7,NA,NA,21,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2017,0.0327400313495161,0,57.0758842142857,0,NA,NA,0
"CD015751_pub2_data","CD015751_pub2_data.rda",33,7,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2003,2019,0.00489020489020489,0,4.72636363636364,0,NA,NA,0
"CD015779_data","CD015779_data.rda",24,11,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1950,2022,0.0756041136926076,0.0440646239274363,0,0,NA,NA,0
"CD015786_pub2_data","CD015786_pub2_data.rda",41,5,NA,NA,19,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2018,0.0591480660763219,0.0277777777777778,3.76975609756098,0,NA,NA,0
"CD015788_pub2_data","CD015788_pub2_data.rda",22,13,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2023,0.185973795722251,0,9.745,0,NA,NA,0
"CD015790_pub2_data","CD015790_pub2_data.rda",54,17,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,2022,0.00968699677938808,0,14.0342592592593,0,NA,NA,0
"CD015802_pub2_data","CD015802_pub2_data.rda",7,3,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2014,2023,0.0845648604269294,0.0166666666666667,0.514285714285714,0,NA,NA,0
"CD015804_pub2_data","CD015804_pub2_data.rda",63,9,NA,NA,4,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2023,0.19774179051746,0.0251342246552269,1.10534761904762,0,NA,NA,0
"CD015820_pub2_data","CD015820_pub2_data.rda",30,13,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2006,2023,0.0445942851453604,0,22.0927333333333,0,NA,NA,0
"CD015824_pub2_data","CD015824_pub2_data.rda",90,9,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2005,2024,0.10741361276111,0.0269886363636364,7.65066666666667,0,NA,NA,0
"CD015830_pub2_data","CD015830_pub2_data.rda",11,4,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2016,2023,0.175,0.175,13.5233333333333,0,NA,NA,0
"CD015849_pub2_data","CD015849_pub2_data.rda",317,28,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2013,2024,0.0331346081770089,0,10.2140063091483,0,NA,NA,0
"CD015854_data","CD015854_data.rda",91,16,NA,NA,29,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2002,2022,0.149481483779371,0,2.58114725274725,0,NA,NA,0
"CD015855_data","CD015855_data.rda",71,13,NA,NA,15,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1980,2019,0.161303284594654,0,100.318028169014,0,NA,NA,0
"CD015875_data","CD015875_data.rda",207,17,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2012,2024,0.0864444444444444,0,11.4387747252747,0,NA,NA,0
"CD015877_data","CD015877_data.rda",7,2,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2019,2019,NA,NA,44.2085714285714,0,NA,NA,0
"CD015894_pub2_data","CD015894_pub2_data.rda",28,10,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2011,2023,0.000714285714285714,0,3.92214285714286,0,NA,NA,0
"CD015932_pub2_data","CD015932_pub2_data.rda",106,21,NA,NA,16,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1990,2023,0.2891862023708,0.161290322580645,11.4954929577465,0,NA,NA,0
"CD015968_data","CD015968_data.rda",45,10,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2023,NA,NA,53.2322222222222,0,NA,NA,0
"CD016001_data","CD016001_data.rda",106,26,NA,NA,2,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2001,2021,0.0161290322580645,0,66.26659,0.0471698113207547,NA,NA,0
"CD016002_data","CD016002_data.rda",239,30,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2023,0.017861157945651,0,44.5445251396648,0,NA,NA,0
"CD016031_data","CD016031_data.rda",252,24,NA,NA,21,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1981,2024,0.0841851466773637,0.0183501683501683,25.7542512077295,0,NA,NA,0
"CD016058_pub2_data","CD016058_pub2_data.rda",52,9,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2020,2024,0.281962719918664,0.18613707165109,100.236111111111,0,NA,NA,0
"CD016064_data","CD016064_data.rda",573,82,NA,NA,90,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1990,2024,0.000595064762177857,0,0,0.0157068062827225,NA,NA,0
"CD016119_data","CD016119_data.rda",151,23,NA,NA,10,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2023,0.0323232161959223,0,29.6686754966887,0.0463576158940397,NA,NA,0
"CD016120_data","CD016120_data.rda",50,6,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,2022,0.0354696913957174,0,98.488,0,NA,NA,0
"CD016131_data","CD016131_data.rda",70,14,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2016,2023,0.0945956080998455,0.0103022690527036,0,0,NA,NA,0
"CD016136_data","CD016136_data.rda",205,30,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1997,2022,0,0,0,0,NA,NA,0
"CD016147_data","CD016147_data.rda",32,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2006,2017,0.199883511096746,0.09375,104.90625,0,NA,NA,0
"CD016148_data","CD016148_data.rda",57,17,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,2024,0.174083829563695,0.0510906522990009,0.220526315789474,0,NA,NA,0
"CD016168_data","CD016168_data.rda",45,7,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2015,2022,0.0688625654490607,0.015962441314554,1.29333333333333,0,NA,NA,0
"CD016211_data","CD016211_data.rda",62,4,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2023,0.0156683091164117,0.012,0,0,NA,NA,0
"CD016278_data","CD016278_data.rda",61,6,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2021,2023,0.0559022657572161,0.000452693526482571,87.7229508196721,0,NA,NA,0
