"dataset","file","n_rows","n_studies","n_comparisons","n_outcomes","n_subgroups","has_outcome_col","has_comparison_col","has_subgroup_col","has_review_doi_col","has_review_url_col","outcome_type","study_year_min","study_year_max","ctrl_risk_mean","ctrl_risk_median","ctrl_mean_mean","missing_study_year","missing_outcome","missing_comparison","missing_review_doi"
"CD013874_pub3_data","CD013874_pub3_data.rda",136,24,NA,NA,27,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2023,0.0517298117450524,0,0.00866911764705882,0,NA,NA,0
"CD013875_pub2_data","CD013875_pub2_data.rda",80,12,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2022,0.160949123236771,0.158333333333333,0,0,NA,NA,0
"CD014040_pub2_data","CD014040_pub2_data.rda",48,13,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2023,0.366583817190688,0.300681230913789,0,0,NA,NA,0
"CD014089_data","CD014089_data.rda",136,9,NA,NA,15,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",492,2017,0.196122190566635,0.192307692307692,0,0,NA,NA,0
"CD014145_pub2_data","CD014145_pub2_data.rda",24,7,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1985,2000,0.17695658428417,0.067816091954023,2.6625,0,NA,NA,0
"CD014160_pub2_data","CD014160_pub2_data.rda",6,2,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2011,2015,0,0,16.35,0,NA,NA,0
"CD014300_pub2_data","CD014300_pub2_data.rda",34,13,NA,NA,13,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2001,2023,0.0447599691866788,0,-7.94176470588235,0,NA,NA,0
"CD014428_pub2_data","CD014428_pub2_data.rda",42,13,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2014,2024,0,0,-1.84285714285714,0,NA,NA,0
"CD014497_pub2_data","CD014497_pub2_data.rda",2,1,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2022,2022,0.253787878787879,0.253787878787879,0,0,NA,NA,0
"CD014541_pub2_data","CD014541_pub2_data.rda",94,7,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2022,0.0131130468844564,0.00603238249150036,0,0,NA,NA,0
"CD014544_pub2_data","CD014544_pub2_data.rda",121,6,NA,NA,49,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2019,0.10448609073011,0,10.6898760330579,0.132231404958678,NA,NA,0
"CD014573_data","CD014573_data.rda",12,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1994,2016,0,0,0,0,NA,NA,0
"CD014574_pub2_data","CD014574_pub2_data.rda",60,2,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",NA,NA,0.540526012749615,0.518518518518518,-2.45332,1,NA,NA,0
"CD014580_pub2_data","CD014580_pub2_data.rda",33,7,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2021,0.262861227978328,0.133333333333333,1.64454545454545,0,NA,NA,0
"CD014585_pub2_data","CD014585_pub2_data.rda",101,12,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1996,2014,0.236865950165446,0.116981132075472,-0.0791089108910891,0,NA,NA,0
"CD014594_pub2_data","CD014594_pub2_data.rda",105,9,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2022,0.11273395564061,0.00204081632653061,17.119619047619,0,NA,NA,0
"CD014617_pub3_data","CD014617_pub3_data.rda",12,4,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1975,1998,0.462779492769055,0.447162426614481,0,0,NA,NA,0
"CD014623_pub2_data","CD014623_pub2_data.rda",10,2,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2012,2021,0.284210526315789,0.210526315789474,1.12,0,NA,NA,0
"CD014624_pub2_data","CD014624_pub2_data.rda",305,6,NA,NA,24,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2023,0.226788308558275,0.181818181818182,0,0,NA,NA,0
"CD014666_pub2_data","CD014666_pub2_data.rda",130,11,NA,NA,15,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2019,0.0171850487959275,0,-25.6492307692308,0,NA,NA,0
"CD014678_pub2_data","CD014678_pub2_data.rda",223,6,NA,NA,18,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2009,2016,0.0145755269689233,0.0112068965517241,0,0,NA,NA,0
"CD014687_pub2_data","CD014687_pub2_data.rda",38,6,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2013,2022,0.0973363847638363,0,21.0921052631579,0,NA,NA,0
"CD014688_pub2_data","CD014688_pub2_data.rda",13,6,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2009,2022,0,0,2.16615384615385,0,NA,NA,0
"CD014713_pub2_data","CD014713_pub2_data.rda",15,10,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1994,2024,0.349023268951367,0.181818181818182,0,0,NA,NA,0
"CD014722_pub2_data","CD014722_pub2_data.rda",355,97,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1996,2022,0.0107993835734859,0,7.95114929577465,0,NA,NA,0
"CD014736_pub2_data","CD014736_pub2_data.rda",28,6,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2022,0.0490573712002283,0,158.890678571429,0,NA,NA,0
"CD014741_pub2_data","CD014741_pub2_data.rda",212,57,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,2021,0.0988991287757296,0,0.115094339622641,0,NA,NA,0
"CD014755_pub2_data","CD014755_pub2_data.rda",10,2,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2019,0.141860465116279,0.0348837209302326,1.109,0,NA,NA,0
"CD014758_pub3_data","CD014758_pub3_data.rda",274,77,NA,NA,20,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2024,0,0,-0.0528733576642336,0.0328467153284672,NA,NA,0
"CD014762_pub2_data","CD014762_pub2_data.rda",30,6,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2010,2019,0.35933204305808,0.269187242798354,0.309666666666667,0,NA,NA,0
"CD014763_pub2_data","CD014763_pub2_data.rda",68,9,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2010,2021,0.158467233125921,0.030952380952381,15.4726470588235,0,NA,NA,0
"CD014769_pub2_data","CD014769_pub2_data.rda",345,27,NA,NA,31,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,2023,0.0415974263434674,0.0112134561473769,0,0,NA,NA,0
"CD014785_pub2_data","CD014785_pub2_data.rda",8,4,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2008,0.0709080717488789,0,89.2725,0,NA,NA,0
"CD014792_pub2_data","CD014792_pub2_data.rda",68,8,NA,NA,13,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2000,2016,0.0897258854694488,0.05,1.63235294117647,0,NA,NA,0
"CD014802_pub2_data","CD014802_pub2_data.rda",19,2,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2016,2022,0.313499183740207,0.361111111111111,0.0815789473684211,0,NA,NA,0
"CD014803_pub2_data","CD014803_pub2_data.rda",14,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2006,2020,0.193400578622253,0.1,10.9285714285714,0,NA,NA,0
"CD014811_pub2_data","CD014811_pub2_data.rda",33,7,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2010,2021,0.0850856467086874,0,2.47181818181818,0,NA,NA,0
"CD014820_pub2_data","CD014820_pub2_data.rda",687,20,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1997,2022,0.107305424397073,0.0196078431372549,1.37541615720524,0,NA,NA,0
"CD014833_pub2_data","CD014833_pub2_data.rda",30,10,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2023,0.242137633336851,0.279715961716579,8.238,0,NA,NA,0
"CD014844_pub2_data","CD014844_pub2_data.rda",40,6,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2021,0.0757263397347072,0.0512820512820513,0,0,NA,NA,0
"CD014845_pub2_data","CD014845_pub2_data.rda",184,17,NA,NA,18,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2023,0,0,231.281589673913,0,NA,NA,0
"CD014852_pub2_data","CD014852_pub2_data.rda",202,36,NA,NA,23,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,2023,0.103429922156689,0,15.2141584158416,0,NA,NA,0
"CD014855_pub2_data","CD014855_pub2_data.rda",72,8,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1973,2023,0.096234615879657,0.0411674347158218,87575.5766666667,0,NA,NA,0
"CD014861_pub2_data","CD014861_pub2_data.rda",42,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2000,2018,0.115823412698413,0,229.961071428571,0,NA,NA,0
"CD014869_pub2_data","CD014869_pub2_data.rda",34,10,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2005,0.630794250938161,0.6875,0.209117647058824,0.235294117647059,NA,NA,0
"CD014871_pub2_data","CD014871_pub2_data.rda",99,7,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2012,2022,0,0,9.23818181818182,0,NA,NA,0
"CD014872_pub2_data","CD014872_pub2_data.rda",335,35,NA,NA,16,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2024,0.0797765659497454,0,0.432089552238806,0,NA,NA,0
"CD014889_pub2_data","CD014889_pub2_data.rda",26,6,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2023,0.248653846153846,0.234285714285714,0,0,NA,NA,0
"CD014891_pub2_data","CD014891_pub2_data.rda",25,5,NA,NA,2,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2022,0.113480519480519,0,0.15496,0,NA,NA,0
"CD014914_pub2_data","CD014914_pub2_data.rda",240,28,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1984,2020,0.323374327087381,0.278888888888889,3.51625850340136,0,NA,NA,0
"CD014920_pub2_data","CD014920_pub2_data.rda",9,2,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2010,0.0902551737994776,0.0428571428571429,0.888888888888889,0,NA,NA,0
"CD014923_pub2_data","CD014923_pub2_data.rda",27,3,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2015,2023,0.0443121693121693,0,-0.123333333333333,0,NA,NA,0
"CD014932_pub2_data","CD014932_pub2_data.rda",53,17,NA,NA,22,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,2022,0,0,14.2677358490566,0,NA,NA,0
"CD014935_pub2_data","CD014935_pub2_data.rda",29,4,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1984,2014,0.144510437089148,0.107142857142857,2.05379310344828,0,NA,NA,0
"CD014937_pub2_data","CD014937_pub2_data.rda",652,60,NA,NA,25,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1971,2024,0.183486960225299,0.0844618674269423,26.3346794478528,0,NA,NA,0
"CD014941_pub2_data","CD014941_pub2_data.rda",60,2,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2020,2020,0.205578208177597,0.0980392156862745,0,0,NA,NA,0
"CD014944_pub2_data","CD014944_pub2_data.rda",18,4,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",198,2014,0.380680276826191,0.315602836879433,0.666666666666667,0,NA,NA,0
"CD014959_pub2_data","CD014959_pub2_data.rda",62,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1984,2018,0.120761230380503,0.071969696969697,0,0,NA,NA,0
"CD014960_pub2_data","CD014960_pub2_data.rda",17,6,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1956,2004,0.0342988712203018,0.0227272727272727,1.16470588235294,0,NA,NA,0
"CD014964_pub2_data","CD014964_pub2_data.rda",1305,64,NA,NA,12,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2020,2020,0.313837769504723,0.261111111111111,62.0548086845466,0.983141762452107,NA,NA,0
"CD014965_pub2_data","CD014965_pub2_data.rda",177,17,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,2019,0.0425546684503887,0,2.33028248587571,0,NA,NA,0
"CD014966_pub2_data","CD014966_pub2_data.rda",105,35,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1988,2023,0.207303206370162,0.22007722007722,0,0,NA,NA,0
"CD014967_pub2_data","CD014967_pub2_data.rda",105,18,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,2022,0.217415737207017,0.125,308.939047619048,0,NA,NA,0
"CD014999_pub2_data","CD014999_pub2_data.rda",21,2,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2014,2019,0.0921527147444344,0.113821138211382,1.63857142857143,0,NA,NA,0
"CD015003_pub2_data","CD015003_pub2_data.rda",26,12,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1986,2018,0.148302519309595,0.0544117647058824,0,0,NA,NA,0
"CD015014_pub2_data","CD015014_pub2_data.rda",299,31,NA,NA,26,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1990,2022,0.187780942441197,0.0951008645533141,1.12832441471572,0,NA,NA,0
"CD015033_pub2_data","CD015033_pub2_data.rda",154,15,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2003,2023,0.164183345003009,0,11.1052597402597,0.0714285714285714,NA,NA,0
"CD015038_pub2_data","CD015038_pub2_data.rda",81,13,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1995,2021,0.18885490880163,0.00732600732600733,3.74777777777778,0,NA,NA,0
"CD015040_pub2_data","CD015040_pub2_data.rda",46,6,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2012,2021,0,0,12.4791304347826,0,NA,NA,0
"CD015042_pub2_data","CD015042_pub2_data.rda",12,7,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1995,2014,0.602169870315821,0.676843057440072,0.135,0.166666666666667,NA,NA,0
"CD015046_pub2_data","CD015046_pub2_data.rda",20,4,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2010,2023,0.154586834733894,0.0708333333333333,-2.19166666666667,0,NA,NA,0
"CD015060_pub2_data","CD015060_pub2_data.rda",27,12,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1995,2018,0.111892739818104,0,26.5366666666667,0,NA,NA,0
"CD015064_pub2_data","CD015064_pub2_data.rda",14,11,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2002,2015,0.202992011470508,0.06179811749432,2.17142857142857,0,NA,NA,0
"CD015066_pub2_data","CD015066_pub2_data.rda",8,3,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2021,0.126136363636364,0,16.28375,0,NA,NA,0
"CD015083_pub2_data","CD015083_pub2_data.rda",1589,55,NA,NA,41,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1997,2024,0,0,0,0,NA,NA,0
"CD015084_pub2_data","CD015084_pub2_data.rda",32,7,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2002,2019,0.0972545245453254,0,154.85390625,0.25,NA,NA,0
"CD015087_pub2_data","CD015087_pub2_data.rda",113,26,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",NA,NA,0.239952740349678,0.126666666666667,4.93622857142857,1,NA,NA,0
"CD015101_data","CD015101_data.rda",41,5,NA,NA,4,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2005,2017,0.00565410199556541,0,-4.39009756097561,0,NA,NA,0
"CD015112_pub3_data","CD015112_pub3_data.rda",3,1,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2021,2021,NA,NA,0,0,NA,NA,0
"CD015120_pub2_data","CD015120_pub2_data.rda",66,46,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2001,2022,0,0,0,0,NA,NA,0
"CD015122_pub2_data","CD015122_pub2_data.rda",80,11,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2013,2021,0.167939921316827,0.102083333333333,0.74175,0,NA,NA,0
"CD015123_pub2_data","CD015123_pub2_data.rda",35,5,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2011,2011,0.271908734600188,0.160356347438753,-0.012,0.8,NA,NA,0
"CD015124_pub2_data","CD015124_pub2_data.rda",25,7,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2006,2019,NA,NA,0,0,NA,NA,0
"CD015134_pub2_data","CD015134_pub2_data.rda",32,6,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2019,2023,0.0320896718079077,0.00668998975259133,0,0,NA,NA,0
"CD015140_pub2_data","CD015140_pub2_data.rda",156,9,NA,NA,25,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2013,2024,0.108874577365895,0,1.44038461538462,0,NA,NA,0
"CD015145_pub2_data","CD015145_pub2_data.rda",157,20,NA,NA,19,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2011,2023,0.290403290895363,0.3,36.666,0,NA,NA,0
"CD015158_pub2_data","CD015158_pub2_data.rda",50,2,NA,NA,22,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2011,2020,0.0276273929787353,0,3184.2814,0,NA,NA,0
"CD015160_pub2_data","CD015160_pub2_data.rda",52,10,NA,NA,13,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2008,2018,0.0395141979481033,0,0,0,NA,NA,0
"CD015192_pub2_data","CD015192_pub2_data.rda",67,20,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1978,2022,0.0440597786869537,0.0168067226890756,0,0,NA,NA,0
"CD015213_pub2_data","CD015213_pub2_data.rda",253,33,NA,NA,13,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,2022,0.0619586111953928,0.024390243902439,7.31886245059289,0,NA,NA,0
"CD015215_pub2_data","CD015215_pub2_data.rda",213,18,NA,NA,80,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1983,2021,0.107610500991266,0,9.55361502347418,0.0516431924882629,NA,NA,0
"CD015219_pub2_data","CD015219_pub2_data.rda",289,24,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2020,2023,0.147093940639679,0.0617977528089888,0.131245674740484,0,NA,NA,0
"CD015229_pub2_data","CD015229_pub2_data.rda",56,14,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2021,NA,NA,44.3873214285714,0,NA,NA,0
"CD015252_pub2_data","CD015252_pub2_data.rda",66,9,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,1993,0.437903344075656,0.436904761904762,2.51683333333333,0.712121212121212,NA,NA,0
"CD015254_pub2_data","CD015254_pub2_data.rda",76,17,NA,NA,13,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1984,2013,0.64120256101125,0.778888888888889,1.77078947368421,0,NA,NA,0
"CD015255_pub2_data","CD015255_pub2_data.rda",104,23,NA,NA,23,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1984,2022,0.579592834760444,0.693877551020408,2.24682692307692,0.211538461538462,NA,NA,0
"CD015284_pub2_data","CD015284_pub2_data.rda",167,29,NA,NA,33,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2023,0.0532507226085751,0,29.1143414534551,0,NA,NA,0
"CD015313_pub2_data","CD015313_pub2_data.rda",3,1,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2021,2021,0,0,6.79333333333333,0,NA,NA,0
"CD015314_pub2_data","CD015314_pub2_data.rda",71,38,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1995,2024,0.162392745022227,0.161290322580645,0,0,NA,NA,0
"CD015326_pub2_data","CD015326_pub2_data.rda",433,56,NA,NA,22,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1998,2022,0,0,0,0,NA,NA,0
"CD015328_pub2_data","CD015328_pub2_data.rda",293,149,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"unknown",1997,2022,NA,NA,NA,0,NA,NA,0
"CD015330_pub2_data","CD015330_pub2_data.rda",90,54,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"unknown",2003,2022,NA,NA,NA,0,NA,NA,0
"CD015331_pub2_data","CD015331_pub2_data.rda",984,26,NA,NA,16,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1999,2022,0.0413336718061975,0,15.7811951219512,0.0619918699186992,NA,NA,0
"CD015332_pub2_data","CD015332_pub2_data.rda",252,4,NA,NA,6,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2014,2020,0.0403062547705405,0,0.871280567460317,0,NA,NA,0
"CD015350_pub2_data","CD015350_pub2_data.rda",58,19,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1995,2021,0.217598826208976,0.0165535956580733,4.75913793103448,0,NA,NA,0
"CD015373_pub2_data","CD015373_pub2_data.rda",176,28,NA,NA,10,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1980,2022,0.179628792924247,0.125,44.0830864197531,0,NA,NA,0
"CD015383_pub2_data","CD015383_pub2_data.rda",22,6,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2011,2022,0,0,0,0,NA,NA,0
"CD015387_pub2_data","CD015387_pub2_data.rda",151,25,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2024,0.286308009605565,0.250996015936255,0.337,0,NA,NA,0
"CD015395_pub3_data","CD015395_pub3_data.rda",17,2,NA,NA,9,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2021,2023,0.119032319477544,0.0606060606060606,0,0,NA,NA,0
"CD015432_pub2_data","CD015432_pub2_data.rda",152,35,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2022,0.12861880207602,0,7.26447368421053,0,NA,NA,0
"CD015443_pub2_data","CD015443_pub2_data.rda",88,22,NA,NA,40,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1989,2020,0.182101107062889,0.116807698689232,-0.0767045454545455,0,NA,NA,0
"CD015448_pub2_data","CD015448_pub2_data.rda",46,13,NA,NA,10,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2014,2022,0,0,-1.70597826086957,0,NA,NA,0
"CD015462_pub2_data","CD015462_pub2_data.rda",36,13,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1985,2021,0.0938817663817664,0.02,1.08222222222222,0,NA,NA,0
"CD015476_pub2_data","CD015476_pub2_data.rda",192,15,NA,NA,11,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2023,0.266090767327958,0.268595041322314,0.278802083333333,0,NA,NA,0
"CD015495_data","CD015495_data.rda",41,17,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2022,0.0577968212114554,0,0,0,NA,NA,0
"CD015514_pub2_data","CD015514_pub2_data.rda",15,3,NA,NA,10,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2017,2020,0.213931297709924,0.159214830970556,0.0386666666666667,0,NA,NA,0
"CD015517_data","CD015517_data.rda",217,16,NA,NA,21,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2003,2021,0.000354484225451967,0,-35.8969585253456,0,NA,NA,0
"CD015518_data","CD015518_data.rda",208,18,NA,NA,27,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2003,2022,0,0,-25.3557211538462,0,NA,NA,0
"CD015519_pub2_data","CD015519_pub2_data.rda",39,5,NA,NA,5,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2023,0.000641025641025641,0,46.1692307692308,0,NA,NA,0
"CD015520_data","CD015520_data.rda",104,12,NA,NA,15,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2021,0,0,24.4357692307692,0.0865384615384615,NA,NA,0
"CD015524_pub2_data","CD015524_pub2_data.rda",283,17,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2012,2024,0.130265955916286,0,21.9954416961131,0,NA,NA,0
"CD015526_pub2_data","CD015526_pub2_data.rda",8,2,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1973,1995,0.213141025641026,0.0384615384615385,0,0,NA,NA,0
"CD015530_pub2_data","CD015530_pub2_data.rda",18,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2016,2022,0.182243037404906,0.117512927420762,0,0,NA,NA,0
"CD015532_data","CD015532_data.rda",139,23,NA,NA,10,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2020,2022,0.252886131023723,0.153846153846154,5.56935251798561,0,NA,NA,0
"CD015536_pub2_data","CD015536_pub2_data.rda",247,20,NA,NA,10,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2001,2022,0.207279699913704,0.0344827586206897,0,0,NA,NA,0
"CD015551_pub2_data","CD015551_pub2_data.rda",27,9,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2004,2024,0.260815445777345,0.0957222178775319,0,0,NA,NA,0
"CD015573_data","CD015573_data.rda",9,3,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2020,2022,0.102697122209317,0.0333333333333333,1.32444444444444,0,NA,NA,0
"CD015584_pub2_data","CD015584_pub2_data.rda",115,14,NA,NA,3,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2007,2022,0.275568374617168,0.025,0.898608695652174,0,NA,NA,0
"CD015588_pub2_data","CD015588_pub2_data.rda",441,32,NA,NA,8,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2013,2023,0.0307306045548934,0,0.392721088435374,0,NA,NA,0
"CD015592_pub3_data","CD015592_pub3_data.rda",11,5,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1983,2022,0.177515215535302,0,0.8,0,NA,NA,0
"CD015594_pub2_data","CD015594_pub2_data.rda",5,3,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1993,2007,0.0714285714285714,0,2.86,0,NA,NA,0
"CD015636_pub2_data","CD015636_pub2_data.rda",7,1,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",2021,2021,0,0,0,0,NA,NA,0
"CD015673_pub2_data","CD015673_pub2_data.rda",85,19,NA,NA,1,FALSE,FALSE,TRUE,TRUE,TRUE,"mixed",1992,2014,0.194799159240547,0.04,12.6205882352941,0,NA,NA,0
"CD015698_pub2_data","CD015698_pub2_data.rda",29,9,NA,NA,7,FALSE,FALSE,TRUE,TRUE,TRUE,"binary",1999,2025,0.0736025691309294,0.0294117647058824,NA,0,NA,NA,0
