"n","mean","sd","skewness","kurtosis_excess","prop_abs_gt2","prop_abs_gt3","shapiro_p"
77357,-0.00895430181652514,0.788932679179066,0.116123593621007,3.96875881611318,0.0275346768876766,0.00453740450120868,NA
